id,filepath,site,label,file,max_detection_conf,category,conf,bbox,bbox_true
ZJ014233,train_features/ZJ014233.jpg,S0008,rodent,ZJ014233.jpg,0.784,animal,0.784,"[0, 0.6444, 0.2031, 0.3055]",True
ZJ014234,train_features/ZJ014234.jpg,S0008,rodent,,,,,,False
ZJ014235,train_features/ZJ014235.jpg,S0036,monkey_prosimian,,,,,,False
ZJ014236,train_features/ZJ014236.jpg,S0062,rodent,ZJ014236.jpg,0.65,animal,0.65,"[0.7187, 0.5111, 0.1083, 0.1111]",True
ZJ014237,train_features/ZJ014237.jpg,S0059,monkey_prosimian,ZJ014237.jpg,0.767,animal,0.767,"[0.6197, 0.2074, 0.1083, 0.4648]",True
ZJ014238,train_features/ZJ014238.jpg,S0141,monkey_prosimian,ZJ014238.jpg,0.863,animal,0.863,"[0.6187, 0.6138, 0.1749, 0.2527]",True
ZJ014239,train_features/ZJ014239.jpg,S0008,civet_genet,ZJ014239.jpg,0.83,animal,0.83,"[0.489, 0.4999, 0.5109, 0.4527]",True
ZJ014240,train_features/ZJ014240.jpg,S0029,leopard,,,,,,False
ZJ014241,train_features/ZJ014241.jpg,S0120,rodent,,,,,,False
ZJ014242,train_features/ZJ014242.jpg,S0101,hog,ZJ014242.jpg,0.913,animal,0.913,"[0.3093, 0.3194, 0.2843, 0.4861]",True
ZJ014243,train_features/ZJ014243.jpg,S0026,rodent,,,,,,False
ZJ014244,train_features/ZJ014244.jpg,S0059,civet_genet,,,,,,False
ZJ014245,train_features/ZJ014245.jpg,S0031,monkey_prosimian,,,,,,False
ZJ014246,train_features/ZJ014246.jpg,S0101,civet_genet,ZJ014246.jpg,0.811,animal,0.811,"[0.3687, 0.6249, 0.3468, 0.2833]",True
ZJ014247,train_features/ZJ014247.jpg,S0074,hog,ZJ014247.jpg,0.918,animal,0.918,"[0, 0.2666, 1.0, 0.6861]",True
ZJ014248,train_features/ZJ014248.jpg,S0010,blank,,,,,,False
ZJ014249,train_features/ZJ014249.jpg,S0053,antelope_duiker,ZJ014249.jpg,0.856,animal,0.856,"[0.6187, 0.4277, 0.102, 0.1666]",True
ZJ014250,train_features/ZJ014250.jpg,S0063,antelope_duiker,ZJ014250.jpg,0.856,animal,0.856,"[0.2072, 0.474, 0.251, 0.2351]",True
ZJ014251,train_features/ZJ014251.jpg,S0030,civet_genet,ZJ014251.jpg,0.868,animal,0.868,"[0.4583, 0.5018, 0.5416, 0.4666]",True
ZJ014252,train_features/ZJ014252.jpg,S0038,leopard,,,,,,False
ZJ014253,train_features/ZJ014253.jpg,S0139,blank,,,,,,False
ZJ014254,train_features/ZJ014254.jpg,S0101,antelope_duiker,ZJ014254.jpg,0.919,animal,0.919,"[0.4515, 0.5277, 0.2859, 0.4222]",True
ZJ014255,train_features/ZJ014255.jpg,S0130,hog,,,,,,False
ZJ014256,train_features/ZJ014256.jpg,S0053,monkey_prosimian,,,,,,False
ZJ014257,train_features/ZJ014257.jpg,S0043,leopard,,,,,,False
ZJ014258,train_features/ZJ014258.jpg,S0061,antelope_duiker,,,,,,False
ZJ014259,train_features/ZJ014259.jpg,S0088,antelope_duiker,ZJ014259.jpg,0.946,animal,0.946,"[0.4718, 0.3805, 0.1828, 0.3249]",True
ZJ014260,train_features/ZJ014260.jpg,S0023,leopard,,,,,,False
ZJ014261,train_features/ZJ014261.jpg,S0063,antelope_duiker,ZJ014261.jpg,0.911,animal,0.911,"[0.3697, 0.5925, 0.2197, 0.2518]",True
ZJ014262,train_features/ZJ014262.jpg,S0021,antelope_duiker,ZJ014262.jpg,0.786,animal,0.786,"[0.8703, 0.5111, 0.1296, 0.4638]",True
ZJ014263,train_features/ZJ014263.jpg,S0031,antelope_duiker,ZJ014263.jpg,0.893,animal,0.893,"[0.3015, 0.5055, 0.1718, 0.3222]",True
ZJ014264,train_features/ZJ014264.jpg,S0038,bird,,,,,,False
ZJ014265,train_features/ZJ014265.jpg,S0060,civet_genet,ZJ014265.jpg,0.938,animal,0.938,"[0, 0.6759, 0.3249, 0.2537]",True
ZJ014266,train_features/ZJ014266.jpg,S0062,civet_genet,ZJ014266.jpg,0.951,animal,0.951,"[0.5979, 0.4648, 0.1197, 0.15]",True
ZJ014267,train_features/ZJ014267.jpg,S0014,antelope_duiker,ZJ014267.jpg,0.834,animal,0.834,"[0.7031, 0.5166, 0.2421, 0.2916]",True
ZJ014268,train_features/ZJ014268.jpg,S0185,leopard,ZJ014268.jpg,0.771,animal,0.771,"[0, 0.07777, 1.0, 0.9194]",True
ZJ014269,train_features/ZJ014269.jpg,S0136,bird,,,,,,False
ZJ014270,train_features/ZJ014270.jpg,S0022,blank,,,,,,False
ZJ014271,train_features/ZJ014271.jpg,S0009,monkey_prosimian,ZJ014271.jpg,0.852,animal,0.852,"[0.7687, 0.4638, 0.2312, 0.4888]",True
ZJ014272,train_features/ZJ014272.jpg,S0059,civet_genet,ZJ014272.jpg,0.914,animal,0.914,"[0.3739, 0.624, 0.5531, 0.2351]",True
ZJ014273,train_features/ZJ014273.jpg,S0022,leopard,,,,,,False
ZJ014274,train_features/ZJ014274.jpg,S0123,monkey_prosimian,,,,,,False
ZJ014275,train_features/ZJ014275.jpg,S0035,antelope_duiker,ZJ014275.jpg,0.81,animal,0.81,"[0, 0.5305, 0.164, 0.4666]",True
ZJ014276,train_features/ZJ014276.jpg,S0074,antelope_duiker,ZJ014276.jpg,0.951,animal,0.951,"[0.7484, 0.575, 0.2515, 0.3777]",True
ZJ014277,train_features/ZJ014277.jpg,S0021,antelope_duiker,,,,,,False
ZJ014278,train_features/ZJ014278.jpg,S0008,rodent,ZJ014278.jpg,0.734,animal,0.734,"[0, 0.7027, 0.2078, 0.2527]",True
ZJ014279,train_features/ZJ014279.jpg,S0038,leopard,ZJ014279.jpg,0.931,animal,0.931,"[0, 0.001851, 0.8229, 0.9666]",True
ZJ014280,train_features/ZJ014280.jpg,S0188,blank,,,,,,False
ZJ014281,train_features/ZJ014281.jpg,S0047,blank,,,,,,False
ZJ014282,train_features/ZJ014282.jpg,S0056,bird,,,,,,False
ZJ014283,train_features/ZJ014283.jpg,S0198,antelope_duiker,,,,,,False
ZJ014284,train_features/ZJ014284.jpg,S0053,antelope_duiker,ZJ014284.jpg,0.601,animal,0.601,"[0.5635, 0.4425, 0.0302, 0.1111]",True
ZJ014285,train_features/ZJ014285.jpg,S0030,blank,,,,,,False
ZJ014286,train_features/ZJ014286.jpg,S0094,blank,,,,,,False
ZJ014287,train_features/ZJ014287.jpg,S0062,rodent,,,,,,False
ZJ014288,train_features/ZJ014288.jpg,S0120,rodent,,,,,,False
ZJ014289,train_features/ZJ014289.jpg,S0060,civet_genet,ZJ014289.jpg,0.863,animal,0.863,"[0.7208, 0.5296, 0.2656, 0.1611]",True
ZJ014290,train_features/ZJ014290.jpg,S0170,blank,,,,,,False
ZJ014291,train_features/ZJ014291.jpg,S0120,hog,ZJ014291.jpg,0.899,animal,0.899,"[0.1322, 0, 0.3104, 0.4759]",True
ZJ014292,train_features/ZJ014292.jpg,S0059,leopard,ZJ014292.jpg,0.825,animal,0.825,"[0.4437, 0.2962, 0.552, 0.6185]",True
ZJ014293,train_features/ZJ014293.jpg,S0169,antelope_duiker,,,,,,False
ZJ014294,train_features/ZJ014294.jpg,S0063,rodent,,,,,,False
ZJ014295,train_features/ZJ014295.jpg,S0083,bird,ZJ014295.jpg,0.883,animal,0.883,"[0.5489, 0.6722, 0.1427, 0.1907]",True
ZJ014296,train_features/ZJ014296.jpg,S0049,antelope_duiker,ZJ014296.jpg,0.947,animal,0.947,"[0.004687, 0.4833, 0.3562, 0.4166]",True
ZJ014297,train_features/ZJ014297.jpg,S0063,antelope_duiker,ZJ014297.jpg,0.97,animal,0.97,"[0.6666, 0.7111, 0.2239, 0.2574]",True
ZJ014298,train_features/ZJ014298.jpg,S0022,leopard,,,,,,False
ZJ014299,train_features/ZJ014299.jpg,S0020,civet_genet,,,,,,False
ZJ014300,train_features/ZJ014300.jpg,S0141,blank,,,,,,False
ZJ014301,train_features/ZJ014301.jpg,S0161,monkey_prosimian,ZJ014301.jpg,0.632,animal,0.632,"[0.8031, 0.4611, 0.09062, 0.2138]",True
ZJ014302,train_features/ZJ014302.jpg,S0084,leopard,ZJ014302.jpg,0.972,animal,0.972,"[0, 0.1222, 0.7239, 0.8462]",True
ZJ014303,train_features/ZJ014303.jpg,S0031,leopard,,,,,,False
ZJ014304,train_features/ZJ014304.jpg,S0120,rodent,,,,,,False
ZJ014305,train_features/ZJ014305.jpg,S0008,civet_genet,ZJ014305.jpg,0.861,animal,0.861,"[0, 0.4555, 1.0, 0.4972]",True
ZJ014306,train_features/ZJ014306.jpg,S0056,bird,,,,,,False
ZJ014307,train_features/ZJ014307.jpg,S0120,bird,,,,,,False
ZJ014308,train_features/ZJ014308.jpg,S0134,bird,ZJ014308.jpg,0.65,animal,0.65,"[0.06354, 0.7629, 0.075, 0.1481]",True
ZJ014309,train_features/ZJ014309.jpg,S0183,blank,,,,,,False
ZJ014310,train_features/ZJ014310.jpg,S0036,monkey_prosimian,ZJ014310.jpg,0.923,animal,0.923,"[0.09062, 0.4888, 0.3453, 0.3055]",True
ZJ014311,train_features/ZJ014311.jpg,S0036,leopard,ZJ014311.jpg,0.961,animal,0.961,"[0, 0.1611, 1.0, 0.7916]",True
ZJ014312,train_features/ZJ014312.jpg,S0022,hog,,,,,,False
ZJ014313,train_features/ZJ014313.jpg,S0120,blank,,,,,,False
ZJ014314,train_features/ZJ014314.jpg,S0137,antelope_duiker,ZJ014314.jpg,0.881,animal,0.881,"[0.5953, 0.5555, 0.4046, 0.2805]",True
ZJ014315,train_features/ZJ014315.jpg,S0024,leopard,,,,,,False
ZJ014316,train_features/ZJ014316.jpg,S0134,monkey_prosimian,ZJ014316.jpg,0.746,animal,0.746,"[0.526, 0.5851, 0.2458, 0.1981]",True
ZJ014317,train_features/ZJ014317.jpg,S0023,leopard,,,,,,False
ZJ014318,train_features/ZJ014318.jpg,S0008,blank,,,,,,False
ZJ014319,train_features/ZJ014319.jpg,S0184,blank,,,,,,False
ZJ014320,train_features/ZJ014320.jpg,S0013,monkey_prosimian,ZJ014320.jpg,0.813,animal,0.813,"[0.5, 0.4944, 0.4968, 0.5055]",True
ZJ014321,train_features/ZJ014321.jpg,S0027,leopard,,,,,,False
ZJ014322,train_features/ZJ014322.jpg,S0069,blank,,,,,,False
ZJ014323,train_features/ZJ014323.jpg,S0029,leopard,,,,,,False
ZJ014324,train_features/ZJ014324.jpg,S0060,civet_genet,ZJ014324.jpg,0.874,animal,0.874,"[0.1729, 0.6333, 0.1614, 0.2092]",True
ZJ014325,train_features/ZJ014325.jpg,S0068,blank,,,,,,False
ZJ014326,train_features/ZJ014326.jpg,S0071,rodent,ZJ014326.jpg,0.661,animal,0.661,"[0.5062, 0.6925, 0.08437, 0.2444]",True
ZJ014327,train_features/ZJ014327.jpg,S0095,civet_genet,,,,,,False
ZJ014328,train_features/ZJ014328.jpg,S0001,bird,ZJ014328.jpg,0.863,animal,0.863,"[0.5031, 0.8388, 0.15, 0.1166]",True
ZJ014329,train_features/ZJ014329.jpg,S0060,civet_genet,ZJ014329.jpg,0.818,animal,0.818,"[0, 0.5981, 0.1947, 0.1722]",True
ZJ014330,train_features/ZJ014330.jpg,S0043,rodent,,,,,,False
ZJ014331,train_features/ZJ014331.jpg,S0077,antelope_duiker,ZJ014331.jpg,0.722,animal,0.722,"[0.4218, 0.5111, 0.1578, 0.2416]",True
ZJ014332,train_features/ZJ014332.jpg,S0134,monkey_prosimian,ZJ014332.jpg,0.912,animal,0.912,"[0, 0.6648, 0.1687, 0.3055]",True
ZJ014333,train_features/ZJ014333.jpg,S0060,civet_genet,ZJ014333.jpg,0.874,animal,0.874,"[0.3, 0.6462, 0.4364, 0.2685]",True
ZJ014334,train_features/ZJ014334.jpg,S0014,leopard,,,,,,False
ZJ014335,train_features/ZJ014335.jpg,S0059,rodent,,,,,,False
ZJ014336,train_features/ZJ014336.jpg,S0060,civet_genet,ZJ014336.jpg,0.751,animal,0.751,"[0.3885, 0.5611, 0.1114, 0.1759]",True
ZJ014337,train_features/ZJ014337.jpg,S0175,blank,,,,,,False
ZJ014338,train_features/ZJ014338.jpg,S0008,monkey_prosimian,ZJ014338.jpg,0.628,animal,0.628,"[0, 0.6305, 0.2125, 0.3138]",True
ZJ014339,train_features/ZJ014339.jpg,S0060,civet_genet,,,,,,False
ZJ014340,train_features/ZJ014340.jpg,S0074,monkey_prosimian,ZJ014340.jpg,0.798,person,0.798,"[0.5828, 0.6416, 0.1437, 0.3111]",True
ZJ014341,train_features/ZJ014341.jpg,S0060,civet_genet,,,,,,False
ZJ014342,train_features/ZJ014342.jpg,S0175,rodent,,,,,,False
ZJ014343,train_features/ZJ014343.jpg,S0051,bird,ZJ014343.jpg,0.904,animal,0.904,"[0.7124, 0.7574, 0.1552, 0.1314]",True
ZJ014344,train_features/ZJ014344.jpg,S0081,bird,ZJ014344.jpg,0.93,animal,0.93,"[0.1947, 0.7574, 0.4302, 0.2111]",True
ZJ014345,train_features/ZJ014345.jpg,S0060,blank,,,,,,False
ZJ014346,train_features/ZJ014346.jpg,S0038,leopard,,,,,,False
ZJ014347,train_features/ZJ014347.jpg,S0101,bird,,,,,,False
ZJ014348,train_features/ZJ014348.jpg,S0059,bird,ZJ014348.jpg,0.866,animal,0.866,"[0.7468, 0.6233, 0.06458, 0.1922]",True
ZJ014349,train_features/ZJ014349.jpg,S0009,bird,,,,,,False
ZJ014350,train_features/ZJ014350.jpg,S0188,blank,,,,,,False
ZJ014351,train_features/ZJ014351.jpg,S0043,leopard,,,,,,False
ZJ014352,train_features/ZJ014352.jpg,S0018,bird,ZJ014352.jpg,0.908,animal,0.908,"[0.376, 0.8777, 0.1895, 0.09259]",True
ZJ014353,train_features/ZJ014353.jpg,S0060,civet_genet,ZJ014353.jpg,0.623,animal,0.623,"[0.2239, 0.6166, 0.0927, 0.2092]",True
ZJ014354,train_features/ZJ014354.jpg,S0071,civet_genet,ZJ014354.jpg,0.936,animal,0.936,"[0.1802, 0.6037, 0.3791, 0.2814]",True
ZJ014355,train_features/ZJ014355.jpg,S0009,monkey_prosimian,ZJ014355.jpg,0.812,animal,0.812,"[0.5859, 0.4527, 0.139, 0.1472]",True
ZJ014356,train_features/ZJ014356.jpg,S0060,civet_genet,ZJ014356.jpg,0.877,animal,0.877,"[0.8489, 0.5555, 0.151, 0.4129]",True
ZJ014357,train_features/ZJ014357.jpg,S0070,monkey_prosimian,,,,,,False
ZJ014358,train_features/ZJ014358.jpg,S0059,civet_genet,ZJ014358.jpg,0.855,animal,0.855,"[0.227, 0.6037, 0.2135, 0.25]",True
ZJ014359,train_features/ZJ014359.jpg,S0024,leopard,,,,,,False
ZJ014360,train_features/ZJ014360.jpg,S0193,blank,,,,,,False
ZJ014361,train_features/ZJ014361.jpg,S0120,bird,ZJ014361.jpg,0.604,animal,0.604,"[0.225, 0.3814, 0.06875, 0.09259]",True
ZJ014362,train_features/ZJ014362.jpg,S0073,antelope_duiker,ZJ014362.jpg,0.729,animal,0.729,"[0.4874, 0.6638, 0.2203, 0.3222]",True
ZJ014363,train_features/ZJ014363.jpg,S0059,rodent,ZJ014363.jpg,0.842,animal,0.842,"[0.7333, 0.7055, 0.1343, 0.1407]",True
ZJ014364,train_features/ZJ014364.jpg,S0038,leopard,ZJ014364.jpg,0.809,animal,0.809,"[0.7552, 0.6962, 0.2447, 0.274]",True
ZJ014365,train_features/ZJ014365.jpg,S0049,antelope_duiker,ZJ014365.jpg,0.779,animal,0.779,"[0.614, 0.3833, 0.1468, 0.2]",True
ZJ014366,train_features/ZJ014366.jpg,S0009,hog,ZJ014366.jpg,0.892,animal,0.892,"[0.1687, 0.3583, 0.3687, 0.5944]",True
ZJ014367,train_features/ZJ014367.jpg,S0060,civet_genet,ZJ014367.jpg,0.874,animal,0.874,"[0.07083, 0.4703, 0.3531, 0.2018]",True
ZJ014368,train_features/ZJ014368.jpg,S0026,monkey_prosimian,,,,,,False
ZJ014369,train_features/ZJ014369.jpg,S0009,monkey_prosimian,,,,,,False
ZJ014370,train_features/ZJ014370.jpg,S0005,monkey_prosimian,ZJ014370.jpg,0.642,animal,0.642,"[0.6265, 0.4583, 0.2125, 0.2416]",True
ZJ014371,train_features/ZJ014371.jpg,S0038,monkey_prosimian,ZJ014371.jpg,0.653,animal,0.653,"[0.3166, 0.6203, 0.3114, 0.3481]",True
ZJ014372,train_features/ZJ014372.jpg,S0074,blank,,,,,,False
ZJ014373,train_features/ZJ014373.jpg,S0022,leopard,,,,,,False
ZJ014374,train_features/ZJ014374.jpg,S0059,civet_genet,ZJ014374.jpg,0.96,animal,0.96,"[0.4666, 0.6944, 0.5333, 0.2759]",True
ZJ014375,train_features/ZJ014375.jpg,S0088,rodent,ZJ014375.jpg,0.75,animal,0.75,"[0.164, 0.4472, 0.1375, 0.1333]",True
ZJ014376,train_features/ZJ014376.jpg,S0147,rodent,ZJ014376.jpg,0.901,animal,0.901,"[0.5593, 0.6333, 0.1218, 0.1583]",True
ZJ014377,train_features/ZJ014377.jpg,S0071,bird,ZJ014377.jpg,0.868,animal,0.868,"[0.6489, 0.4314, 0.1406, 0.1666]",True
ZJ014378,train_features/ZJ014378.jpg,S0049,monkey_prosimian,ZJ014378.jpg,0.941,animal,0.941,"[0.4328, 0.3527, 0.5671, 0.6]",True
ZJ014379,train_features/ZJ014379.jpg,S0185,blank,,,,,,False
ZJ014380,train_features/ZJ014380.jpg,S0024,leopard,,,,,,False
ZJ014381,train_features/ZJ014381.jpg,S0085,monkey_prosimian,ZJ014381.jpg,0.889,animal,0.889,"[0.6453, 0.5138, 0.2484, 0.2305]",True
ZJ014382,train_features/ZJ014382.jpg,S0120,bird,ZJ014382.jpg,0.883,animal,0.883,"[0.352, 0.3444, 0.1572, 0.3203]",True
ZJ014383,train_features/ZJ014383.jpg,S0059,blank,,,,,,False
ZJ014384,train_features/ZJ014384.jpg,S0130,monkey_prosimian,,,,,,False
ZJ014385,train_features/ZJ014385.jpg,S0063,rodent,ZJ014385.jpg,0.624,animal,0.624,"[0.2874, 0.8037, 0.1218, 0.1111]",True
ZJ014386,train_features/ZJ014386.jpg,S0060,civet_genet,ZJ014386.jpg,0.874,animal,0.874,"[0.3624, 0.8129, 0.2916, 0.1574]",True
ZJ014387,train_features/ZJ014387.jpg,S0184,civet_genet,ZJ014387.jpg,0.9,animal,0.9,"[0.2541, 0.6518, 0.1072, 0.2111]",True
ZJ014388,train_features/ZJ014388.jpg,S0184,civet_genet,ZJ014388.jpg,0.674,animal,0.674,"[0.3895, 0.8351, 0.0927, 0.1351]",True
ZJ014389,train_features/ZJ014389.jpg,S0141,bird,,,,,,False
ZJ014390,train_features/ZJ014390.jpg,S0157,blank,,,,,,False
ZJ014391,train_features/ZJ014391.jpg,S0149,blank,,,,,,False
ZJ014392,train_features/ZJ014392.jpg,S0060,civet_genet,,,,,,False
ZJ014393,train_features/ZJ014393.jpg,S0167,antelope_duiker,ZJ014393.jpg,0.895,animal,0.895,"[0.5611, 0.5833, 0.3833, 0.3625]",True
ZJ014394,train_features/ZJ014394.jpg,S0175,leopard,ZJ014394.jpg,0.884,animal,0.884,"[0.003124, 0.5, 0.4093, 0.4555]",True
ZJ014395,train_features/ZJ014395.jpg,S0063,rodent,ZJ014395.jpg,0.877,animal,0.877,"[0.4124, 0.8351, 0.09479, 0.1351]",True
ZJ014396,train_features/ZJ014396.jpg,S0101,hog,ZJ014396.jpg,0.915,animal,0.915,"[0.2984, 0.3305, 0.2781, 0.4722]",True
ZJ014397,train_features/ZJ014397.jpg,S0001,leopard,,,,,,False
ZJ014398,train_features/ZJ014398.jpg,S0043,rodent,ZJ014398.jpg,0.891,animal,0.891,"[0.5234, 0.4833, 0.3968, 0.4472]",True
ZJ014399,train_features/ZJ014399.jpg,S0029,blank,,,,,,False
ZJ014400,train_features/ZJ014400.jpg,S0071,monkey_prosimian,,,,,,False
ZJ014401,train_features/ZJ014401.jpg,S0059,rodent,,,,,,False
ZJ014402,train_features/ZJ014402.jpg,S0077,antelope_duiker,,,,,,False
ZJ014403,train_features/ZJ014403.jpg,S0184,civet_genet,ZJ014403.jpg,0.899,animal,0.899,"[0.25, 0.6277, 0.1124, 0.2333]",True
ZJ014404,train_features/ZJ014404.jpg,S0069,monkey_prosimian,ZJ014404.jpg,0.63,animal,0.63,"[0.2187, 0.5888, 0.09062, 0.2592]",True
ZJ014405,train_features/ZJ014405.jpg,S0061,blank,,,,,,False
ZJ014406,train_features/ZJ014406.jpg,S0038,leopard,,,,,,False
ZJ014407,train_features/ZJ014407.jpg,S0167,blank,,,,,,False
ZJ014408,train_features/ZJ014408.jpg,S0095,monkey_prosimian,ZJ014408.jpg,0.655,animal,0.655,"[0.0302, 0.487, 0.1343, 0.3629]",True
ZJ014409,train_features/ZJ014409.jpg,S0014,hog,ZJ014409.jpg,0.871,animal,0.871,"[0.8624, 0.4611, 0.1375, 0.3055]",True
ZJ014410,train_features/ZJ014410.jpg,S0009,monkey_prosimian,ZJ014410.jpg,0.928,animal,0.928,"[0.025, 0.7555, 0.5781, 0.2]",True
ZJ014411,train_features/ZJ014411.jpg,S0060,civet_genet,ZJ014411.jpg,0.81,animal,0.81,"[0.6083, 0.6166, 0.05208, 0.2814]",True
ZJ014412,train_features/ZJ014412.jpg,S0009,antelope_duiker,,,,,,False
ZJ014413,train_features/ZJ014413.jpg,S0179,leopard,,,,,,False
ZJ014414,train_features/ZJ014414.jpg,S0074,hog,ZJ014414.jpg,0.781,animal,0.781,"[0, 0.3472, 1.0, 0.6]",True
ZJ014415,train_features/ZJ014415.jpg,S0028,rodent,,,,,,False
ZJ014416,train_features/ZJ014416.jpg,S0141,bird,ZJ014416.jpg,0.907,animal,0.907,"[0.4609, 0.8277, 0.1859, 0.1277]",True
ZJ014417,train_features/ZJ014417.jpg,S0031,antelope_duiker,,,,,,False
ZJ014418,train_features/ZJ014418.jpg,S0070,monkey_prosimian,ZJ014418.jpg,0.871,animal,0.871,"[0, 0.687, 0.1645, 0.2814]",True
ZJ014419,train_features/ZJ014419.jpg,S0059,rodent,ZJ014419.jpg,0.86,animal,0.86,"[0.802, 0.7759, 0.07083, 0.1759]",True
ZJ014420,train_features/ZJ014420.jpg,S0101,hog,ZJ014420.jpg,0.758,animal,0.758,"[0.001562, 0.3972, 0.4843, 0.5555]",True
ZJ014421,train_features/ZJ014421.jpg,S0127,civet_genet,,,,,,False
ZJ014422,train_features/ZJ014422.jpg,S0060,civet_genet,ZJ014422.jpg,0.802,animal,0.802,"[0.7229, 0.5444, 0.2145, 0.1333]",True
ZJ014423,train_features/ZJ014423.jpg,S0060,civet_genet,ZJ014423.jpg,0.886,animal,0.886,"[0.1072, 0.6833, 0.3895, 0.2481]",True
ZJ014424,train_features/ZJ014424.jpg,S0069,blank,,,,,,False
ZJ014425,train_features/ZJ014425.jpg,S0159,hog,,,,,,False
ZJ014426,train_features/ZJ014426.jpg,S0061,blank,,,,,,False
ZJ014427,train_features/ZJ014427.jpg,S0069,monkey_prosimian,ZJ014427.jpg,0.797,animal,0.797,"[0.5614, 0, 0.1291, 0.9666]",True
ZJ014428,train_features/ZJ014428.jpg,S0160,blank,,,,,,False
ZJ014429,train_features/ZJ014429.jpg,S0004,monkey_prosimian,ZJ014429.jpg,0.853,animal,0.853,"[0.4859, 0.7138, 0.1343, 0.2388]",True
ZJ014430,train_features/ZJ014430.jpg,S0147,rodent,,,,,,False
ZJ014431,train_features/ZJ014431.jpg,S0059,civet_genet,,,,,,False
ZJ014432,train_features/ZJ014432.jpg,S0071,rodent,ZJ014432.jpg,0.655,animal,0.655,"[0.4989, 0.6296, 0.07916, 0.2388]",True
ZJ014433,train_features/ZJ014433.jpg,S0009,antelope_duiker,ZJ014433.jpg,0.947,animal,0.947,"[0.1, 0.4249, 0.8999, 0.5305]",True
ZJ014434,train_features/ZJ014434.jpg,S0053,antelope_duiker,ZJ014434.jpg,0.977,animal,0.977,"[0.6062, 0.5148, 0.2572, 0.4537]",True
ZJ014435,train_features/ZJ014435.jpg,S0170,civet_genet,,,,,,False
ZJ014436,train_features/ZJ014436.jpg,S0028,monkey_prosimian,ZJ014436.jpg,0.817,person,0.817,"[0.3593, 0.1916, 0.1687, 0.7083]",True
ZJ014437,train_features/ZJ014437.jpg,S0120,rodent,,,,,,False
ZJ014438,train_features/ZJ014438.jpg,S0167,blank,,,,,,False
ZJ014439,train_features/ZJ014439.jpg,S0060,civet_genet,ZJ014439.jpg,0.894,animal,0.894,"[0.07083, 0.6129, 0.1635, 0.2685]",True
ZJ014440,train_features/ZJ014440.jpg,S0063,bird,ZJ014440.jpg,0.897,animal,0.897,"[0.5427, 0.8648, 0.08958, 0.1055]",True
ZJ014441,train_features/ZJ014441.jpg,S0071,bird,ZJ014441.jpg,0.854,animal,0.854,"[0.6718, 0.4277, 0.1197, 0.1685]",True
ZJ014442,train_features/ZJ014442.jpg,S0061,antelope_duiker,ZJ014442.jpg,0.734,animal,0.734,"[0.3479, 0.7444, 0.3125, 0.2259]",True
ZJ014443,train_features/ZJ014443.jpg,S0120,rodent,,,,,,False
ZJ014444,train_features/ZJ014444.jpg,S0155,leopard,,,,,,False
ZJ014445,train_features/ZJ014445.jpg,S0059,rodent,ZJ014445.jpg,0.911,animal,0.911,"[0.8239, 0.7666, 0.08749, 0.2018]",True
ZJ014446,train_features/ZJ014446.jpg,S0059,antelope_duiker,ZJ014446.jpg,0.877,animal,0.877,"[0.7541, 0.2814, 0.2229, 0.6]",True
ZJ014447,train_features/ZJ014447.jpg,S0038,leopard,,,,,,False
ZJ014448,train_features/ZJ014448.jpg,S0031,leopard,ZJ014448.jpg,0.922,animal,0.922,"[0, 0.1611, 1.0, 0.8361]",True
ZJ014449,train_features/ZJ014449.jpg,S0093,bird,,,,,,False
ZJ014450,train_features/ZJ014450.jpg,S0095,bird,ZJ014450.jpg,0.94,animal,0.94,"[0, 0.5759, 0.2104, 0.3425]",True
ZJ014451,train_features/ZJ014451.jpg,S0009,hog,,,,,,False
ZJ014452,train_features/ZJ014452.jpg,S0009,monkey_prosimian,,,,,,False
ZJ014453,train_features/ZJ014453.jpg,S0014,leopard,,,,,,False
ZJ014454,train_features/ZJ014454.jpg,S0069,blank,,,,,,False
ZJ014455,train_features/ZJ014455.jpg,S0002,monkey_prosimian,,,,,,False
ZJ014456,train_features/ZJ014456.jpg,S0060,civet_genet,ZJ014456.jpg,0.759,animal,0.759,"[0.1541, 0.6111, 0.5, 0.2388]",True
ZJ014457,train_features/ZJ014457.jpg,S0020,civet_genet,,,,,,False
ZJ014458,train_features/ZJ014458.jpg,S0013,rodent,,,,,,False
ZJ014459,train_features/ZJ014459.jpg,S0043,leopard,,,,,,False
ZJ014460,train_features/ZJ014460.jpg,S0164,antelope_duiker,ZJ014460.jpg,0.81,animal,0.81,"[0.5222, 0.5999, 0.2805, 0.2708]",True
ZJ014461,train_features/ZJ014461.jpg,S0043,monkey_prosimian,ZJ014461.jpg,0.935,animal,0.935,"[0.8187, 0.3666, 0.1812, 0.5888]",True
ZJ014462,train_features/ZJ014462.jpg,S0150,leopard,ZJ014462.jpg,0.736,animal,0.736,"[0.7515, 0.5194, 0.2484, 0.2416]",True
ZJ014463,train_features/ZJ014463.jpg,S0134,monkey_prosimian,ZJ014463.jpg,0.619,animal,0.619,"[0.4572, 0.624, 0.09166, 0.2611]",True
ZJ014464,train_features/ZJ014464.jpg,S0016,antelope_duiker,ZJ014464.jpg,0.67,animal,0.67,"[0.7552, 0.6055, 0.08437, 0.3277]",True
ZJ014465,train_features/ZJ014465.jpg,S0038,leopard,,,,,,False
