,id,filepath,site,conf,bbox,bbox_normalized,bbox_true,bbox_dino,Logits,pred_dino
3740,ZJ020228,test_features/ZJ020228.jpg,S0118,,,,False,,,
3741,ZJ020229,test_features/ZJ020229.jpg,S0100,0.936,"(239, 210, 100, 133)","[0.3218, 0.6527, 0.2203, 0.3]",True,[234 208 108 137],0.4329566955566406,animal
3742,ZJ020230,test_features/ZJ020230.jpg,S0067,0.788,"(216, 4, 72, 144)","[0, 0.5888, 0.2374, 0.2222]",True,[213   0  57 152],0.38360390067100525,animal
3743,ZJ020231,test_features/ZJ020231.jpg,S0072,0.567,"(316, 182, 81, 81)","[0.1854, 0.5777, 0.0927, 0.1648]",True,,,
3744,ZJ020232,test_features/ZJ020232.jpg,S0114,,,,False,,,
3745,ZJ020233,test_features/ZJ020233.jpg,S0072,0.101,"(450, 4, 70, 127)","[0, 0.8259, 0.1406, 0.1444]",True,,,
3746,ZJ020234,test_features/ZJ020234.jpg,S0181,0.731,"(124, 4, 37, 25)","[0, 0.5, 0.09166, 0.1875]",True,[120   0  40  33],0.40123799443244934,antelope_duiker
3747,ZJ020235,test_features/ZJ020235.jpg,S0116,0.828,"(210, 308, 28, 21)","[0.475, 0.5722, 0.04531, 0.1]",True,[205 303  36  30],0.3109601140022278,bird
3748,ZJ020236,test_features/ZJ020236.jpg,S0140,0.906,"(406, 838, 114, 118)","[0.8687, 0.7444, 0.1312, 0.2259]",True,[389 833 133 125],0.37697190046310425,animal
3749,ZJ020237,test_features/ZJ020237.jpg,S0037,0.944,"(159, 4, 139, 197)","[0, 0.4626, 0.3203, 0.4388]",True,[162   0 139 204],0.46050769090652466,animal
3750,ZJ020238,test_features/ZJ020238.jpg,S0087,0.0233,"(69, 30, 12, 15)","[0.1625, 0.5416, 0.1437, 0.1666]",True,,,
3751,ZJ020239,test_features/ZJ020239.jpg,S0116,0.832,"(281, 437, 59, 164)","[0.6765, 0.7694, 0.2687, 0.1861]",True,[275 436  68 153],0.6473565697669983,bird
3752,ZJ020240,test_features/ZJ020240.jpg,S0140,0.832,"(399, 832, 120, 124)","[0.8624, 0.7314, 0.1375, 0.237]",True,[388 828 133 130],0.3630606532096863,animal
3753,ZJ020241,test_features/ZJ020241.jpg,S0037,0.705,"(234, 337, 122, 290)","[0.5203, 0.6388, 0.4656, 0.3611]",True,[230 328 128 302],0.32208243012428284,animal
3754,ZJ020242,test_features/ZJ020242.jpg,S0162,0.857,"(217, 262, 166, 87)","[0.2687, 0.3944, 0.09895, 0.3222]",True,[226 255 158 101],0.35015660524368286,bird
3755,ZJ020243,test_features/ZJ020243.jpg,S0128,0.0443,"(149, 4, 180, 16)","[0, 0.4027, 0.0375, 0.5222]",True,,,
3756,ZJ020244,test_features/ZJ020244.jpg,S0087,,,,False,,,
3757,ZJ020245,test_features/ZJ020245.jpg,S0100,0.481,"(186, 210, 151, 186)","[0.3218, 0.5055, 0.3031, 0.4416]",True,[181 184 156 210],0.3142685294151306,animal
3758,ZJ020246,test_features/ZJ020246.jpg,S0041,0.962,"(29, 4, 325, 632)","[0, 0.06944, 1.0, 0.925]",True,[ 26   0 332 638],0.3295831084251404,animal
3759,ZJ020247,test_features/ZJ020247.jpg,S0116,0.503,"(242, 484, 45, 44)","[0.7499, 0.7104, 0.08124, 0.1582]",True,[302  67  32 169],0.3113187253475189,animal
3760,ZJ020248,test_features/ZJ020248.jpg,S0072,0.954,"(327, 526, 170, 241)","[0.5437, 0.5981, 0.2593, 0.3296]",True,[324 522 176 247],0.5505717992782593,antelope_duiker
3761,ZJ020249,test_features/ZJ020249.jpg,S0065,0.704,"(190, 160, 149, 182)","[0.2437, 0.5166, 0.2968, 0.4361]",True,,,
3762,ZJ020250,test_features/ZJ020250.jpg,S0086,0.228,"(189, 178, 47, 68)","[0.5437, 0.7708, 0.2374, 0.2291]",True,,,
3763,ZJ020251,test_features/ZJ020251.jpg,S0033,0.712,"(135, 285, 204, 328)","[0.439, 0.3638, 0.5249, 0.5888]",True,[128 281 214 317],0.588197648525238,leopard
3764,ZJ020252,test_features/ZJ020252.jpg,S0086,0.136,"(68, 19, 79, 82)","[0.04687, 0.2666, 0.2812, 0.3625]",True,,,
3765,ZJ020253,test_features/ZJ020253.jpg,S0162,0.636,"(367, 782, 67, 173)","[0.8104, 0.6722, 0.1885, 0.1388]",True,,,
3766,ZJ020254,test_features/ZJ020254.jpg,S0128,0.862,"(192, 225, 68, 69)","[0.3453, 0.5222, 0.1203, 0.2111]",True,[187 219  68  78],0.5313116908073425,bird
3767,ZJ020255,test_features/ZJ020255.jpg,S0087,0.0215,"(116, 317, 170, 62)","[0.489, 0.3343, 0.1093, 0.5313]",True,,,
3768,ZJ020256,test_features/ZJ020256.jpg,S0040,0.838,"(282, 83, 82, 199)","[0.08229, 0.5148, 0.2156, 0.1666]",True,,,
3769,ZJ020257,test_features/ZJ020257.jpg,S0111,0.603,"(164, 338, 29, 33)","[0.5218, 0.4444, 0.06406, 0.1027]",True,,,
3770,ZJ020258,test_features/ZJ020258.jpg,S0040,0.843,"(310, 4, 123, 184)","[0, 0.5666, 0.2, 0.2425]",True,[302   0 136 198],0.42397207021713257,animal
3771,ZJ020259,test_features/ZJ020259.jpg,S0100,0.365,"(222, 194, 114, 120)","[0.2968, 0.6055, 0.2, 0.3388]",True,,,
3772,ZJ020260,test_features/ZJ020260.jpg,S0033,0.917,"(186, 284, 153, 284)","[0.4374, 0.5055, 0.4562, 0.4472]",True,[178 280 165 290],0.4780462384223938,leopard
3773,ZJ020261,test_features/ZJ020261.jpg,S0065,0.944,"(120, 4, 219, 272)","[0, 0.3222, 0.4375, 0.6305]",True,[116   0 226 262],0.566563069820404,antelope_duiker
3774,ZJ020262,test_features/ZJ020262.jpg,S0040,0.382,"(286, 4, 231, 952)","[0, 0.5222, 1.0, 0.4425]",True,,,
3775,ZJ020263,test_features/ZJ020263.jpg,S0114,,,,False,,,
3776,ZJ020264,test_features/ZJ020264.jpg,S0162,0.793,"(420, 466, 99, 151)","[0.4812, 0.7703, 0.1656, 0.1981]",True,,,
3777,ZJ020265,test_features/ZJ020265.jpg,S0116,0.572,"(225, 444, 43, 52)","[0.6875, 0.6138, 0.09375, 0.1416]",True,[220 440  46  61],0.47249189019203186,animal
3778,ZJ020266,test_features/ZJ020266.jpg,S0086,0.71,"(155, 123, 26, 44)","[0.3718, 0.6291, 0.1624, 0.1416]",True,[152 119  33  52],0.5062469244003296,animal
3779,ZJ020267,test_features/ZJ020267.jpg,S0168,0.483,"(163, 283, 50, 46)","[0.775, 0.6625, 0.15, 0.2416]",True,,,
3780,ZJ020268,test_features/ZJ020268.jpg,S0128,0.871,"(224, 249, 58, 89)","[0.3828, 0.6111, 0.1515, 0.1833]",True,[219 243  66  97],0.6328884959220886,bird
3781,ZJ020269,test_features/ZJ020269.jpg,S0111,0.903,"(225, 307, 131, 233)","[0.4734, 0.6138, 0.3765, 0.3861]",True,[222 308 136 237],0.3031684160232544,animal
3782,ZJ020270,test_features/ZJ020270.jpg,S0040,0.687,"(209, 511, 95, 75)","[0.5281, 0.3796, 0.08645, 0.1907]",True,,,
3783,ZJ020271,test_features/ZJ020271.jpg,S0040,0.978,"(4, 10, 452, 731)","[0.006249, 0, 0.7697, 0.8518]",True,[  0   2 458 740],0.7910380959510803,leopard
3784,ZJ020272,test_features/ZJ020272.jpg,S0128,0.955,"(231, 315, 109, 260)","[0.4859, 0.6305, 0.4187, 0.3249]",True,[228 310 115 267],0.6332249641418457,monkey_prosimian
3785,ZJ020273,test_features/ZJ020273.jpg,S0128,0.604,"(268, 296, 32, 95)","[0.4562, 0.788, 0.1609, 0.1194]",True,,,
3786,ZJ020274,test_features/ZJ020274.jpg,S0065,0.919,"(75, 19, 232, 337)","[0.02343, 0.1972, 0.539, 0.6666]",True,[ 71  20 238 317],0.5038941502571106,antelope_duiker
3787,ZJ020275,test_features/ZJ020275.jpg,S0082,0.659,"(327, 744, 191, 212)","[0.7708, 0.5981, 0.2291, 0.3685]",True,,,
3788,ZJ020276,test_features/ZJ020276.jpg,S0033,0.789,"(51, 52, 289, 223)","[0.075, 0.1305, 0.3609, 0.8249]",True,[ 48  62 294 213],0.699769139289856,leopard
3789,ZJ020277,test_features/ZJ020277.jpg,S0162,0.0596,"(4, 4, 514, 99)","[0, 0, 0.1114, 0.9666]",True,,,
3790,ZJ020278,test_features/ZJ020278.jpg,S0116,0.82,"(322, 353, 18, 107)","[0.5453, 0.8833, 0.1796, 0.07222]",True,,,
3791,ZJ020279,test_features/ZJ020279.jpg,S0111,0.83,"(110, 439, 72, 138)","[0.6796, 0.2944, 0.2281, 0.2222]",True,[106 475  74 109],0.4531925320625305,animal
3792,ZJ020280,test_features/ZJ020280.jpg,S0194,0.344,"(8, 4, 228, 16)","[0, 0.01666, 0.06666, 0.9833]",True,,,
3793,ZJ020281,test_features/ZJ020281.jpg,S0091,,,,False,,,
3794,ZJ020282,test_features/ZJ020282.jpg,S0135,,,,False,,,
3795,ZJ020283,test_features/ZJ020283.jpg,S0012,0.00833,"(8, 11, 511, 945)","[0.007291, 0.007407, 0.9927, 0.9611]",True,[502   0  36  37],0.3413129150867462,civet_genet
3796,ZJ020284,test_features/ZJ020284.jpg,S0087,0.0211,"(98, 132, 2, 0)","[0.7999, 0.7833, 0.05, 0.08333]",True,,,
3797,ZJ020285,test_features/ZJ020285.jpg,S0040,0.34,"(271, 164, 56, 142)","[0.1666, 0.4944, 0.1562, 0.1185]",True,,,
3798,ZJ020286,test_features/ZJ020286.jpg,S0037,0.83,"(194, 283, 89, 81)","[0.4359, 0.5277, 0.139, 0.2694]",True,[190 278  90  84],0.41533374786376953,animal
3799,ZJ020287,test_features/ZJ020287.jpg,S0128,0.873,"(296, 99, 44, 179)","[0.1484, 0.8111, 0.2921, 0.1444]",True,[291  96  52 184],0.4282119870185852,animal
3800,ZJ020288,test_features/ZJ020288.jpg,S0072,0.942,"(314, 305, 131, 150)","[0.3135, 0.574, 0.1645, 0.2574]",True,[309 302 139 157],0.46561431884765625,antelope_duiker
3801,ZJ020289,test_features/ZJ020289.jpg,S0145,0.0517,"(249, 566, 91, 70)","[0.8781, 0.6805, 0.1218, 0.275]",True,,,
3802,ZJ020290,test_features/ZJ020290.jpg,S0072,0.906,"(367, 649, 152, 306)","[0.6718, 0.6722, 0.327, 0.2962]",True,[364 645 159 240],0.4487598240375519,animal
3803,ZJ020291,test_features/ZJ020291.jpg,S0114,0.143,"(253, 4, 86, 58)","[0, 0.6916, 0.1031, 0.2611]",True,,,
3804,ZJ020292,test_features/ZJ020292.jpg,S0037,0.773,"(162, 339, 183, 92)","[0.5234, 0.4388, 0.1562, 0.5305]",True,[158 334 183 122],0.47041642665863037,antelope_duiker
3805,ZJ020293,test_features/ZJ020293.jpg,S0086,0.0279,"(127, 226, 39, 72)","[0.6937, 0.5124, 0.25, 0.1958]",True,,,
3806,ZJ020294,test_features/ZJ020294.jpg,S0037,0.925,"(184, 195, 172, 160)","[0.2984, 0.5, 0.2624, 0.5]",True,[179 192 178 164],0.4746702313423157,animal
3807,ZJ020295,test_features/ZJ020295.jpg,S0116,0.72,"(277, 419, 53, 34)","[0.6484, 0.8149, 0.06562, 0.182]",True,[273 413  56  46],0.3578464686870575,bird
3808,ZJ020296,test_features/ZJ020296.jpg,S0151,0.179,"(246, 143, 31, 97)","[0.2171, 0.6722, 0.164, 0.1083]",True,,,
3809,ZJ020297,test_features/ZJ020297.jpg,S0064,0.299,"(274, 708, 43, 116)","[0.7333, 0.4999, 0.1291, 0.09444]",True,,,
3810,ZJ020298,test_features/ZJ020298.jpg,S0065,0.528,"(302, 227, 37, 74)","[0.3484, 0.8277, 0.1281, 0.125]",True,,,
3811,ZJ020299,test_features/ZJ020299.jpg,S0067,0.725,"(300, 85, 56, 73)","[0.1265, 0.8222, 0.1265, 0.1777]",True,,,
3812,ZJ020300,test_features/ZJ020300.jpg,S0072,0.915,"(414, 397, 106, 163)","[0.4093, 0.7592, 0.1781, 0.2111]",True,[410 392 113 171],0.653905987739563,monkey_prosimian
3813,ZJ020301,test_features/ZJ020301.jpg,S0162,0.0391,"(190, 923, 90, 33)","[0.9572, 0.3444, 0.0427, 0.1814]",True,,,
3814,ZJ020302,test_features/ZJ020302.jpg,S0072,0.947,"(399, 405, 120, 150)","[0.4177, 0.7314, 0.1645, 0.237]",True,[396 399 127 158],0.6160308718681335,monkey_prosimian
3815,ZJ020303,test_features/ZJ020303.jpg,S0052,,,,False,,,
3816,ZJ020304,test_features/ZJ020304.jpg,S0067,0.589,"(298, 82, 58, 76)","[0.1218, 0.8166, 0.1312, 0.1833]",True,[294  78  64  83],0.3313405215740204,animal
3817,ZJ020305,test_features/ZJ020305.jpg,S0128,0.732,"(268, 371, 69, 106)","[0.5734, 0.7333, 0.1781, 0.2138]",True,[263 443  44  35],0.40212491154670715,bird
3818,ZJ020306,test_features/ZJ020306.jpg,S0199,0.0139,"(52, 89, 27, 4)","[0.2361, 0.2, 0.03333, 0.1458]",True,,,
3819,ZJ020307,test_features/ZJ020307.jpg,S0116,0.154,"(225, 140, 47, 85)","[0.2124, 0.6138, 0.1453, 0.1527]",True,,,
3820,ZJ020308,test_features/ZJ020308.jpg,S0033,0.00772,"(87, 621, 49, 15)","[0.964, 0.2305, 0.03593, 0.1583]",True,,,
3821,ZJ020309,test_features/ZJ020309.jpg,S0162,0.945,"(256, 862, 96, 93)","[0.8937, 0.4666, 0.1052, 0.1925]",True,[251 857 106 101],0.33397361636161804,bird
3822,ZJ020310,test_features/ZJ020310.jpg,S0128,0.0205,"(321, 4, 17, 38)","[0, 0.8805, 0.07187, 0.06944]",True,,,
3823,ZJ020311,test_features/ZJ020311.jpg,S0082,0.343,"(5, 410, 514, 545)","[0.4229, 0.001851, 0.576, 0.9666]",True,[  0 366 523 593],0.4889061748981476,leopard
3824,ZJ020312,test_features/ZJ020312.jpg,S0064,0.0451,"(296, 632, 182, 324)","[0.6541, 0.5407, 0.3458, 0.3518]",True,,,
3825,ZJ020313,test_features/ZJ020313.jpg,S0040,0.965,"(4, 4, 423, 735)","[0, 0, 0.7739, 0.7981]",True,[  0   0 431 745],0.7907204031944275,leopard
3826,ZJ020314,test_features/ZJ020314.jpg,S0086,0.0112,"(104, 68, 30, 26)","[0.2, 0.4166, 0.1062, 0.1583]",True,,,
3827,ZJ020315,test_features/ZJ020315.jpg,S0041,0.963,"(46, 4, 309, 632)","[0, 0.1166, 1.0, 0.8805]",True,,,
3828,ZJ020316,test_features/ZJ020316.jpg,S0100,0.197,"(98, 537, 50, 46)","[0.8328, 0.2611, 0.08437, 0.1611]",True,,,
3829,ZJ020317,test_features/ZJ020317.jpg,S0072,0.649,"(354, 272, 74, 85)","[0.2791, 0.6481, 0.09687, 0.1518]",True,,,
3830,ZJ020318,test_features/ZJ020318.jpg,S0037,0.342,"(192, 233, 61, 93)","[0.3578, 0.5222, 0.1578, 0.1916]",True,,,
3831,ZJ020319,test_features/ZJ020319.jpg,S0116,0.276,"(260, 463, 63, 37)","[0.7171, 0.7641, 0.07031, 0.2119]",True,,,
3832,ZJ020320,test_features/ZJ020320.jpg,S0065,0.614,"(302, 222, 37, 81)","[0.3406, 0.8277, 0.139, 0.125]",True,,,
3833,ZJ020321,test_features/ZJ020321.jpg,S0072,0.374,"(349, 223, 49, 32)","[0.2281, 0.6699, 0.04166, 0.1106]",True,,,
3834,ZJ020322,test_features/ZJ020322.jpg,S0162,0.636,"(266, 670, 84, 56)","[0.6937, 0.4851, 0.06666, 0.1703]",True,,,
3835,ZJ020323,test_features/ZJ020323.jpg,S0067,0.774,"(199, 14, 132, 184)","[0.01562, 0.5416, 0.3, 0.3888]",True,,,
3836,ZJ020324,test_features/ZJ020324.jpg,S0116,0.873,"(271, 71, 69, 85)","[0.1046, 0.7416, 0.1453, 0.2138]",True,[266  59  77 102],0.6380435228347778,bird
3837,ZJ020325,test_features/ZJ020325.jpg,S0040,0.894,"(26, 170, 485, 783)","[0.1729, 0.04271, 0.8239, 0.9572]",True,[  0 176 513 783],0.46188411116600037,leopard
3838,ZJ020326,test_features/ZJ020326.jpg,S0082,0.713,"(369, 94, 126, 155)","[0.09375, 0.6759, 0.1697, 0.2481]",True,[354  86 139 171],0.3705798387527466,bird
3839,ZJ020327,test_features/ZJ020327.jpg,S0128,0.949,"(177, 331, 120, 112)","[0.5109, 0.4805, 0.1875, 0.3555]",True,[172 327 128 132],0.44546979665756226,antelope_duiker
3840,ZJ020328,test_features/ZJ020328.jpg,S0067,0.71,"(233, 321, 46, 105)","[0.4953, 0.6361, 0.1765, 0.15]",True,[229 315  51 136],0.3686636984348297,animal
3841,ZJ020329,test_features/ZJ020329.jpg,S0033,0.586,"(58, 56, 281, 218)","[0.08124, 0.1499, 0.3531, 0.8027]",True,[ 53  63 289 213],0.6821883320808411,leopard
3842,ZJ020330,test_features/ZJ020330.jpg,S0064,,,,False,,,
3843,ZJ020331,test_features/ZJ020331.jpg,S0033,0.0546,"(255, 4, 84, 51)","[0, 0.6972, 0.09218, 0.2555]",True,,,
3844,ZJ020332,test_features/ZJ020332.jpg,S0189,0.88,"(159, 202, 45, 73)","[0.55, 0.6458, 0.2249, 0.2208]",True,[157 198  37  79],0.35567253828048706,animal
3845,ZJ020333,test_features/ZJ020333.jpg,S0100,0.794,"(241, 126, 98, 72)","[0.1906, 0.6583, 0.125, 0.2944]",True,[239 125 103  76],0.451443076133728,leopard
3846,ZJ020334,test_features/ZJ020334.jpg,S0116,0.858,"(285, 468, 54, 136)","[0.7249, 0.7805, 0.2249, 0.1722]",True,[280 463  61 139],0.48458150029182434,bird
3847,ZJ020335,test_features/ZJ020335.jpg,S0066,0.77,"(132, 431, 79, 40)","[0.6671, 0.3555, 0.075, 0.2416]",True,,,
3848,ZJ020336,test_features/ZJ020336.jpg,S0118,,,,False,,,
3849,ZJ020337,test_features/ZJ020337.jpg,S0072,,,,False,[502   0  36  37],0.32642462849617004,civet_genet
3850,ZJ020338,test_features/ZJ020338.jpg,S0100,0.949,"(235, 238, 105, 128)","[0.3656, 0.6416, 0.2125, 0.3138]",True,[230 233 111 134],0.4276750385761261,animal
3851,ZJ020339,test_features/ZJ020339.jpg,S0091,0.716,"(423, 359, 68, 301)","[0.3697, 0.7759, 0.3218, 0.1407]",True,,,
3852,ZJ020340,test_features/ZJ020340.jpg,S0037,0.508,"(200, 370, 61, 136)","[0.5718, 0.5444, 0.2249, 0.1916]",True,,,
3853,ZJ020341,test_features/ZJ020341.jpg,S0128,0.678,"(190, 319, 93, 60)","[0.4921, 0.5166, 0.1062, 0.2805]",True,[181 314 102  72],0.3617744445800781,bird
3854,ZJ020342,test_features/ZJ020342.jpg,S0086,0.01,"(119, 271, 33, 24)","[0.8343, 0.4791, 0.1, 0.1708]",True,,,
3855,ZJ020343,test_features/ZJ020343.jpg,S0162,0.142,"(286, 510, 129, 201)","[0.527, 0.5222, 0.2177, 0.2537]",True,,,
3856,ZJ020344,test_features/ZJ020344.jpg,S0039,0.662,"(330, 759, 59, 117)","[0.7864, 0.6037, 0.1302, 0.124]",True,,,
3857,ZJ020345,test_features/ZJ020345.jpg,S0111,0.791,"(196, 417, 55, 44)","[0.6453, 0.5333, 0.08124, 0.1749]",True,[190 409  58  58],0.5922526717185974,bird
3858,ZJ020346,test_features/ZJ020346.jpg,S0066,0.819,"(161, 493, 51, 86)","[0.764, 0.4361, 0.1468, 0.1638]",True,,,
3859,ZJ020347,test_features/ZJ020347.jpg,S0041,0.633,"(144, 424, 118, 45)","[0.6562, 0.3888, 0.08281, 0.3499]",True,[137 342 126 138],0.3175961673259735,animal
3860,ZJ020348,test_features/ZJ020348.jpg,S0082,0.702,"(445, 131, 56, 128)","[0.1322, 0.8166, 0.1416, 0.1185]",True,[440 129  59 134],0.46963241696357727,animal
3861,ZJ020349,test_features/ZJ020349.jpg,S0072,0.894,"(330, 516, 189, 131)","[0.5333, 0.6037, 0.1447, 0.3648]",True,[325 516 196 134],0.5180147290229797,monkey_prosimian
3862,ZJ020350,test_features/ZJ020350.jpg,S0064,0.867,"(223, 815, 36, 125)","[0.8447, 0.4055, 0.1385, 0.08148]",True,[217 811  47 131],0.34869253635406494,bird
3863,ZJ020351,test_features/ZJ020351.jpg,S0145,,,,False,,,
3864,ZJ020352,test_features/ZJ020352.jpg,S0012,0.651,"(4, 103, 516, 853)","[0.1031, 0, 0.8968, 0.9703]",True,[  0 100 522 858],0.3552049994468689,animal
3865,ZJ020353,test_features/ZJ020353.jpg,S0067,0.215,"(297, 66, 59, 105)","[0.09687, 0.8138, 0.1765, 0.1861]",True,,,
3866,ZJ020354,test_features/ZJ020354.jpg,S0087,0.0256,"(106, 4, 10, 1)","[0, 0.85, 0.05624, 0.15]",True,,,
3867,ZJ020355,test_features/ZJ020355.jpg,S0116,0.898,"(240, 413, 91, 32)","[0.639, 0.7044, 0.0625, 0.2955]",True,[236 406  97  47],0.5807325839996338,bird
3868,ZJ020356,test_features/ZJ020356.jpg,S0067,0.484,"(306, 112, 50, 46)","[0.1687, 0.8388, 0.08437, 0.1611]",True,[302 108  57  53],0.3799411356449127,animal
3869,ZJ020357,test_features/ZJ020357.jpg,S0041,0.916,"(22, 12, 302, 97)","[0.0125, 0.05, 0.164, 0.8611]",True,[ 17   6 291 106],0.37848347425460815,monkey_prosimian
3870,ZJ020358,test_features/ZJ020358.jpg,S0128,0.026,"(322, 4, 17, 49)","[0, 0.8833, 0.08906, 0.06944]",True,,,
3871,ZJ020359,test_features/ZJ020359.jpg,S0114,0.00524,"(191, 487, 139, 148)","[0.7546, 0.5194, 0.2437, 0.4083]",True,,,
3872,ZJ020360,test_features/ZJ020360.jpg,S0100,0.764,"(179, 4, 160, 354)","[0, 0.4861, 0.5656, 0.4666]",True,[174   0 168 357],0.4154185354709625,animal
3873,ZJ020361,test_features/ZJ020361.jpg,S0128,0.784,"(302, 372, 38, 167)","[0.5749, 0.8277, 0.2734, 0.1277]",True,,,
3874,ZJ020362,test_features/ZJ020362.jpg,S0067,0.791,"(290, 4, 66, 141)","[0, 0.7944, 0.2328, 0.2055]",True,,,
3875,ZJ020363,test_features/ZJ020363.jpg,S0126,0.9,"(410, 492, 80, 171)","[0.5083, 0.7518, 0.1864, 0.1629]",True,,,
3876,ZJ020364,test_features/ZJ020364.jpg,S0151,0.78,"(105, 101, 127, 209)","[0.1515, 0.2805, 0.339, 0.375]",True,,,
3877,ZJ020365,test_features/ZJ020365.jpg,S0040,0.968,"(43, 4, 395, 729)","[0, 0.07222, 0.7677, 0.7462]",True,[ 40   0 403 735],0.7832680344581604,leopard
3878,ZJ020366,test_features/ZJ020366.jpg,S0100,0.683,"(215, 356, 80, 65)","[0.5499, 0.5861, 0.114, 0.2444]",True,,,
3879,ZJ020367,test_features/ZJ020367.jpg,S0142,0.0225,"(154, 336, 117, 45)","[0.5187, 0.4166, 0.08281, 0.3472]",True,,,
3880,ZJ020368,test_features/ZJ020368.jpg,S0116,0.849,"(253, 483, 80, 37)","[0.7484, 0.6916, 0.07031, 0.2444]",True,[248 475  80  53],0.712561309337616,bird
3881,ZJ020369,test_features/ZJ020369.jpg,S0162,0.704,"(449, 431, 70, 155)","[0.4447, 0.824, 0.1697, 0.1444]",True,,,
3882,ZJ020370,test_features/ZJ020370.jpg,S0114,0.0154,"(5, 4, 333, 632)","[0, 0.002777, 1.0, 0.9472]",True,[322   0  37  37],0.372588574886322,civet_genet
3883,ZJ020371,test_features/ZJ020371.jpg,S0064,0.827,"(224, 817, 35, 121)","[0.8468, 0.4074, 0.1343, 0.07962]",True,[218 812  45 131],0.3962138891220093,bird
3884,ZJ020372,test_features/ZJ020372.jpg,S0151,0.647,"(162, 111, 73, 105)","[0.1671, 0.4388, 0.1765, 0.2249]",True,[156 104  83 114],0.4434508979320526,animal
3885,ZJ020373,test_features/ZJ020373.jpg,S0118,0.0175,"(260, 556, 79, 80)","[0.8624, 0.7111, 0.1375, 0.2416]",True,[113 382  97 149],0.33669716119766235,bird
3886,ZJ020374,test_features/ZJ020374.jpg,S0100,0.0158,"(95, 532, 58, 56)","[0.8249, 0.2527, 0.1, 0.1833]",True,,,
3887,ZJ020375,test_features/ZJ020375.jpg,S0072,0.874,"(334, 299, 94, 136)","[0.3072, 0.6111, 0.15, 0.1888]",True,,,
3888,ZJ020376,test_features/ZJ020376.jpg,S0039,0.683,"(332, 272, 141, 86)","[0.2791, 0.6074, 0.09791, 0.2759]",True,[328 269 145  93],0.36210185289382935,animal
3889,ZJ020377,test_features/ZJ020377.jpg,S0091,0.755,"(422, 360, 71, 314)","[0.3708, 0.774, 0.3354, 0.1462]",True,[419 355  76 102],0.3402997553348541,animal
3890,ZJ020378,test_features/ZJ020378.jpg,S0181,0.0242,"(113, 4, 44, 6)","[0, 0.4541, 0.03888, 0.2166]",True,,,
3891,ZJ020379,test_features/ZJ020379.jpg,S0128,0.0193,"(302, 227, 37, 44)","[0.3484, 0.8277, 0.08124, 0.125]",True,,,
3892,ZJ020380,test_features/ZJ020380.jpg,S0128,0.272,"(132, 4, 207, 61)","[0, 0.3555, 0.1078, 0.5972]",True,,,
3893,ZJ020381,test_features/ZJ020381.jpg,S0114,0.837,"(4, 6, 335, 630)","[0.003124, 0, 0.9968, 0.9527]",True,[  0  12 343 626],0.7026065587997437,leopard
3894,ZJ020382,test_features/ZJ020382.jpg,S0040,0.94,"(169, 4, 350, 346)","[0, 0.3055, 0.3687, 0.6629]",True,,,
3895,ZJ020383,test_features/ZJ020383.jpg,S0067,0.555,"(169, 124, 186, 366)","[0.1875, 0.4583, 0.5843, 0.5388]",True,,,
3896,ZJ020384,test_features/ZJ020384.jpg,S0086,0.305,"(79, 36, 57, 64)","[0.1, 0.3124, 0.2249, 0.2708]",True,[134 259  31  41],0.3298315107822418,animal
3897,ZJ020385,test_features/ZJ020385.jpg,S0116,0.808,"(244, 310, 81, 101)","[0.4781, 0.6666, 0.1703, 0.2472]",True,[237 297  89 129],0.6902439594268799,bird
3898,ZJ020386,test_features/ZJ020386.jpg,S0162,0.00959,"(186, 923, 92, 33)","[0.9572, 0.337, 0.0427, 0.1851]",True,,,
3899,ZJ020387,test_features/ZJ020387.jpg,S0037,0.68,"(206, 474, 105, 99)","[0.7343, 0.5611, 0.1671, 0.3138]",True,[203 470 101 108],0.48576033115386963,animal
3900,ZJ020388,test_features/ZJ020388.jpg,S0086,0.493,"(107, 113, 41, 59)","[0.3406, 0.4291, 0.2093, 0.2041]",True,,,
3901,ZJ020389,test_features/ZJ020389.jpg,S0116,0.319,"(213, 351, 65, 97)","[0.5421, 0.5805, 0.164, 0.2027]",True,[322   0  36  36],0.3040153682231903,civet_genet
3902,ZJ020390,test_features/ZJ020390.jpg,S0162,0.36,"(269, 193, 127, 79)","[0.1968, 0.4907, 0.09062, 0.25]",True,[394 179 123 166],0.32948538661003113,animal
3903,ZJ020391,test_features/ZJ020391.jpg,S0033,0.421,"(96, 16, 52, 123)","[0.01874, 0.2555, 0.2046, 0.1666]",True,[ 91   7  61 134],0.3951976001262665,animal
3904,ZJ020392,test_features/ZJ020392.jpg,S0100,,,,False,,,
3905,ZJ020393,test_features/ZJ020393.jpg,S0116,0.854,"(241, 358, 98, 45)","[0.5531, 0.6583, 0.08281, 0.2944]",True,[237 349 103  60],0.622024655342102,bird
3906,ZJ020394,test_features/ZJ020394.jpg,S0162,0.0698,"(373, 807, 73, 149)","[0.8364, 0.6833, 0.1635, 0.15]",True,,,
3907,ZJ020395,test_features/ZJ020395.jpg,S0058,0.0202,"(67, 5, 47, 57)","[0.006249, 0.5249, 0.4062, 0.4583]",True,,,
