id,filepath,site,split,conf,bbox,bbox_normalized,bbox_true
ZJ013803,train_features/ZJ013803.jpg,S0147,2.0,0.826,"(253, 72, 73, 226)","[0.1062, 0.6916, 0.3656, 0.2249]",True
ZJ013804,train_features/ZJ013804.jpg,S0027,3.0,0.008,"(244, 361, 54, 59)","[0.5578, 0.6666, 0.1046, 0.1722]",True
ZJ013805,train_features/ZJ013805.jpg,S0093,1.0,0.633,"(318, 398, 128, 136)","[0.4104, 0.5814, 0.15, 0.2518]",True
ZJ013806,train_features/ZJ013806.jpg,S0101,1.0,0.815,"(119, 226, 191, 122)","[0.3468, 0.3194, 0.2031, 0.5527]",True
ZJ013807,train_features/ZJ013807.jpg,S0060,2.0,0.928,"(436, 4, 84, 356)","[0, 0.7999, 0.3791, 0.1703]",True
ZJ013808,train_features/ZJ013808.jpg,S0156,0.0,0.764,"(368, 737, 111, 161)","[0.7635, 0.674, 0.176, 0.2203]",True
ZJ013809,train_features/ZJ013809.jpg,S0074,0.0,0.866,"(273, 410, 58, 61)","[0.6343, 0.7472, 0.1078, 0.1833]",True
ZJ013810,train_features/ZJ013810.jpg,S0081,1.0,0.951,"(414, 233, 105, 364)","[0.2385, 0.7592, 0.3874, 0.2092]",True
ZJ013811,train_features/ZJ013811.jpg,S0030,1.0,0.781,"(151, 531, 219, 205)","[0.5489, 0.2722, 0.2218, 0.4203]",True
ZJ013812,train_features/ZJ013812.jpg,S0014,4.0,0.929,"(151, 4, 205, 450)","[0, 0.4083, 0.7156, 0.5916]",True
ZJ013813,train_features/ZJ013813.jpg,S0177,3.0,0.315,"(108, 225, 32, 27)","[0.6138, 0.4333, 0.09722, 0.1666]",True
ZJ013814,train_features/ZJ013814.jpg,S0156,0.0,0.824,"(365, 810, 126, 146)","[0.8395, 0.6685, 0.1604, 0.2481]",True
ZJ013815,train_features/ZJ013815.jpg,S0059,4.0,0.73,"(449, 874, 64, 82)","[0.9062, 0.824, 0.09375, 0.1333]",True
ZJ013816,train_features/ZJ013816.jpg,S0188,3.0,0.0104,"(4, 4, 26, 22)","[0, 0, 0.08333, 0.1416]",True
ZJ013817,train_features/ZJ013817.jpg,S0023,2.0,0.00908,"(117, 480, 56, 28)","[0.7437, 0.3373, 0.05624, 0.191]",True
ZJ013818,train_features/ZJ013818.jpg,S0022,0.0,0.915,"(233, 312, 122, 149)","[0.4812, 0.6361, 0.2453, 0.3611]",True
ZJ013819,train_features/ZJ013819.jpg,S0038,1.0,0.1,"(400, 814, 94, 103)","[0.8437, 0.7689, 0.1156, 0.198]",True
ZJ013820,train_features/ZJ013820.jpg,S0006,0.0,0.0147,"(353, 622, 52, 64)","[0.6437, 0.6462, 0.075, 0.1111]",True
ZJ013821,train_features/ZJ013821.jpg,S0071,1.0,0.0278,"(347, 859, 72, 97)","[0.8906, 0.6351, 0.1093, 0.1481]",True
ZJ013822,train_features/ZJ013822.jpg,S0038,1.0,0.604,"(172, 214, 345, 742)","[0.2187, 0.3111, 0.7812, 0.6537]",True
ZJ013823,train_features/ZJ013823.jpg,S0009,0.0,0.745,"(240, 4, 45, 172)","[0, 0.6555, 0.2812, 0.1472]",True
ZJ013824,train_features/ZJ013824.jpg,S0117,4.0,,,,False
ZJ013825,train_features/ZJ013825.jpg,S0095,2.0,0.604,"(480, 5, 40, 158)","[0.001041, 0.8814, 0.1729, 0.08888]",True
ZJ013826,train_features/ZJ013826.jpg,S0101,1.0,0.274,"(167, 77, 34, 25)","[0.114, 0.4527, 0.05156, 0.1166]",True
ZJ013827,train_features/ZJ013827.jpg,S0060,2.0,0.799,"(301, 263, 77, 105)","[0.2697, 0.55, 0.1177, 0.1574]",True
ZJ013828,train_features/ZJ013828.jpg,S0036,0.0,0.897,"(191, 348, 62, 76)","[0.5374, 0.5194, 0.1312, 0.1944]",True
ZJ013829,train_features/ZJ013829.jpg,S0014,4.0,0.277,"(117, 126, 177, 144)","[0.1906, 0.3138, 0.2374, 0.5138]",True
ZJ013830,train_features/ZJ013830.jpg,S0060,2.0,0.759,"(307, 377, 85, 100)","[0.3885, 0.5611, 0.1124, 0.1722]",True
ZJ013831,train_features/ZJ013831.jpg,S0185,0.0,0.00892,"(98, 4, 86, 18)","[0, 0.3916, 0.07222, 0.3916]",True
ZJ013832,train_features/ZJ013832.jpg,S0083,2.0,0.92,"(268, 4, 251, 201)","[0, 0.4888, 0.2177, 0.4796]",True
ZJ013833,train_features/ZJ013833.jpg,S0130,4.0,,,,False
ZJ013834,train_features/ZJ013834.jpg,S0060,2.0,0.834,"(252, 869, 58, 44)","[0.901, 0.4592, 0.05416, 0.1222]",True
ZJ013835,train_features/ZJ013835.jpg,S0133,0.0,0.491,"(177, 239, 100, 89)","[0.3671, 0.4805, 0.1515, 0.3]",True
ZJ013836,train_features/ZJ013836.jpg,S0014,4.0,0.922,"(169, 353, 128, 135)","[0.5453, 0.4583, 0.2234, 0.3777]",True
ZJ013837,train_features/ZJ013837.jpg,S0080,1.0,0.348,"(40, 115, 22, 6)","[0.6937, 0.3, 0.08749, 0.25]",True
ZJ013838,train_features/ZJ013838.jpg,S0063,1.0,0.0389,"(447, 219, 38, 144)","[0.2239, 0.8203, 0.1583, 0.08518]",True
ZJ013839,train_features/ZJ013839.jpg,S0060,2.0,0.706,"(307, 139, 110, 332)","[0.1406, 0.5611, 0.3541, 0.2185]",True
ZJ013840,train_features/ZJ013840.jpg,S0043,3.0,0.522,"(200, 602, 139, 34)","[0.9343, 0.5444, 0.06562, 0.4083]",True
ZJ013841,train_features/ZJ013841.jpg,S0139,4.0,0.507,"(402, 4, 117, 67)","[0, 0.737, 0.07812, 0.2314]",True
ZJ013842,train_features/ZJ013842.jpg,S0141,3.0,0.715,"(298, 4, 33, 64)","[0, 0.8776, 0.1124, 0.1223]",True
ZJ013843,train_features/ZJ013843.jpg,S0136,0.0,0.887,"(229, 306, 111, 153)","[0.4718, 0.625, 0.2515, 0.3305]",True
ZJ013844,train_features/ZJ013844.jpg,S0062,2.0,0.284,"(194, 31, 136, 166)","[0.02812, 0.3518, 0.1812, 0.2666]",True
ZJ013845,train_features/ZJ013845.jpg,S0063,1.0,0.97,"(267, 653, 252, 303)","[0.676, 0.487, 0.3239, 0.4814]",True
ZJ013846,train_features/ZJ013846.jpg,S0075,4.0,0.907,"(262, 391, 78, 245)","[0.6046, 0.7166, 0.3953, 0.2388]",True
ZJ013847,train_features/ZJ013847.jpg,S0179,4.0,0.623,"(122, 155, 61, 50)","[0.4194, 0.4916, 0.1611, 0.2874]",True
ZJ013848,train_features/ZJ013848.jpg,S0060,2.0,0.949,"(378, 4, 129, 195)","[0, 0.6925, 0.2114, 0.2537]",True
ZJ013849,train_features/ZJ013849.jpg,S0005,4.0,0.0265,"(332, 97, 24, 56)","[0.1453, 0.9111, 0.1, 0.08888]",True
ZJ013850,train_features/ZJ013850.jpg,S0036,0.0,0.255,"(199, 311, 65, 60)","[0.4796, 0.5416, 0.1062, 0.2027]",True
ZJ013851,train_features/ZJ013851.jpg,S0042,3.0,,,,False
ZJ013852,train_features/ZJ013852.jpg,S0062,2.0,0.4,"(255, 691, 18, 48)","[0.7156, 0.4648, 0.05833, 0.04814]",True
ZJ013853,train_features/ZJ013853.jpg,S0083,2.0,0.54,"(172, 36, 347, 920)","[0.03333, 0.3111, 0.9666, 0.6574]",True
ZJ013854,train_features/ZJ013854.jpg,S0009,0.0,0.568,"(281, 297, 50, 270)","[0.4578, 0.8268, 0.4343, 0.1731]",True
ZJ013855,train_features/ZJ013855.jpg,S0049,3.0,0.9,"(82, 4, 118, 80)","[0, 0.2166, 0.1375, 0.3499]",True
ZJ013856,train_features/ZJ013856.jpg,S0083,2.0,0.59,"(308, 611, 76, 60)","[0.6322, 0.5629, 0.07083, 0.1555]",True
ZJ013857,train_features/ZJ013857.jpg,S0096,3.0,0.26,"(223, 113, 92, 251)","[0.1703, 0.6083, 0.4046, 0.2777]",True
ZJ013858,train_features/ZJ013858.jpg,S0083,2.0,0.268,"(166, 693, 354, 263)","[0.7177, 0.2999, 0.2822, 0.6703]",True
ZJ013859,train_features/ZJ013859.jpg,S0009,0.0,0.937,"(156, 4, 124, 203)","[0, 0.4222, 0.3296, 0.3666]",True
ZJ013860,train_features/ZJ013860.jpg,S0129,1.0,0.0199,"(229, 4, 58, 3)","[0, 0.6249, 0.01718, 0.1833]",True
ZJ013861,train_features/ZJ013861.jpg,S0063,1.0,0.963,"(310, 4, 209, 208)","[0, 0.5666, 0.2249, 0.4018]",True
ZJ013862,train_features/ZJ013862.jpg,S0005,4.0,0.858,"(183, 489, 84, 70)","[0.7578, 0.4972, 0.1218, 0.2555]",True
ZJ013863,train_features/ZJ013863.jpg,S0060,2.0,0.801,"(314, 99, 95, 362)","[0.09895, 0.574, 0.3854, 0.1907]",True
ZJ013864,train_features/ZJ013864.jpg,S0060,2.0,0.0781,"(436, 4, 83, 268)","[0, 0.8, 0.2874, 0.1685]",True
ZJ013865,train_features/ZJ013865.jpg,S0022,0.0,0.028,"(243, 4, 48, 27)","[0, 0.6638, 0.05468, 0.1555]",True
ZJ013866,train_features/ZJ013866.jpg,S0059,4.0,0.929,"(347, 338, 172, 502)","[0.3479, 0.6351, 0.5312, 0.3333]",True
ZJ013867,train_features/ZJ013867.jpg,S0108,0.0,,,,False
ZJ013868,train_features/ZJ013868.jpg,S0043,3.0,0.924,"(226, 426, 89, 210)","[0.6593, 0.6166, 0.3406, 0.2694]",True
ZJ013869,train_features/ZJ013869.jpg,S0081,1.0,0.829,"(394, 4, 113, 84)","[0, 0.7222, 0.09583, 0.224]",True
ZJ013870,train_features/ZJ013870.jpg,S0071,1.0,0.95,"(196, 486, 184, 470)","[0.502, 0.3555, 0.4979, 0.3555]",True
ZJ013871,train_features/ZJ013871.jpg,S0184,0.0,0.87,"(299, 126, 131, 283)","[0.127, 0.5462, 0.3031, 0.2574]",True
ZJ013872,train_features/ZJ013872.jpg,S0105,3.0,0.0727,"(4, 100, 207, 256)","[0.2666, 0, 0.7333, 1.0]",True
ZJ013873,train_features/ZJ013873.jpg,S0016,1.0,0.82,"(235, 308, 276, 84)","[0.3166, 0.4277, 0.09583, 0.5259]",True
ZJ013874,train_features/ZJ013874.jpg,S0043,3.0,0.872,"(123, 215, 141, 52)","[0.3296, 0.3305, 0.09375, 0.4138]",True
ZJ013875,train_features/ZJ013875.jpg,S0088,1.0,0.751,"(150, 85, 63, 108)","[0.1265, 0.4055, 0.1812, 0.1972]",True
ZJ013876,train_features/ZJ013876.jpg,S0184,0.0,0.489,"(363, 539, 45, 85)","[0.5572, 0.6648, 0.09687, 0.09814]",True
ZJ013877,train_features/ZJ013877.jpg,S0123,0.0,0.0561,"(258, 178, 81, 131)","[0.2718, 0.7055, 0.2171, 0.2472]",True
ZJ013878,train_features/ZJ013878.jpg,S0009,0.0,0.823,"(166, 325, 47, 61)","[0.5015, 0.4499, 0.1078, 0.1527]",True
ZJ013879,train_features/ZJ013879.jpg,S0013,3.0,0.606,"(166, 391, 123, 152)","[0.6046, 0.4499, 0.25, 0.3638]",True
ZJ013880,train_features/ZJ013880.jpg,S0036,0.0,0.967,"(137, 4, 194, 632)","[0, 0.397, 1.0, 0.6029]",True
ZJ013881,train_features/ZJ013881.jpg,S0097,3.0,0.876,"(111, 171, 189, 217)","[0.2609, 0.2972, 0.3515, 0.5472]",True
ZJ013882,train_features/ZJ013882.jpg,S0123,0.0,0.822,"(280, 355, 60, 261)","[0.5484, 0.7666, 0.4203, 0.1888]",True
ZJ013883,train_features/ZJ013883.jpg,S0188,3.0,0.0988,"(161, 4, 43, 99)","[0, 0.6541, 0.2972, 0.2125]",True
ZJ013884,train_features/ZJ013884.jpg,S0020,4.0,0.864,"(267, 644, 152, 288)","[0.6666, 0.487, 0.3083, 0.2962]",True
ZJ013885,train_features/ZJ013885.jpg,S0008,4.0,0.242,"(227, 274, 76, 65)","[0.4218, 0.6194, 0.114, 0.2333]",True
ZJ013886,train_features/ZJ013886.jpg,S0060,2.0,0.912,"(233, 356, 124, 202)","[0.3666, 0.424, 0.2187, 0.2444]",True
ZJ013887,train_features/ZJ013887.jpg,S0009,0.0,0.881,"(230, 385, 45, 188)","[0.5953, 0.6277, 0.3062, 0.1472]",True
ZJ013888,train_features/ZJ013888.jpg,S0120,2.0,0.772,"(246, 291, 172, 151)","[0.2989, 0.4481, 0.1656, 0.3333]",True
ZJ013889,train_features/ZJ013889.jpg,S0124,1.0,0.922,"(424, 802, 95, 139)","[0.8312, 0.7777, 0.1531, 0.1907]",True
ZJ013890,train_features/ZJ013890.jpg,S0074,0.0,,,,False
ZJ013891,train_features/ZJ013891.jpg,S0136,0.0,0.907,"(128, 492, 212, 144)","[0.7625, 0.3444, 0.2374, 0.6111]",True
ZJ013892,train_features/ZJ013892.jpg,S0018,3.0,,,,False
ZJ013893,train_features/ZJ013893.jpg,S0096,3.0,0.282,"(160, 152, 196, 143)","[0.2312, 0.4333, 0.2359, 0.5666]",True
ZJ013894,train_features/ZJ013894.jpg,S0101,1.0,0.298,"(192, 27, 26, 55)","[0.03593, 0.5222, 0.09843, 0.09444]",True
ZJ013895,train_features/ZJ013895.jpg,S0069,3.0,0.899,"(4, 543, 515, 119)","[0.5614, 0, 0.1322, 0.9685]",True
ZJ013896,train_features/ZJ013896.jpg,S0060,2.0,0.796,"(352, 319, 134, 383)","[0.3281, 0.6444, 0.4072, 0.2629]",True
ZJ013897,train_features/ZJ013897.jpg,S0059,4.0,0.777,"(393, 790, 76, 55)","[0.8187, 0.7203, 0.06562, 0.1555]",True
ZJ013898,train_features/ZJ013898.jpg,S0049,3.0,0.868,"(197, 589, 142, 47)","[0.914, 0.5361, 0.08593, 0.4166]",True
ZJ013899,train_features/ZJ013899.jpg,S0141,3.0,0.655,"(226, 281, 66, 31)","[0.4328, 0.6166, 0.06093, 0.2055]",True
ZJ013900,train_features/ZJ013900.jpg,S0060,2.0,0.824,"(338, 4, 182, 719)","[0, 0.6185, 0.7572, 0.3518]",True
ZJ013901,train_features/ZJ013901.jpg,S0069,3.0,0.0919,"(448, 796, 71, 160)","[0.825, 0.8222, 0.1749, 0.1462]",True
ZJ013902,train_features/ZJ013902.jpg,S0062,2.0,0.903,"(275, 600, 90, 37)","[0.6208, 0.5018, 0.04687, 0.1814]",True
ZJ013903,train_features/ZJ013903.jpg,S0021,2.0,0.84,"(154, 365, 50, 126)","[0.564, 0.4166, 0.2093, 0.1611]",True
ZJ013904,train_features/ZJ013904.jpg,S0009,0.0,0.847,"(159, 545, 172, 91)","[0.8453, 0.4626, 0.1546, 0.5373]",True
ZJ013905,train_features/ZJ013905.jpg,S0084,0.0,0.0142,"(8, 4, 506, 952)","[0, 0.007407, 1.0, 0.9518]",True
ZJ013906,train_features/ZJ013906.jpg,S0038,1.0,0.112,"(286, 734, 233, 222)","[0.7604, 0.5222, 0.2395, 0.4462]",True
ZJ013907,train_features/ZJ013907.jpg,S0020,4.0,0.853,"(305, 769, 63, 86)","[0.7968, 0.5574, 0.09791, 0.1314]",True
ZJ013908,train_features/ZJ013908.jpg,S0009,0.0,0.385,"(95, 4, 235, 575)","[0, 0.2716, 0.9109, 0.7253]",True
ZJ013909,train_features/ZJ013909.jpg,S0021,2.0,0.0936,"(4, 4, 326, 630)","[0, 0, 0.9968, 0.997]",True
ZJ013910,train_features/ZJ013910.jpg,S0030,1.0,0.422,"(274, 307, 65, 131)","[0.3156, 0.5, 0.1447, 0.1351]",True
ZJ013911,train_features/ZJ013911.jpg,S0070,1.0,0.847,"(431, 203, 88, 424)","[0.2072, 0.7907, 0.4499, 0.1777]",True
ZJ013912,train_features/ZJ013912.jpg,S0003,2.0,0.748,"(212, 368, 92, 93)","[0.5687, 0.5777, 0.1578, 0.2777]",True
ZJ013913,train_features/ZJ013913.jpg,S0009,0.0,0.0192,"(80, 373, 240, 263)","[0.5765, 0.2111, 0.4234, 0.6888]",True
ZJ013914,train_features/ZJ013914.jpg,S0141,3.0,0.878,"(223, 399, 87, 81)","[0.6171, 0.6083, 0.139, 0.2638]",True
ZJ013915,train_features/ZJ013915.jpg,S0060,2.0,0.651,"(340, 334, 85, 134)","[0.3437, 0.6222, 0.1479, 0.1722]",True
ZJ013916,train_features/ZJ013916.jpg,S0028,2.0,0.897,"(185, 48, 126, 204)","[0.06874, 0.5027, 0.3312, 0.3722]",True
ZJ013917,train_features/ZJ013917.jpg,S0184,0.0,0.792,"(287, 178, 54, 103)","[0.1812, 0.524, 0.1156, 0.1148]",True
ZJ013918,train_features/ZJ013918.jpg,S0077,1.0,0.00688,"(6, 99, 180, 270)","[0.1484, 0.005555, 0.4343, 0.5222]",True
ZJ013919,train_features/ZJ013919.jpg,S0021,2.0,0.801,"(139, 318, 144, 120)","[0.4906, 0.375, 0.2, 0.4222]",True
ZJ013920,train_features/ZJ013920.jpg,S0169,3.0,0.0303,"(124, 98, 57, 60)","[0.2611, 0.5, 0.1888, 0.2708]",True
ZJ013921,train_features/ZJ013921.jpg,S0069,3.0,0.0561,"(462, 187, 49, 175)","[0.1906, 0.8481, 0.1906, 0.1055]",True
ZJ013922,train_features/ZJ013922.jpg,S0008,4.0,0.275,"(259, 4, 81, 126)","[0, 0.7083, 0.2093, 0.2472]",True
ZJ013923,train_features/ZJ013923.jpg,S0070,1.0,0.0184,"(479, 337, 41, 190)","[0.3468, 0.8796, 0.2062, 0.09074]",True
ZJ013924,train_features/ZJ013924.jpg,S0043,3.0,0.729,"(5, 551, 325, 85)","[0.8546, 0.002985, 0.1453, 0.994]",True
ZJ013925,train_features/ZJ013925.jpg,S0059,4.0,0.122,"(257, 4, 198, 33)","[0, 0.4685, 0.0427, 0.3814]",True
ZJ013926,train_features/ZJ013926.jpg,S0036,0.0,0.917,"(193, 283, 126, 100)","[0.4359, 0.5641, 0.1687, 0.4]",True
ZJ013927,train_features/ZJ013927.jpg,S0051,4.0,0.724,"(251, 765, 79, 73)","[0.7927, 0.4574, 0.08437, 0.1611]",True
ZJ013928,train_features/ZJ013928.jpg,S0060,2.0,0.846,"(369, 114, 150, 499)","[0.1145, 0.6759, 0.5281, 0.2925]",True
ZJ013929,train_features/ZJ013929.jpg,S0085,4.0,0.826,"(180, 404, 45, 50)","[0.625, 0.4888, 0.09062, 0.1472]",True
ZJ013930,train_features/ZJ013930.jpg,S0028,2.0,0.257,"(249, 232, 47, 41)","[0.3562, 0.6805, 0.07656, 0.1527]",True
ZJ013931,train_features/ZJ013931.jpg,S0159,2.0,0.25,"(92, 59, 9, 14)","[0.3437, 0.7333, 0.1375, 0.1416]",True
ZJ013932,train_features/ZJ013932.jpg,S0062,2.0,0.948,"(209, 4, 145, 244)","[0, 0.3796, 0.2624, 0.2833]",True
ZJ013933,train_features/ZJ013933.jpg,S0053,3.0,0.882,"(359, 28, 160, 112)","[0.02499, 0.6574, 0.125, 0.3111]",True
ZJ013934,train_features/ZJ013934.jpg,S0101,1.0,0.892,"(213, 403, 127, 109)","[0.6234, 0.5805, 0.1828, 0.375]",True
ZJ013935,train_features/ZJ013935.jpg,S0043,3.0,0.942,"(92, 4, 171, 203)","[0, 0.2444, 0.3296, 0.4972]",True
ZJ013936,train_features/ZJ013936.jpg,S0070,1.0,0.64,"(406, 718, 47, 102)","[0.7437, 0.7444, 0.1145, 0.1018]",True
ZJ013937,train_features/ZJ013937.jpg,S0008,4.0,0.937,"(189, 395, 150, 241)","[0.6109, 0.5138, 0.389, 0.4388]",True
ZJ013938,train_features/ZJ013938.jpg,S0063,1.0,0.142,"(243, 7, 66, 138)","[0.003124, 0.4425, 0.152, 0.137]",True
ZJ013939,train_features/ZJ013939.jpg,S0063,1.0,0.86,"(292, 505, 140, 246)","[0.5218, 0.5333, 0.2645, 0.274]",True
ZJ013940,train_features/ZJ013940.jpg,S0004,2.0,0.0514,"(50, 514, 16, 54)","[0.7968, 0.1277, 0.09687, 0.06666]",True
ZJ013941,train_features/ZJ013941.jpg,S0071,1.0,0.849,"(337, 254, 143, 427)","[0.2604, 0.6166, 0.4531, 0.2796]",True
ZJ013942,train_features/ZJ013942.jpg,S0059,4.0,0.627,"(419, 807, 65, 32)","[0.8364, 0.7685, 0.04166, 0.1351]",True
ZJ013943,train_features/ZJ013943.jpg,S0060,2.0,0.87,"(376, 108, 113, 361)","[0.1083, 0.6888, 0.3843, 0.224]",True
ZJ013944,train_features/ZJ013944.jpg,S0060,2.0,0.657,"(347, 407, 127, 186)","[0.4197, 0.6351, 0.202, 0.25]",True
ZJ013945,train_features/ZJ013945.jpg,S0053,3.0,0.587,"(237, 353, 74, 60)","[0.3635, 0.4524, 0.07083, 0.1592]",True
ZJ013946,train_features/ZJ013946.jpg,S0183,0.0,0.0227,"(119, 22, 56, 31)","[0.04999, 0.4791, 0.1083, 0.2666]",True
ZJ013947,train_features/ZJ013947.jpg,S0060,2.0,0.834,"(306, 262, 64, 100)","[0.2687, 0.5592, 0.1124, 0.1333]",True
ZJ013948,train_features/ZJ013948.jpg,S0184,0.0,0.532,"(406, 375, 114, 91)","[0.3864, 0.7444, 0.1031, 0.2259]",True
ZJ013949,train_features/ZJ013949.jpg,S0008,4.0,0.597,"(257, 4, 83, 125)","[0, 0.7027, 0.2078, 0.2527]",True
ZJ013950,train_features/ZJ013950.jpg,S0026,0.0,0.729,"(175, 123, 70, 109)","[0.1859, 0.4749, 0.1828, 0.2166]",True
ZJ013951,train_features/ZJ013951.jpg,S0097,3.0,0.885,"(158, 227, 197, 168)","[0.3484, 0.4277, 0.275, 0.5694]",True
ZJ013952,train_features/ZJ013952.jpg,S0134,1.0,0.843,"(465, 134, 54, 138)","[0.1354, 0.8537, 0.152, 0.1148]",True
ZJ013953,train_features/ZJ013953.jpg,S0036,0.0,0.607,"(205, 4, 112, 39)","[0, 0.5583, 0.07343, 0.3333]",True
ZJ013954,train_features/ZJ013954.jpg,S0196,2.0,,,,False
ZJ013955,train_features/ZJ013955.jpg,S0053,3.0,,,,False
ZJ013956,train_features/ZJ013956.jpg,S0127,3.0,0.325,"(231, 444, 22, 51)","[0.6875, 0.6776, 0.09218, 0.08955]",True
ZJ013957,train_features/ZJ013957.jpg,S0009,0.0,0.789,"(217, 308, 73, 87)","[0.475, 0.5916, 0.1484, 0.2249]",True
ZJ013958,train_features/ZJ013958.jpg,S0080,1.0,,,,False
ZJ013959,train_features/ZJ013959.jpg,S0023,2.0,0.797,"(226, 279, 48, 60)","[0.4296, 0.6166, 0.1062, 0.1555]",True
ZJ013960,train_features/ZJ013960.jpg,S0036,0.0,0.887,"(153, 170, 177, 168)","[0.2593, 0.4447, 0.275, 0.5522]",True
ZJ013961,train_features/ZJ013961.jpg,S0093,1.0,0.168,"(438, 676, 63, 100)","[0.7, 0.8037, 0.1124, 0.1314]",True
ZJ013962,train_features/ZJ013962.jpg,S0133,0.0,0.199,"(252, 123, 87, 125)","[0.1859, 0.6888, 0.2078, 0.2638]",True
ZJ013963,train_features/ZJ013963.jpg,S0038,1.0,,,,False
ZJ013964,train_features/ZJ013964.jpg,S0004,2.0,0.932,"(288, 142, 52, 254)","[0.2156, 0.7888, 0.4093, 0.1666]",True
ZJ013965,train_features/ZJ013965.jpg,S0026,0.0,0.847,"(71, 91, 180, 60)","[0.1359, 0.1861, 0.1062, 0.5222]",True
ZJ013966,train_features/ZJ013966.jpg,S0097,3.0,0.864,"(173, 371, 62, 104)","[0.5734, 0.4694, 0.1749, 0.1944]",True
ZJ013967,train_features/ZJ013967.jpg,S0186,4.0,0.739,"(400, 4, 119, 284)","[0, 0.7333, 0.3041, 0.2351]",True
ZJ013968,train_features/ZJ013968.jpg,S0070,1.0,0.0947,"(307, 25, 68, 112)","[0.02187, 0.5611, 0.125, 0.1407]",True
ZJ013969,train_features/ZJ013969.jpg,S0059,4.0,0.92,"(392, 433, 128, 523)","[0.4468, 0.7185, 0.5531, 0.2518]",True
ZJ013970,train_features/ZJ013970.jpg,S0008,4.0,0.0767,"(238, 4, 98, 126)","[0, 0.6499, 0.2093, 0.2944]",True
ZJ013971,train_features/ZJ013971.jpg,S0163,2.0,,,,False
ZJ013972,train_features/ZJ013972.jpg,S0002,4.0,0.563,"(223, 135, 67, 40)","[0.2046, 0.6083, 0.075, 0.2083]",True
ZJ013973,train_features/ZJ013973.jpg,S0014,4.0,0.775,"(171, 185, 78, 81)","[0.2828, 0.4638, 0.139, 0.2388]",True
ZJ013974,train_features/ZJ013974.jpg,S0147,2.0,0.501,"(297, 306, 42, 221)","[0.4718, 0.8138, 0.3578, 0.1388]",True
ZJ013975,train_features/ZJ013975.jpg,S0105,3.0,0.583,"(49, 158, 162, 198)","[0.4277, 0.2093, 0.5722, 0.7906]",True
ZJ013976,train_features/ZJ013976.jpg,S0120,2.0,0.765,"(290, 498, 74, 89)","[0.5145, 0.5296, 0.101, 0.1518]",True
ZJ013977,train_features/ZJ013977.jpg,S0163,2.0,0.00544,"(4, 4, 331, 100)","[0, 0, 0.1687, 0.9416]",True
ZJ013978,train_features/ZJ013978.jpg,S0095,2.0,0.852,"(244, 4, 231, 86)","[0, 0.4444, 0.09791, 0.4425]",True
ZJ013979,train_features/ZJ013979.jpg,S0014,4.0,0.0797,"(41, 112, 312, 517)","[0.1687, 0.1027, 0.8203, 0.8888]",True
ZJ013980,train_features/ZJ013980.jpg,S0031,2.0,0.0311,"(248, 14, 42, 112)","[0.01562, 0.6777, 0.1875, 0.1388]",True
ZJ013981,train_features/ZJ013981.jpg,S0026,0.0,0.0649,"(178, 82, 91, 93)","[0.1218, 0.4833, 0.1578, 0.275]",True
ZJ013982,train_features/ZJ013982.jpg,S0029,4.0,0.312,"(371, 548, 51, 93)","[0.5666, 0.6796, 0.1052, 0.1092]",True
ZJ013983,train_features/ZJ013983.jpg,S0063,1.0,0.871,"(257, 160, 134, 251)","[0.1624, 0.4685, 0.2697, 0.2629]",True
ZJ013984,train_features/ZJ013984.jpg,S0071,1.0,0.12,"(295, 690, 61, 127)","[0.7145, 0.5388, 0.1406, 0.1277]",True
ZJ013985,train_features/ZJ013985.jpg,S0117,4.0,,,,False
ZJ013986,train_features/ZJ013986.jpg,S0149,0.0,,,,False
ZJ013987,train_features/ZJ013987.jpg,S0137,2.0,0.434,"(4, 231, 335, 277)","[0.3546, 0, 0.4453, 0.9527]",True
ZJ013988,train_features/ZJ013988.jpg,S0120,2.0,0.395,"(370, 501, 149, 106)","[0.5177, 0.6777, 0.1187, 0.2907]",True
ZJ013989,train_features/ZJ013989.jpg,S0059,4.0,0.94,"(293, 523, 150, 269)","[0.5406, 0.5351, 0.2885, 0.2925]",True
ZJ013990,train_features/ZJ013990.jpg,S0147,2.0,0.83,"(292, 8, 47, 212)","[0.006249, 0.8, 0.3437, 0.1527]",True
ZJ013991,train_features/ZJ013991.jpg,S0060,2.0,0.492,"(310, 4, 87, 199)","[0, 0.5666, 0.2156, 0.1759]",True
ZJ013992,train_features/ZJ013992.jpg,S0163,2.0,0.883,"(244, 241, 112, 138)","[0.3703, 0.6666, 0.2281, 0.3333]",True
ZJ013993,train_features/ZJ013993.jpg,S0013,3.0,0.246,"(5, 547, 349, 89)","[0.8484, 0.002777, 0.1515, 0.9916]",True
ZJ013994,train_features/ZJ013994.jpg,S0002,4.0,,,,False
ZJ013995,train_features/ZJ013995.jpg,S0042,3.0,0.00647,"(208, 4, 56, 28)","[0, 0.5666, 0.05624, 0.1777]",True
ZJ013996,train_features/ZJ013996.jpg,S0063,1.0,0.749,"(243, 244, 134, 254)","[0.25, 0.4425, 0.2729, 0.2629]",True
ZJ013997,train_features/ZJ013997.jpg,S0141,3.0,0.913,"(193, 4, 105, 102)","[0, 0.5249, 0.1718, 0.3138]",True
