,id,filepath,site,split,conf,bbox,bbox_normalized,bbox_true,bbox_dino,Logits,pred_dino
13596,ZJ013596,train_features/ZJ013596.jpg,S0069,3.0,0.403,"(469, 165, 39, 146)","[0.1677, 0.8611, 0.1604, 0.08703]",True,,,
13597,ZJ013597,train_features/ZJ013597.jpg,S0023,2.0,0.778,"(259, 319, 58, 70)","[0.4921, 0.7083, 0.1218, 0.1833]",True,[254 315  67  74],0.4993927776813507,animal
13598,ZJ013598,train_features/ZJ013598.jpg,S0164,4.0,0.407,"(169, 147, 57, 61)","[0.3972, 0.6875, 0.1916, 0.2708]",True,[165 142  44  66],0.3531370759010315,animal
13599,ZJ013599,train_features/ZJ013599.jpg,S0063,1.0,0.63,"(192, 586, 75, 147)","[0.6062, 0.3481, 0.1614, 0.1537]",True,,,
13600,ZJ013600,train_features/ZJ013600.jpg,S0186,4.0,0.00535,"(336, 272, 183, 193)","[0.2791, 0.6148, 0.2093, 0.3537]",True,,,
13601,ZJ013601,train_features/ZJ013601.jpg,S0139,4.0,0.228,"(406, 4, 114, 77)","[0, 0.7444, 0.08854, 0.2259]",True,,,
13602,ZJ013602,train_features/ZJ013602.jpg,S0049,3.0,0.749,"(122, 218, 91, 111)","[0.3343, 0.3277, 0.1859, 0.275]",True,,,
13603,ZJ013603,train_features/ZJ013603.jpg,S0139,4.0,0.709,"(438, 641, 81, 152)","[0.6635, 0.8037, 0.1666, 0.1648]",True,,,
13604,ZJ013604,train_features/ZJ013604.jpg,S0029,4.0,0.51,"(341, 403, 105, 68)","[0.4156, 0.624, 0.07916, 0.2092]",True,,,
13605,ZJ013605,train_features/ZJ013605.jpg,S0063,1.0,0.753,"(340, 27, 72, 157)","[0.02395, 0.6222, 0.1718, 0.1481]",True,,,
13606,ZJ013606,train_features/ZJ013606.jpg,S0060,2.0,0.549,"(272, 4, 125, 227)","[0, 0.4962, 0.2447, 0.2462]",True,[288   0 107 209],0.3098548352718353,animal
13607,ZJ013607,train_features/ZJ013607.jpg,S0022,0.0,0.113,"(263, 4, 38, 23)","[0, 0.7194, 0.04843, 0.1277]",True,,,
13608,ZJ013608,train_features/ZJ013608.jpg,S0185,0.0,0.126,"(135, 350, 21, 6)","[0.9611, 0.5458, 0.03888, 0.1208]",True,,,
13609,ZJ013609,train_features/ZJ013609.jpg,S0060,2.0,0.893,"(390, 4, 129, 227)","[0, 0.7148, 0.2447, 0.2537]",True,[375  13 146 213],0.3280758261680603,animal
13610,ZJ013610,train_features/ZJ013610.jpg,S0088,1.0,0.892,"(148, 340, 106, 69)","[0.525, 0.4, 0.1203, 0.3166]",True,[136 330 117  85],0.42746463418006897,antelope_duiker
13611,ZJ013611,train_features/ZJ013611.jpg,S0093,1.0,0.958,"(296, 803, 223, 153)","[0.8322, 0.5407, 0.1677, 0.4277]",True,[292 797 226 162],0.3894823491573334,animal
13612,ZJ013612,train_features/ZJ013612.jpg,S0021,2.0,,,,False,,,
13613,ZJ013613,train_features/ZJ013613.jpg,S0062,2.0,0.834,"(425, 114, 62, 241)","[0.1145, 0.7796, 0.2593, 0.1296]",True,[421 111  70 262],0.30937910079956055,animal
13614,ZJ013614,train_features/ZJ013614.jpg,S0096,3.0,0.0946,"(159, 434, 60, 24)","[0.6718, 0.4305, 0.05, 0.1888]",True,[125 374  59  35],0.4340570867061615,bird
13615,ZJ013615,train_features/ZJ013615.jpg,S0009,0.0,0.0211,"(252, 467, 36, 24)","[0.7234, 0.6888, 0.05, 0.1222]",True,,,
13616,ZJ013616,train_features/ZJ013616.jpg,S0059,4.0,0.86,"(192, 49, 173, 346)","[0.04687, 0.3481, 0.3687, 0.3351]",True,[180  62 189 334],0.3226579427719116,animal
13617,ZJ013617,train_features/ZJ013617.jpg,S0043,3.0,0.638,"(4, 519, 335, 117)","[0.8046, 0, 0.1953, 0.9527]",True,,,
13618,ZJ013618,train_features/ZJ013618.jpg,S0043,3.0,0.0208,"(191, 148, 32, 54)","[0.225, 0.5194, 0.09687, 0.1111]",True,,,
13619,ZJ013619,train_features/ZJ013619.jpg,S0130,4.0,0.00794,"(126, 161, 145, 288)","[0.2453, 0.3388, 0.4625, 0.425]",True,,,
13620,ZJ013620,train_features/ZJ013620.jpg,S0062,2.0,0.716,"(187, 513, 64, 50)","[0.5302, 0.3388, 0.06041, 0.1333]",True,,,
13621,ZJ013621,train_features/ZJ013621.jpg,S0069,3.0,0.0462,"(508, 562, 12, 114)","[0.5812, 0.9333, 0.127, 0.03703]",True,,,
13622,ZJ013622,train_features/ZJ013622.jpg,S0063,1.0,0.719,"(329, 883, 134, 73)","[0.9156, 0.6018, 0.08437, 0.2629]",True,,,
13623,ZJ013623,train_features/ZJ013623.jpg,S0170,1.0,0.626,"(137, 215, 57, 73)","[0.5861, 0.5541, 0.2249, 0.2708]",True,[129 208  74  80],0.3604036271572113,animal
13624,ZJ013624,train_features/ZJ013624.jpg,S0049,3.0,0.593,"(159, 4, 93, 262)","[0, 0.4305, 0.4218, 0.2805]",True,[156  14  89 216],0.3711986243724823,animal
13625,ZJ013625,train_features/ZJ013625.jpg,S0172,0.0,0.0478,"(89, 35, 20, 39)","[0.08611, 0.3541, 0.1305, 0.1166]",True,[83 31 23 47],0.335365355014801,animal
13626,ZJ013626,train_features/ZJ013626.jpg,S0014,4.0,0.798,"(256, 83, 94, 64)","[0.1234, 0.6999, 0.1124, 0.2833]",True,,,
13627,ZJ013627,train_features/ZJ013627.jpg,S0077,1.0,0.0251,"(191, 420, 44, 37)","[0.6499, 0.5194, 0.07031, 0.1444]",True,,,
13628,ZJ013628,train_features/ZJ013628.jpg,S0036,0.0,0.762,"(198, 5, 96, 101)","[0.001562, 0.5388, 0.1703, 0.2888]",True,[193   2 145 107],0.3086903393268585,animal
13629,ZJ013629,train_features/ZJ013629.jpg,S0167,4.0,0.514,"(106, 283, 30, 43)","[0.775, 0.4249, 0.1416, 0.1583]",True,,,
13630,ZJ013630,train_features/ZJ013630.jpg,S0101,1.0,,,,False,,,
13631,ZJ013631,train_features/ZJ013631.jpg,S0062,2.0,0.64,"(191, 857, 79, 99)","[0.8885, 0.3462, 0.1114, 0.1611]",True,,,
13632,ZJ013632,train_features/ZJ013632.jpg,S0089,3.0,0.636,"(273, 86, 67, 374)","[0.1281, 0.7472, 0.5968, 0.2083]",True,,,
13633,ZJ013633,train_features/ZJ013633.jpg,S0023,2.0,0.0112,"(90, 375, 202, 174)","[0.5796, 0.2567, 0.2843, 0.6268]",True,,,
13634,ZJ013634,train_features/ZJ013634.jpg,S0022,0.0,0.256,"(242, 4, 114, 144)","[0, 0.6611, 0.2374, 0.3388]",True,,,
13635,ZJ013635,train_features/ZJ013635.jpg,S0173,1.0,0.774,"(222, 51, 106, 53)","[0.07343, 0.6507, 0.09531, 0.3402]",True,,,
13636,ZJ013636,train_features/ZJ013636.jpg,S0060,2.0,0.0529,"(396, 87, 124, 224)","[0.08645, 0.7259, 0.2416, 0.2444]",True,,,
13637,ZJ013637,train_features/ZJ013637.jpg,S0096,3.0,0.241,"(204, 482, 32, 65)","[0.7468, 0.597, 0.114, 0.1194]",True,,,
13638,ZJ013638,train_features/ZJ013638.jpg,S0056,2.0,0.0878,"(68, 4, 13, 1)","[0, 0.5333, 0.05624, 0.1749]",True,,,
13639,ZJ013639,train_features/ZJ013639.jpg,S0149,0.0,0.0385,"(204, 99, 41, 78)","[0.1484, 0.5555, 0.1343, 0.1361]",True,,,
13640,ZJ013640,train_features/ZJ013640.jpg,S0123,0.0,0.012,"(41, 471, 110, 120)","[0.7296, 0.1027, 0.2, 0.3277]",True,,,
13641,ZJ013641,train_features/ZJ013641.jpg,S0049,3.0,0.727,"(94, 4, 98, 18)","[0, 0.25, 0.04062, 0.2944]",True,,,
13642,ZJ013642,train_features/ZJ013642.jpg,S0122,0.0,0.883,"(244, 42, 96, 217)","[0.05937, 0.6666, 0.3515, 0.2888]",True,,,
13643,ZJ013643,train_features/ZJ013643.jpg,S0023,2.0,0.00757,"(90, 366, 203, 195)","[0.5656, 0.2567, 0.3171, 0.6298]",True,,,
13644,ZJ013644,train_features/ZJ013644.jpg,S0036,0.0,0.141,"(101, 494, 53, 26)","[0.7656, 0.2694, 0.05312, 0.1694]",True,[ 96 488  58  37],0.5694534778594971,bird
13645,ZJ013645,train_features/ZJ013645.jpg,S0009,0.0,0.915,"(167, 180, 164, 456)","[0.2749, 0.4865, 0.725, 0.5134]",True,[164 178 169 460],0.35269448161125183,animal
13646,ZJ013646,train_features/ZJ013646.jpg,S0029,4.0,0.0225,"(309, 436, 21, 46)","[0.45, 0.5648, 0.05624, 0.0537]",True,,,
13647,ZJ013647,train_features/ZJ013647.jpg,S0147,2.0,0.654,"(278, 261, 20, 48)","[0.4015, 0.7611, 0.08749, 0.07777]",True,,,
13648,ZJ013648,train_features/ZJ013648.jpg,S0123,0.0,0.8,"(209, 229, 46, 90)","[0.3515, 0.5694, 0.1531, 0.15]",True,[203 223  53  98],0.407416969537735,animal
13649,ZJ013649,train_features/ZJ013649.jpg,S0083,2.0,0.362,"(225, 735, 294, 221)","[0.7614, 0.4092, 0.2385, 0.5592]",True,[221 736 301 216],0.4203709363937378,leopard
13650,ZJ013650,train_features/ZJ013650.jpg,S0061,1.0,0.0051,"(412, 739, 108, 217)","[0.7656, 0.7555, 0.2343, 0.2148]",True,,,
13651,ZJ013651,train_features/ZJ013651.jpg,S0062,2.0,0.85,"(327, 547, 53, 223)","[0.5656, 0.5981, 0.2406, 0.1129]",True,,,
13652,ZJ013652,train_features/ZJ013652.jpg,S0120,2.0,0.865,"(220, 239, 227, 197)","[0.2447, 0.3999, 0.2135, 0.4351]",True,[214 231 235 207],0.5649229884147644,bird
13653,ZJ013653,train_features/ZJ013653.jpg,S0061,1.0,0.44,"(313, 52, 154, 176)","[0.04999, 0.5722, 0.1916, 0.3]",True,,,
13654,ZJ013654,train_features/ZJ013654.jpg,S0110,4.0,0.902,"(292, 179, 64, 246)","[0.2734, 0.7999, 0.3968, 0.2]",True,[289 173  69 252],0.46337446570396423,bird
13655,ZJ013655,train_features/ZJ013655.jpg,S0156,0.0,0.934,"(360, 118, 160, 455)","[0.1187, 0.6592, 0.4822, 0.3111]",True,[358 113 164 455],0.32014521956443787,animal
13656,ZJ013656,train_features/ZJ013656.jpg,S0030,1.0,0.387,"(280, 445, 62, 32)","[0.4593, 0.5111, 0.04166, 0.1296]",True,,,
13657,ZJ013657,train_features/ZJ013657.jpg,S0141,3.0,0.386,"(207, 36, 52, 58)","[0.05, 0.5638, 0.1031, 0.1666]",True,,,
13658,ZJ013658,train_features/ZJ013658.jpg,S0170,1.0,0.0311,"(4, 4, 226, 352)","[0, 0, 1.0, 0.975]",True,,,
13659,ZJ013659,train_features/ZJ013659.jpg,S0184,0.0,0.065,"(322, 4, 31, 28)","[0, 0.5888, 0.0375, 0.07222]",True,,,
13660,ZJ013660,train_features/ZJ013660.jpg,S0074,0.0,0.385,"(281, 359, 59, 61)","[0.5546, 0.7694, 0.1078, 0.1861]",True,[322   0  37  37],0.32265493273735046,civet_genet
13661,ZJ013661,train_features/ZJ013661.jpg,S0009,0.0,,,,False,,,
13662,ZJ013662,train_features/ZJ013662.jpg,S0060,2.0,0.784,"(349, 545, 136, 291)","[0.5635, 0.6388, 0.3114, 0.2666]",True,,,
13663,ZJ013663,train_features/ZJ013663.jpg,S0127,3.0,0.876,"(226, 260, 66, 107)","[0.4, 0.6166, 0.1796, 0.2055]",True,,,
13664,ZJ013664,train_features/ZJ013664.jpg,S0120,2.0,0.902,"(248, 262, 132, 116)","[0.2687, 0.4737, 0.1291, 0.2718]",True,[244 256 131 107],0.5316808819770813,animal
13665,ZJ013665,train_features/ZJ013665.jpg,S0060,2.0,0.253,"(242, 178, 70, 75)","[0.1812, 0.4407, 0.08645, 0.1444]",True,[502   0  36  37],0.30873677134513855,civet_genet
13666,ZJ013666,train_features/ZJ013666.jpg,S0009,0.0,0.418,"(283, 318, 48, 269)","[0.4906, 0.8328, 0.4328, 0.1671]",True,,,
13667,ZJ013667,train_features/ZJ013667.jpg,S0030,1.0,0.886,"(144, 385, 184, 234)","[0.3968, 0.2592, 0.252, 0.3555]",True,[140 376 181 247],0.5068461894989014,animal
13668,ZJ013668,train_features/ZJ013668.jpg,S0133,0.0,0.531,"(69, 4, 274, 239)","[0, 0.1805, 0.3859, 0.7833]",True,,,
13669,ZJ013669,train_features/ZJ013669.jpg,S0093,1.0,0.0345,"(482, 339, 38, 66)","[0.3489, 0.8851, 0.07708, 0.08518]",True,,,
13670,ZJ013670,train_features/ZJ013670.jpg,S0133,0.0,0.202,"(276, 483, 49, 66)","[0.7484, 0.7555, 0.1156, 0.1583]",True,,,
13671,ZJ013671,train_features/ZJ013671.jpg,S0062,2.0,0.904,"(193, 550, 161, 70)","[0.5687, 0.3499, 0.08124, 0.3129]",True,[196 542 160  81],0.37097805738449097,antelope_duiker
13672,ZJ013672,train_features/ZJ013672.jpg,S0085,4.0,0.863,"(181, 354, 50, 53)","[0.5468, 0.4916, 0.09531, 0.1611]",True,,,
13673,ZJ013673,train_features/ZJ013673.jpg,S0060,2.0,0.245,"(289, 257, 99, 214)","[0.2635, 0.5277, 0.2312, 0.1981]",True,,,
13674,ZJ013674,train_features/ZJ013674.jpg,S0081,1.0,0.512,"(343, 299, 26, 45)","[0.3072, 0.6277, 0.0552, 0.06296]",True,,,
13675,ZJ013675,train_features/ZJ013675.jpg,S0038,1.0,0.0108,"(219, 773, 291, 183)","[0.801, 0.4174, 0.1989, 0.5805]",True,,,
13676,ZJ013676,train_features/ZJ013676.jpg,S0184,0.0,0.586,"(295, 257, 48, 68)","[0.2635, 0.5388, 0.07916, 0.1037]",True,,,
13677,ZJ013677,train_features/ZJ013677.jpg,S0008,4.0,0.851,"(257, 4, 83, 126)","[0, 0.7027, 0.2093, 0.2527]",True,[251   5  91 129],0.4646798074245453,animal
13678,ZJ013678,train_features/ZJ013678.jpg,S0047,2.0,0.00742,"(102, 123, 16, 26)","[0.1859, 0.2722, 0.05312, 0.06666]",True,,,
13679,ZJ013679,train_features/ZJ013679.jpg,S0053,3.0,,,,False,,,
13680,ZJ013680,train_features/ZJ013680.jpg,S0004,2.0,0.786,"(274, 263, 65, 127)","[0.4046, 0.7499, 0.2109, 0.2027]",True,[270 259  70 120],0.4605025351047516,animal
13681,ZJ013681,train_features/ZJ013681.jpg,S0036,0.0,0.128,"(202, 363, 40, 57)","[0.5609, 0.55, 0.1015, 0.1333]",True,,,
13682,ZJ013682,train_features/ZJ013682.jpg,S0134,1.0,0.326,"(373, 67, 31, 47)","[0.06562, 0.6833, 0.05729, 0.07222]",True,[368  61  41  57],0.3391602635383606,animal
13683,ZJ013683,train_features/ZJ013683.jpg,S0022,0.0,0.53,"(244, 4, 112, 144)","[0, 0.6666, 0.2374, 0.3333]",True,,,
13684,ZJ013684,train_features/ZJ013684.jpg,S0095,2.0,0.969,"(178, 4, 341, 398)","[0, 0.3222, 0.4229, 0.6462]",True,[180   0 342 404],0.453798770904541,animal
13685,ZJ013685,train_features/ZJ013685.jpg,S0002,4.0,0.95,"(147, 548, 43, 81)","[0.8499, 0.3972, 0.139, 0.1416]",True,[142 544  52  88],0.40434572100639343,animal
13686,ZJ013686,train_features/ZJ013686.jpg,S0021,2.0,0.224,"(310, 261, 46, 57)","[0.4015, 0.85, 0.1015, 0.15]",True,,,
13687,ZJ013687,train_features/ZJ013687.jpg,S0016,1.0,0.807,"(253, 4, 201, 122)","[0, 0.4611, 0.1354, 0.387]",True,,,
13688,ZJ013688,train_features/ZJ013688.jpg,S0036,0.0,,,,False,,,
13689,ZJ013689,train_features/ZJ013689.jpg,S0070,1.0,0.972,"(4, 130, 515, 356)","[0.1312, 0, 0.3791, 0.9685]",True,[  0 127 522 361],0.4772607982158661,monkey_prosimian
13690,ZJ013690,train_features/ZJ013690.jpg,S0136,0.0,0.647,"(267, 467, 70, 73)","[0.7234, 0.7305, 0.1265, 0.2166]",True,,,
13691,ZJ013691,train_features/ZJ013691.jpg,S0083,2.0,0.901,"(4, 4, 515, 523)","[0, 0, 0.5531, 0.9685]",True,[  0   0 523 528],0.49125319719314575,leopard
13692,ZJ013692,train_features/ZJ013692.jpg,S0073,3.0,0.0195,"(308, 4, 48, 78)","[0, 0.8444, 0.1343, 0.1555]",True,,,
13693,ZJ013693,train_features/ZJ013693.jpg,S0136,0.0,0.73,"(228, 320, 87, 128)","[0.4937, 0.6222, 0.2125, 0.2638]",True,,,
13694,ZJ013694,train_features/ZJ013694.jpg,S0060,2.0,0.562,"(243, 410, 154, 130)","[0.4229, 0.4425, 0.1437, 0.3]",True,,,
13695,ZJ013695,train_features/ZJ013695.jpg,S0184,0.0,0.975,"(289, 841, 230, 115)","[0.8718, 0.5277, 0.1281, 0.4407]",True,[285 837 237 121],0.48450034856796265,antelope_duiker
13696,ZJ013696,train_features/ZJ013696.jpg,S0155,1.0,0.956,"(5, 4, 514, 952)","[0, 0.001851, 1.0, 0.9666]",True,[  0   0 523 958],0.6787416934967041,leopard
13697,ZJ013697,train_features/ZJ013697.jpg,S0183,0.0,,,,False,,,
13698,ZJ013698,train_features/ZJ013698.jpg,S0029,4.0,0.132,"(372, 571, 51, 73)","[0.5906, 0.6814, 0.08437, 0.1092]",True,,,
13699,ZJ013699,train_features/ZJ013699.jpg,S0062,2.0,0.103,"(442, 346, 77, 384)","[0.3562, 0.8111, 0.4083, 0.1574]",True,,,
13700,ZJ013700,train_features/ZJ013700.jpg,S0080,1.0,0.223,"(66, 106, 19, 25)","[0.6375, 0.5166, 0.2062, 0.2249]",True,,,
13701,ZJ013701,train_features/ZJ013701.jpg,S0070,1.0,0.692,"(335, 366, 89, 76)","[0.377, 0.6129, 0.08749, 0.1796]",True,[331 359  90  87],0.3273136615753174,bird
13702,ZJ013702,train_features/ZJ013702.jpg,S0023,2.0,0.931,"(222, 4, 117, 183)","[0, 0.6055, 0.2984, 0.3472]",True,,,
13703,ZJ013703,train_features/ZJ013703.jpg,S0043,3.0,0.485,"(111, 610, 150, 26)","[0.9468, 0.2972, 0.05312, 0.4388]",True,,,
13704,ZJ013704,train_features/ZJ013704.jpg,S0083,2.0,0.965,"(164, 4, 355, 952)","[0, 0.2962, 1.0, 0.6722]",True,[160   3 363 956],0.7403263449668884,leopard
13705,ZJ013705,train_features/ZJ013705.jpg,S0060,2.0,0.692,"(349, 334, 118, 444)","[0.3437, 0.6388, 0.4708, 0.2333]",True,,,
13706,ZJ013706,train_features/ZJ013706.jpg,S0184,0.0,0.909,"(347, 244, 114, 95)","[0.2499, 0.6351, 0.1072, 0.2259]",True,[346 239 115 102],0.3334416449069977,leopard
13707,ZJ013707,train_features/ZJ013707.jpg,S0186,4.0,0.103,"(472, 594, 47, 134)","[0.6145, 0.8666, 0.1479, 0.1018]",True,,,
13708,ZJ013708,train_features/ZJ013708.jpg,S0108,0.0,0.66,"(245, 98, 94, 177)","[0.1468, 0.6694, 0.289, 0.2833]",True,,,
13709,ZJ013709,train_features/ZJ013709.jpg,S0164,4.0,0.359,"(166, 115, 62, 62)","[0.3083, 0.6749, 0.1944, 0.2916]",True,[161 110  73  81],0.3839331567287445,animal
13710,ZJ013710,train_features/ZJ013710.jpg,S0159,2.0,0.0297,"(109, 4, 7, 10)","[0, 0.875, 0.1124, 0.125]",True,,,
13711,ZJ013711,train_features/ZJ013711.jpg,S0030,1.0,0.938,"(138, 394, 191, 227)","[0.4062, 0.2481, 0.2447, 0.3685]",True,[133 390 194 234],0.5254977345466614,animal
13712,ZJ013712,train_features/ZJ013712.jpg,S0014,4.0,0.716,"(293, 195, 62, 91)","[0.2984, 0.8027, 0.1546, 0.1944]",True,,,
13713,ZJ013713,train_features/ZJ013713.jpg,S0073,3.0,0.00567,"(218, 611, 23, 25)","[0.9484, 0.5944, 0.05156, 0.08611]",True,,,
13714,ZJ013714,train_features/ZJ013714.jpg,S0043,3.0,0.936,"(136, 529, 204, 107)","[0.8203, 0.3666, 0.1796, 0.5888]",True,[142 525 200 114],0.47514957189559937,monkey_prosimian
13715,ZJ013715,train_features/ZJ013715.jpg,S0101,1.0,0.196,"(277, 4, 62, 114)","[0, 0.7583, 0.1906, 0.1944]",True,,,
13716,ZJ013716,train_features/ZJ013716.jpg,S0043,3.0,0.94,"(4, 362, 327, 274)","[0.5593, 0, 0.4406, 1.0]",True,[  0 357 334 282],0.33054637908935547,animal
13717,ZJ013717,train_features/ZJ013717.jpg,S0030,1.0,0.636,"(299, 155, 106, 348)","[0.1572, 0.5462, 0.3708, 0.2111]",True,,,
13718,ZJ013718,train_features/ZJ013718.jpg,S0156,0.0,0.926,"(297, 800, 221, 156)","[0.8291, 0.5425, 0.1708, 0.424]",True,[290 796 224 162],0.42955121397972107,animal
13719,ZJ013719,train_features/ZJ013719.jpg,S0023,2.0,0.752,"(230, 250, 71, 52)","[0.3843, 0.6277, 0.09375, 0.2194]",True,[215 246  84  74],0.35721588134765625,antelope_duiker
13720,ZJ013720,train_features/ZJ013720.jpg,S0021,2.0,0.0108,"(34, 188, 17, 11)","[0.2875, 0.08955, 0.02968, 0.07462]",True,,,
13721,ZJ013721,train_features/ZJ013721.jpg,S0009,0.0,0.845,"(294, 44, 46, 184)","[0.0625, 0.8055, 0.3, 0.15]",True,[266 529  77  71],0.4061526358127594,bird
13722,ZJ013722,train_features/ZJ013722.jpg,S0023,2.0,0.0158,"(327, 547, 4, 33)","[0.8484, 0.9641, 0.06406, 0.03582]",True,,,
13723,ZJ013723,train_features/ZJ013723.jpg,S0120,2.0,0.789,"(118, 14, 198, 233)","[0.01041, 0.2111, 0.251, 0.3814]",True,,,
13724,ZJ013724,train_features/ZJ013724.jpg,S0008,4.0,0.445,"(256, 7, 83, 121)","[0.004687, 0.7, 0.2015, 0.2527]",True,,,
13725,ZJ013725,train_features/ZJ013725.jpg,S0060,2.0,0.762,"(242, 10, 60, 34)","[0.006249, 0.4407, 0.04374, 0.1259]",True,,,
13726,ZJ013726,train_features/ZJ013726.jpg,S0141,3.0,0.175,"(204, 33, 53, 60)","[0.04531, 0.5555, 0.1062, 0.1694]",True,,,
13727,ZJ013727,train_features/ZJ013727.jpg,S0036,0.0,0.37,"(281, 223, 35, 44)","[0.3421, 0.7694, 0.08124, 0.1194]",True,,,
13728,ZJ013728,train_features/ZJ013728.jpg,S0059,4.0,0.773,"(151, 365, 348, 581)","[0.376, 0.2722, 0.6135, 0.6592]",True,[148 432 343 500],0.7162447571754456,leopard
13729,ZJ013729,train_features/ZJ013729.jpg,S0163,2.0,0.763,"(291, 220, 65, 271)","[0.3374, 0.7972, 0.4359, 0.2027]",True,[285 290  73 209],0.34410959482192993,animal
13730,ZJ013730,train_features/ZJ013730.jpg,S0188,3.0,0.0558,"(136, 138, 12, 6)","[0.3722, 0.5499, 0.03888, 0.08333]",True,,,
13731,ZJ013731,train_features/ZJ013731.jpg,S0060,2.0,0.433,"(308, 318, 88, 149)","[0.327, 0.5629, 0.1635, 0.1777]",True,,,
13732,ZJ013732,train_features/ZJ013732.jpg,S0001,0.0,0.791,"(4, 4, 335, 632)","[0, 0, 1.0, 0.9527]",True,,,
13733,ZJ013733,train_features/ZJ013733.jpg,S0083,2.0,0.14,"(5, 4, 515, 951)","[0, 0.001851, 0.9989, 0.9685]",True,[  1   1 521 957],0.3129536807537079,leopard
13734,ZJ013734,train_features/ZJ013734.jpg,S0080,1.0,0.00575,"(71, 4, 45, 31)","[0, 0.5583, 0.2437, 0.4416]",True,,,
13735,ZJ013735,train_features/ZJ013735.jpg,S0023,2.0,0.109,"(270, 4, 61, 30)","[0, 0.794, 0.05937, 0.2059]",True,,,
13736,ZJ013736,train_features/ZJ013736.jpg,S0133,0.0,0.349,"(93, 240, 157, 199)","[0.3687, 0.2472, 0.3234, 0.4583]",True,,,
13737,ZJ013737,train_features/ZJ013737.jpg,S0063,1.0,0.946,"(397, 30, 123, 240)","[0.02708, 0.7277, 0.2583, 0.2425]",True,[394  33 128 237],0.3943072259426117,antelope_duiker
13738,ZJ013738,train_features/ZJ013738.jpg,S0043,3.0,0.812,"(4, 489, 327, 147)","[0.7578, 0, 0.2421, 1.0]",True,[  0 488 334 151],0.36612921953201294,animal
13739,ZJ013739,train_features/ZJ013739.jpg,S0024,2.0,0.199,"(4, 118, 326, 518)","[0.1781, 0, 0.8218, 0.997]",True,,,
13740,ZJ013740,train_features/ZJ013740.jpg,S0060,2.0,0.578,"(307, 4, 107, 151)","[0, 0.5611, 0.1656, 0.2129]",True,,,
13741,ZJ013741,train_features/ZJ013741.jpg,S0141,3.0,0.721,"(267, 343, 40, 62)","[0.5296, 0.7305, 0.1093, 0.1333]",True,[265 337  43  71],0.42682206630706787,animal
13742,ZJ013742,train_features/ZJ013742.jpg,S0008,4.0,0.475,"(234, 4, 104, 123)","[0, 0.6388, 0.2046, 0.3111]",True,[172 210  88  55],0.432729035615921,bird
13743,ZJ013743,train_features/ZJ013743.jpg,S0120,2.0,0.244,"(233, 439, 47, 54)","[0.4531, 0.424, 0.06458, 0.1018]",True,,,
13744,ZJ013744,train_features/ZJ013744.jpg,S0020,4.0,0.633,"(301, 826, 78, 128)","[0.8562, 0.5499, 0.1416, 0.1592]",True,[312 854  68 102],0.39285171031951904,bird
13745,ZJ013745,train_features/ZJ013745.jpg,S0120,2.0,0.637,"(220, 177, 60, 42)","[0.1802, 0.3999, 0.05208, 0.1259]",True,,,
13746,ZJ013746,train_features/ZJ013746.jpg,S0186,4.0,0.719,"(144, 140, 205, 114)","[0.1416, 0.2592, 0.127, 0.3944]",True,[133 135 212 125],0.38248008489608765,animal
13747,ZJ013747,train_features/ZJ013747.jpg,S0125,2.0,0.0607,"(161, 656, 58, 74)","[0.6791, 0.2907, 0.08541, 0.1222]",True,,,
13748,ZJ013748,train_features/ZJ013748.jpg,S0108,0.0,0.514,"(239, 50, 50, 26)","[0.07187, 0.6527, 0.05312, 0.1611]",True,,,
13749,ZJ013749,train_features/ZJ013749.jpg,S0134,1.0,0.933,"(457, 4, 63, 119)","[0, 0.8388, 0.1322, 0.1314]",True,,,
13750,ZJ013750,train_features/ZJ013750.jpg,S0147,2.0,0.0195,"(246, 458, 18, 38)","[0.7093, 0.6722, 0.07187, 0.07222]",True,,,
13751,ZJ013751,train_features/ZJ013751.jpg,S0069,3.0,0.885,"(4, 543, 514, 118)","[0.5614, 0, 0.1312, 0.9666]",True,,,
13752,ZJ013752,train_features/ZJ013752.jpg,S0123,0.0,0.719,"(247, 142, 92, 494)","[0.2156, 0.675, 0.7843, 0.2777]",True,,,
13753,ZJ013753,train_features/ZJ013753.jpg,S0123,0.0,0.382,"(261, 81, 77, 132)","[0.1203, 0.7138, 0.2187, 0.2361]",True,[256 127  51  82],0.3016321361064911,animal
13754,ZJ013754,train_features/ZJ013754.jpg,S0042,3.0,,,,False,,,
13755,ZJ013755,train_features/ZJ013755.jpg,S0020,4.0,0.353,"(382, 602, 33, 57)","[0.6229, 0.6999, 0.0677, 0.07592]",True,,,
13756,ZJ013756,train_features/ZJ013756.jpg,S0029,4.0,0.658,"(321, 491, 36, 65)","[0.5072, 0.6155, 0.07604, 0.08543]",True,,,
13757,ZJ013757,train_features/ZJ013757.jpg,S0141,3.0,0.437,"(300, 4, 30, 91)","[0, 0.8835, 0.1546, 0.1134]",True,,,
13758,ZJ013758,train_features/ZJ013758.jpg,S0002,4.0,0.019,"(257, 4, 51, 37)","[0, 0.7027, 0.07031, 0.1638]",True,,,
13759,ZJ013759,train_features/ZJ013759.jpg,S0071,1.0,0.782,"(271, 108, 71, 44)","[0.1083, 0.4944, 0.05416, 0.1462]",True,,,
