id,filepath,site,conf,bbox,bbox_normalized,bbox_true
ZJ019721,test_features/ZJ019721.jpg,S0128,0.96,"(211, 142, 129, 239)","[0.2156, 0.575, 0.3859, 0.3805]",True
ZJ019722,test_features/ZJ019722.jpg,S0041,0.924,"(105, 288, 180, 212)","[0.4437, 0.2805, 0.3437, 0.5222]",True
ZJ019723,test_features/ZJ019723.jpg,S0162,,,,False
ZJ019724,test_features/ZJ019724.jpg,S0037,0.109,"(229, 435, 70, 60)","[0.6734, 0.625, 0.1062, 0.2166]",True
ZJ019725,test_features/ZJ019725.jpg,S0116,0.258,"(272, 386, 45, 57)","[0.5968, 0.7444, 0.1015, 0.1472]",True
ZJ019726,test_features/ZJ019726.jpg,S0055,0.852,"(104, 176, 128, 111)","[0.2687, 0.2777, 0.1859, 0.3777]",True
ZJ019727,test_features/ZJ019727.jpg,S0040,0.631,"(269, 534, 39, 80)","[0.552, 0.4907, 0.09166, 0.08703]",True
ZJ019728,test_features/ZJ019728.jpg,S0037,0.822,"(161, 315, 129, 145)","[0.4859, 0.4361, 0.239, 0.3805]",True
ZJ019729,test_features/ZJ019729.jpg,S0142,0.545,"(153, 474, 103, 112)","[0.7343, 0.4138, 0.1875, 0.3083]",True
ZJ019730,test_features/ZJ019730.jpg,S0087,0.00594,"(48, 50, 21, 15)","[0.2875, 0.3666, 0.1437, 0.2416]",True
ZJ019731,test_features/ZJ019731.jpg,S0162,0.74,"(433, 5, 87, 276)","[0.001041, 0.7944, 0.2958, 0.1759]",True
ZJ019732,test_features/ZJ019732.jpg,S0162,0.0105,"(180, 920, 94, 36)","[0.9541, 0.3259, 0.04583, 0.1888]",True
ZJ019733,test_features/ZJ019733.jpg,S0199,0.0136,"(149, 138, 22, 40)","[0.3722, 0.6041, 0.1333, 0.125]",True
ZJ019734,test_features/ZJ019734.jpg,S0165,0.163,"(127, 215, 45, 29)","[0.5861, 0.5124, 0.1027, 0.2208]",True
ZJ019735,test_features/ZJ019735.jpg,S0128,0.747,"(286, 277, 53, 158)","[0.4265, 0.7833, 0.2593, 0.1694]",True
ZJ019736,test_features/ZJ019736.jpg,S0151,,,,False
ZJ019737,test_features/ZJ019737.jpg,S0162,0.0254,"(200, 924, 82, 32)","[0.9583, 0.3629, 0.04166, 0.1666]",True
ZJ019738,test_features/ZJ019738.jpg,S0116,0.693,"(255, 389, 84, 105)","[0.6015, 0.6972, 0.1765, 0.2555]",True
ZJ019739,test_features/ZJ019739.jpg,S0086,0.0458,"(11, 311, 81, 5)","[0.9593, 0.02916, 0.04062, 0.3708]",True
ZJ019740,test_features/ZJ019740.jpg,S0086,0.381,"(65, 15, 62, 84)","[0.03437, 0.2837, 0.2874, 0.3255]",True
ZJ019741,test_features/ZJ019741.jpg,S0040,0.0678,"(290, 4, 229, 671)","[0, 0.5296, 0.7072, 0.4388]",True
ZJ019742,test_features/ZJ019742.jpg,S0116,0.718,"(263, 100, 48, 58)","[0.1499, 0.7194, 0.1031, 0.1555]",True
ZJ019743,test_features/ZJ019743.jpg,S0072,0.0891,"(88, 418, 104, 59)","[0.4312, 0.1555, 0.06979, 0.2074]",True
ZJ019744,test_features/ZJ019744.jpg,S0058,0.0928,"(114, 59, 2, 0)","[0.3437, 0.9166, 0.05, 0.08333]",True
ZJ019745,test_features/ZJ019745.jpg,S0135,0.0162,"(199, 4, 141, 161)","[0, 0.5416, 0.264, 0.4138]",True
ZJ019746,test_features/ZJ019746.jpg,S0011,0.403,"(146, 392, 178, 237)","[0.6062, 0.4238, 0.3828, 0.5552]",True
ZJ019747,test_features/ZJ019747.jpg,S0145,0.483,"(401, 938, 115, 18)","[0.9729, 0.7351, 0.02708, 0.2277]",True
ZJ019748,test_features/ZJ019748.jpg,S0065,,,,False
ZJ019749,test_features/ZJ019749.jpg,S0116,0.923,"(250, 471, 90, 79)","[0.7296, 0.6833, 0.1359, 0.2722]",True
ZJ019750,test_features/ZJ019750.jpg,S0040,0.692,"(277, 210, 111, 176)","[0.2145, 0.5055, 0.1916, 0.2203]",True
ZJ019751,test_features/ZJ019751.jpg,S0162,0.621,"(195, 572, 159, 210)","[0.5916, 0.3537, 0.227, 0.3092]",True
ZJ019752,test_features/ZJ019752.jpg,S0066,0.94,"(130, 483, 120, 128)","[0.7484, 0.35, 0.2125, 0.3555]",True
ZJ019753,test_features/ZJ019753.jpg,S0041,0.264,"(155, 458, 46, 56)","[0.7093, 0.4194, 0.1, 0.15]",True
ZJ019754,test_features/ZJ019754.jpg,S0040,0.0169,"(135, 426, 86, 78)","[0.4395, 0.2425, 0.08958, 0.174]",True
ZJ019755,test_features/ZJ019755.jpg,S0040,0.916,"(231, 561, 89, 299)","[0.5802, 0.4203, 0.3197, 0.1796]",True
ZJ019756,test_features/ZJ019756.jpg,S0064,0.213,"(308, 173, 202, 783)","[0.176, 0.5629, 0.8239, 0.3888]",True
ZJ019757,test_features/ZJ019757.jpg,S0162,0.0545,"(321, 270, 123, 207)","[0.277, 0.587, 0.2239, 0.2425]",True
ZJ019758,test_features/ZJ019758.jpg,S0116,0.444,"(260, 100, 47, 58)","[0.1499, 0.7111, 0.1031, 0.1527]",True
ZJ019759,test_features/ZJ019759.jpg,S0128,0.936,"(289, 476, 51, 140)","[0.7374, 0.7916, 0.2312, 0.1638]",True
ZJ019760,test_features/ZJ019760.jpg,S0162,0.548,"(277, 5, 149, 229)","[0.001041, 0.5055, 0.2468, 0.2907]",True
ZJ019761,test_features/ZJ019761.jpg,S0114,0.258,"(4, 5, 327, 630)","[0.001562, 0, 0.9968, 1.0]",True
ZJ019762,test_features/ZJ019762.jpg,S0091,0.949,"(396, 650, 107, 156)","[0.6729, 0.7259, 0.1708, 0.2129]",True
ZJ019763,test_features/ZJ019763.jpg,S0072,0.92,"(371, 658, 148, 298)","[0.6812, 0.6796, 0.3187, 0.2888]",True
ZJ019764,test_features/ZJ019764.jpg,S0194,0.456,"(7, 4, 229, 17)","[0, 0.0125, 0.06944, 0.9875]",True
ZJ019765,test_features/ZJ019765.jpg,S0162,0.73,"(196, 440, 237, 333)","[0.4541, 0.3555, 0.3552, 0.4537]",True
ZJ019766,test_features/ZJ019766.jpg,S0194,0.806,"(5, 4, 227, 17)","[0, 0.004166, 0.06944, 0.9791]",True
ZJ019767,test_features/ZJ019767.jpg,S0103,0.00949,"(260, 181, 48, 20)","[0.2765, 0.7111, 0.04374, 0.1555]",True
ZJ019768,test_features/ZJ019768.jpg,S0052,0.924,"(283, 489, 236, 467)","[0.5052, 0.5166, 0.4947, 0.4518]",True
ZJ019769,test_features/ZJ019769.jpg,S0162,0.0969,"(198, 922, 87, 34)","[0.9562, 0.3592, 0.04374, 0.1759]",True
ZJ019770,test_features/ZJ019770.jpg,S0037,0.568,"(201, 495, 112, 53)","[0.7671, 0.5472, 0.09531, 0.3333]",True
ZJ019771,test_features/ZJ019771.jpg,S0199,0.0353,"(143, 50, 29, 97)","[0.1277, 0.5791, 0.2916, 0.1541]",True
ZJ019772,test_features/ZJ019772.jpg,S0091,0.88,"(357, 600, 157, 169)","[0.6208, 0.6537, 0.1843, 0.3055]",True
ZJ019773,test_features/ZJ019773.jpg,S0162,0.589,"(306, 116, 213, 279)","[0.1166, 0.5592, 0.2989, 0.4092]",True
ZJ019774,test_features/ZJ019774.jpg,S0168,0.201,"(126, 4, 45, 54)","[0, 0.5083, 0.1722, 0.2208]",True
ZJ019775,test_features/ZJ019775.jpg,S0064,0.817,"(224, 817, 35, 120)","[0.8468, 0.4074, 0.1333, 0.07962]",True
ZJ019776,test_features/ZJ019776.jpg,S0064,0.615,"(418, 761, 101, 80)","[0.7885, 0.7666, 0.09166, 0.2018]",True
ZJ019777,test_features/ZJ019777.jpg,S0072,0.842,"(354, 369, 72, 71)","[0.3802, 0.6481, 0.08229, 0.1481]",True
ZJ019778,test_features/ZJ019778.jpg,S0086,0.848,"(139, 111, 97, 127)","[0.3343, 0.5625, 0.4218, 0.4375]",True
ZJ019779,test_features/ZJ019779.jpg,S0037,0.472,"(204, 45, 152, 479)","[0.06406, 0.5555, 0.7609, 0.4444]",True
ZJ019780,test_features/ZJ019780.jpg,S0082,0.664,"(232, 710, 252, 246)","[0.7354, 0.4222, 0.2645, 0.4814]",True
ZJ019781,test_features/ZJ019781.jpg,S0072,,,,False
ZJ019782,test_features/ZJ019782.jpg,S0162,0.894,"(157, 274, 362, 256)","[0.2812, 0.2833, 0.275, 0.6851]",True
ZJ019783,test_features/ZJ019783.jpg,S0064,0.45,"(187, 585, 164, 240)","[0.6052, 0.3388, 0.2583, 0.3185]",True
ZJ019784,test_features/ZJ019784.jpg,S0199,0.00953,"(144, 61, 21, 42)","[0.1583, 0.5833, 0.1388, 0.1208]",True
ZJ019785,test_features/ZJ019785.jpg,S0100,0.164,"(219, 205, 106, 103)","[0.314, 0.5972, 0.1734, 0.3166]",True
ZJ019786,test_features/ZJ019786.jpg,S0116,0.871,"(289, 506, 51, 126)","[0.7843, 0.7916, 0.2093, 0.1638]",True
ZJ019787,test_features/ZJ019787.jpg,S0116,0.658,"(272, 83, 66, 69)","[0.1234, 0.7444, 0.1203, 0.2055]",True
ZJ019788,test_features/ZJ019788.jpg,S0128,0.952,"(226, 186, 113, 185)","[0.2843, 0.6166, 0.3015, 0.3361]",True
ZJ019789,test_features/ZJ019789.jpg,S0100,,,,False
ZJ019790,test_features/ZJ019790.jpg,S0132,0.873,"(159, 4, 193, 121)","[0, 0.4305, 0.2015, 0.5583]",True
ZJ019791,test_features/ZJ019791.jpg,S0111,0.811,"(186, 423, 53, 29)","[0.6546, 0.5055, 0.05781, 0.1694]",True
ZJ019792,test_features/ZJ019792.jpg,S0162,0.899,"(92, 306, 358, 556)","[0.3145, 0.1629, 0.5874, 0.6777]",True
ZJ019793,test_features/ZJ019793.jpg,S0072,0.318,"(473, 649, 47, 88)","[0.6718, 0.8685, 0.1, 0.1018]",True
ZJ019794,test_features/ZJ019794.jpg,S0072,0.717,"(329, 525, 62, 94)","[0.5427, 0.6018, 0.1062, 0.1296]",True
ZJ019795,test_features/ZJ019795.jpg,S0116,0.88,"(238, 414, 93, 38)","[0.6406, 0.6985, 0.07187, 0.3014]",True
ZJ019796,test_features/ZJ019796.jpg,S0067,0.0682,"(216, 458, 140, 123)","[0.7093, 0.5888, 0.2046, 0.4111]",True
ZJ019797,test_features/ZJ019797.jpg,S0151,0.605,"(254, 362, 84, 263)","[0.5593, 0.6944, 0.4234, 0.2555]",True
ZJ019798,test_features/ZJ019798.jpg,S0040,0.82,"(198, 365, 100, 136)","[0.376, 0.3592, 0.15, 0.2]",True
ZJ019799,test_features/ZJ019799.jpg,S0114,0.789,"(4, 4, 335, 460)","[0, 0, 0.7312, 0.9527]",True
ZJ019800,test_features/ZJ019800.jpg,S0100,,,,False
ZJ019801,test_features/ZJ019801.jpg,S0072,0.0193,"(325, 332, 61, 83)","[0.3416, 0.5944, 0.09479, 0.1277]",True
ZJ019802,test_features/ZJ019802.jpg,S0142,,,,False
ZJ019803,test_features/ZJ019803.jpg,S0162,,,,False
ZJ019804,test_features/ZJ019804.jpg,S0128,0.958,"(243, 150, 97, 181)","[0.2281, 0.6638, 0.2953, 0.2916]",True
ZJ019805,test_features/ZJ019805.jpg,S0091,0.85,"(314, 589, 190, 181)","[0.6093, 0.574, 0.1968, 0.3666]",True
ZJ019806,test_features/ZJ019806.jpg,S0037,0.808,"(176, 394, 101, 241)","[0.6093, 0.4777, 0.389, 0.3027]",True
ZJ019807,test_features/ZJ019807.jpg,S0086,0.212,"(200, 201, 24, 20)","[0.6156, 0.8166, 0.08749, 0.1333]",True
ZJ019808,test_features/ZJ019808.jpg,S0091,0.865,"(322, 575, 181, 198)","[0.5947, 0.5888, 0.2145, 0.3499]",True
ZJ019809,test_features/ZJ019809.jpg,S0086,0.613,"(208, 317, 28, 64)","[0.489, 0.6089, 0.1124, 0.1074]",True
ZJ019810,test_features/ZJ019810.jpg,S0128,0.558,"(247, 483, 47, 68)","[0.7484, 0.675, 0.1187, 0.1527]",True
ZJ019811,test_features/ZJ019811.jpg,S0064,0.206,"(363, 351, 128, 208)","[0.3614, 0.6648, 0.2249, 0.2518]",True
ZJ019812,test_features/ZJ019812.jpg,S0086,0.00645,"(119, 171, 14, 25)","[0.5218, 0.4791, 0.1031, 0.09166]",True
ZJ019813,test_features/ZJ019813.jpg,S0162,0.0234,"(189, 920, 96, 36)","[0.9541, 0.3425, 0.04583, 0.1925]",True
ZJ019814,test_features/ZJ019814.jpg,S0072,0.138,"(315, 219, 37, 99)","[0.2239, 0.5759, 0.1114, 0.08333]",True
ZJ019815,test_features/ZJ019815.jpg,S0041,0.916,"(114, 4, 186, 91)","[0, 0.3055, 0.1546, 0.5388]",True
ZJ019816,test_features/ZJ019816.jpg,S0072,0.888,"(458, 175, 61, 314)","[0.1781, 0.8407, 0.3354, 0.1277]",True
ZJ019817,test_features/ZJ019817.jpg,S0066,0.879,"(135, 353, 62, 82)","[0.5453, 0.3638, 0.1406, 0.1944]",True
ZJ019818,test_features/ZJ019818.jpg,S0100,0.834,"(255, 161, 84, 57)","[0.2453, 0.6972, 0.1015, 0.2555]",True
ZJ019819,test_features/ZJ019819.jpg,S0100,0.911,"(266, 235, 73, 36)","[0.3609, 0.7277, 0.06875, 0.2249]",True
ZJ019820,test_features/ZJ019820.jpg,S0067,0.497,"(107, 4, 248, 213)","[0, 0.2861, 0.3453, 0.7111]",True
ZJ019821,test_features/ZJ019821.jpg,S0039,,,,False
ZJ019822,test_features/ZJ019822.jpg,S0040,0.956,"(21, 214, 490, 738)","[0.2187, 0.033, 0.777, 0.9669]",True
ZJ019823,test_features/ZJ019823.jpg,S0162,,,,False
ZJ019824,test_features/ZJ019824.jpg,S0064,0.699,"(203, 443, 222, 285)","[0.4572, 0.3685, 0.3052, 0.4259]",True
ZJ019825,test_features/ZJ019825.jpg,S0067,0.00967,"(4, 156, 219, 123)","[0.2374, 0, 0.2046, 0.6305]",True
ZJ019826,test_features/ZJ019826.jpg,S0040,0.549,"(225, 426, 62, 58)","[0.4395, 0.4092, 0.06875, 0.1296]",True
ZJ019827,test_features/ZJ019827.jpg,S0111,0.962,"(201, 377, 155, 259)","[0.5828, 0.5472, 0.4171, 0.4527]",True
ZJ019828,test_features/ZJ019828.jpg,S0100,0.749,"(178, 83, 161, 345)","[0.1234, 0.4833, 0.5515, 0.4694]",True
ZJ019829,test_features/ZJ019829.jpg,S0128,0.484,"(229, 48, 46, 90)","[0.06875, 0.6249, 0.1531, 0.15]",True
ZJ019830,test_features/ZJ019830.jpg,S0128,0.6,"(122, 374, 50, 32)","[0.5781, 0.3277, 0.0625, 0.1611]",True
ZJ019831,test_features/ZJ019831.jpg,S0052,0.916,"(431, 10, 88, 498)","[0.006249, 0.7907, 0.527, 0.1777]",True
ZJ019832,test_features/ZJ019832.jpg,S0162,0.0455,"(4, 4, 514, 100)","[0, 0, 0.1124, 0.9666]",True
ZJ019833,test_features/ZJ019833.jpg,S0091,0.802,"(334, 74, 91, 57)","[0.07291, 0.6111, 0.0677, 0.1833]",True
ZJ019834,test_features/ZJ019834.jpg,S0114,0.319,"(122, 432, 132, 204)","[0.6687, 0.3522, 0.3312, 0.4179]",True
ZJ019835,test_features/ZJ019835.jpg,S0040,0.957,"(11, 212, 499, 744)","[0.2166, 0.01359, 0.7833, 0.9844]",True
ZJ019836,test_features/ZJ019836.jpg,S0082,0.678,"(324, 72, 105, 98)","[0.07083, 0.5925, 0.1104, 0.2092]",True
ZJ019837,test_features/ZJ019837.jpg,S0041,0.949,"(30, 4, 300, 632)","[0, 0.07761, 1.0, 0.9194]",True
ZJ019838,test_features/ZJ019838.jpg,S0100,0.791,"(209, 37, 95, 152)","[0.05156, 0.5694, 0.25, 0.2861]",True
ZJ019839,test_features/ZJ019839.jpg,S0011,,,,False
ZJ019840,test_features/ZJ019840.jpg,S0033,0.91,"(184, 279, 155, 296)","[0.4296, 0.4999, 0.4749, 0.4527]",True
ZJ019841,test_features/ZJ019841.jpg,S0114,0.858,"(4, 93, 327, 542)","[0.139, 0, 0.8593, 1.0]",True
ZJ019842,test_features/ZJ019842.jpg,S0040,0.958,"(154, 428, 165, 433)","[0.4416, 0.2777, 0.4593, 0.3203]",True
ZJ019843,test_features/ZJ019843.jpg,S0065,0.044,"(287, 228, 52, 91)","[0.35, 0.7861, 0.1546, 0.1666]",True
ZJ019844,test_features/ZJ019844.jpg,S0142,0.129,"(151, 312, 57, 59)","[0.4812, 0.4083, 0.1046, 0.1805]",True
ZJ019845,test_features/ZJ019845.jpg,S0166,0.505,"(190, 556, 118, 80)","[0.8624, 0.5166, 0.1375, 0.3499]",True
ZJ019846,test_features/ZJ019846.jpg,S0072,0.416,"(488, 641, 32, 68)","[0.6635, 0.8962, 0.07916, 0.07407]",True
ZJ019847,test_features/ZJ019847.jpg,S0086,0.00573,"(107, 21, 33, 57)","[0.05312, 0.4291, 0.2031, 0.1708]",True
ZJ019848,test_features/ZJ019848.jpg,S0072,0.47,"(412, 326, 41, 56)","[0.3354, 0.7555, 0.06666, 0.09074]",True
ZJ019849,test_features/ZJ019849.jpg,S0033,0.505,"(115, 47, 225, 231)","[0.06718, 0.3083, 0.3734, 0.6472]",True
ZJ019850,test_features/ZJ019850.jpg,S0033,0.824,"(80, 4, 259, 237)","[0, 0.2111, 0.3828, 0.7416]",True
ZJ019851,test_features/ZJ019851.jpg,S0086,0.424,"(137, 268, 19, 31)","[0.825, 0.5541, 0.1218, 0.1124]",True
ZJ019852,test_features/ZJ019852.jpg,S0162,,,,False
ZJ019853,test_features/ZJ019853.jpg,S0145,0.00947,"(418, 404, 100, 135)","[0.4166, 0.7666, 0.1489, 0.2]",True
ZJ019854,test_features/ZJ019854.jpg,S0162,0.226,"(331, 890, 159, 66)","[0.9229, 0.6055, 0.07708, 0.3092]",True
ZJ019855,test_features/ZJ019855.jpg,S0065,0.665,"(319, 255, 21, 141)","[0.3921, 0.875, 0.2328, 0.08055]",True
ZJ019856,test_features/ZJ019856.jpg,S0118,0.315,"(254, 248, 85, 279)","[0.3812, 0.6944, 0.4484, 0.2583]",True
ZJ019857,test_features/ZJ019857.jpg,S0033,0.9,"(183, 280, 156, 310)","[0.4312, 0.4972, 0.4968, 0.4555]",True
ZJ019858,test_features/ZJ019858.jpg,S0126,0.789,"(449, 781, 70, 175)","[0.8093, 0.824, 0.1906, 0.1444]",True
ZJ019859,test_features/ZJ019859.jpg,S0040,0.301,"(239, 368, 54, 56)","[0.3791, 0.4351, 0.06666, 0.1148]",True
ZJ019860,test_features/ZJ019860.jpg,S0011,,,,False
ZJ019861,test_features/ZJ019861.jpg,S0041,0.933,"(35, 465, 320, 171)","[0.7203, 0.08611, 0.2796, 0.9111]",True
ZJ019862,test_features/ZJ019862.jpg,S0168,0.754,"(154, 176, 82, 114)","[0.4777, 0.625, 0.3388, 0.375]",True
ZJ019863,test_features/ZJ019863.jpg,S0064,0.684,"(133, 219, 283, 509)","[0.2239, 0.2388, 0.5385, 0.5388]",True
ZJ019864,test_features/ZJ019864.jpg,S0142,0.0371,"(177, 4, 48, 40)","[0, 0.4805, 0.075, 0.1555]",True
ZJ019865,test_features/ZJ019865.jpg,S0114,0.589,"(281, 39, 58, 236)","[0.05468, 0.7694, 0.3812, 0.1833]",True
ZJ019866,test_features/ZJ019866.jpg,S0082,0.113,"(357, 620, 113, 162)","[0.6416, 0.6537, 0.177, 0.224]",True
ZJ019867,test_features/ZJ019867.jpg,S0041,0.596,"(4, 4, 326, 247)","[0, 0, 0.3984, 0.997]",True
ZJ019868,test_features/ZJ019868.jpg,S0128,0.872,"(219, 278, 88, 56)","[0.4281, 0.5972, 0.1, 0.2666]",True
ZJ019869,test_features/ZJ019869.jpg,S0162,0.478,"(282, 434, 56, 154)","[0.4479, 0.5148, 0.1687, 0.1185]",True
ZJ019870,test_features/ZJ019870.jpg,S0162,0.605,"(206, 578, 77, 35)","[0.5979, 0.374, 0.04479, 0.1574]",True
ZJ019871,test_features/ZJ019871.jpg,S0116,0.739,"(174, 172, 103, 130)","[0.2625, 0.4722, 0.2156, 0.3083]",True
ZJ019872,test_features/ZJ019872.jpg,S0142,0.0547,"(157, 351, 55, 25)","[0.5421, 0.4249, 0.05156, 0.1749]",True
ZJ019873,test_features/ZJ019873.jpg,S0199,0.00515,"(138, 61, 28, 119)","[0.1583, 0.5583, 0.3527, 0.15]",True
ZJ019874,test_features/ZJ019874.jpg,S0100,0.016,"(34, 4, 305, 632)","[0, 0.08333, 1.0, 0.8694]",True
ZJ019875,test_features/ZJ019875.jpg,S0072,,,,False
ZJ019876,test_features/ZJ019876.jpg,S0067,0.485,"(172, 104, 184, 531)","[0.1562, 0.4666, 0.8421, 0.5333]",True
ZJ019877,test_features/ZJ019877.jpg,S0072,,,,False
ZJ019878,test_features/ZJ019878.jpg,S0100,0.0102,"(91, 534, 59, 50)","[0.8281, 0.2416, 0.09062, 0.1861]",True
ZJ019879,test_features/ZJ019879.jpg,S0040,0.947,"(144, 268, 161, 509)","[0.2749, 0.2592, 0.5385, 0.3129]",True
ZJ019880,test_features/ZJ019880.jpg,S0041,0.0424,"(251, 563, 41, 24)","[0.8734, 0.6861, 0.05, 0.1361]",True
ZJ019881,test_features/ZJ019881.jpg,S0082,0.588,"(253, 37, 202, 149)","[0.03437, 0.4611, 0.1635, 0.3888]",True
ZJ019882,test_features/ZJ019882.jpg,S0012,0.835,"(232, 649, 32, 103)","[0.6718, 0.4222, 0.1156, 0.07407]",True
ZJ019883,test_features/ZJ019883.jpg,S0162,0.0356,"(194, 925, 89, 31)","[0.9593, 0.3518, 0.04062, 0.1796]",True
ZJ019884,test_features/ZJ019884.jpg,S0114,0.529,"(4, 4, 326, 632)","[0, 0, 1.0, 0.997]",True
ZJ019885,test_features/ZJ019885.jpg,S0040,0.103,"(292, 4, 226, 671)","[0, 0.5333, 0.7072, 0.4333]",True
ZJ019886,test_features/ZJ019886.jpg,S0072,0.786,"(443, 596, 77, 125)","[0.6166, 0.8129, 0.1385, 0.1574]",True
ZJ019887,test_features/ZJ019887.jpg,S0116,0.0207,"(140, 609, 198, 27)","[0.9453, 0.3777, 0.05468, 0.5722]",True
ZJ019888,test_features/ZJ019888.jpg,S0086,0.807,"(261, 149, 69, 163)","[0.2265, 0.7671, 0.2671, 0.2298]",True
ZJ019889,test_features/ZJ019889.jpg,S0082,0.659,"(6, 7, 513, 948)","[0.003124, 0.003703, 0.9958, 0.9648]",True
ZJ019890,test_features/ZJ019890.jpg,S0072,0.128,"(349, 223, 48, 34)","[0.2281, 0.6699, 0.04374, 0.1087]",True
ZJ019891,test_features/ZJ019891.jpg,S0162,0.393,"(293, 905, 224, 51)","[0.9385, 0.5351, 0.06145, 0.4296]",True
ZJ019892,test_features/ZJ019892.jpg,S0065,0.784,"(328, 310, 12, 78)","[0.4781, 0.8999, 0.1343, 0.05555]",True
ZJ019893,test_features/ZJ019893.jpg,S0128,0.525,"(278, 299, 61, 135)","[0.4609, 0.7611, 0.2234, 0.1916]",True
ZJ019894,test_features/ZJ019894.jpg,S0162,0.0526,"(4, 4, 513, 100)","[0, 0, 0.1124, 0.9648]",True
ZJ019895,test_features/ZJ019895.jpg,S0040,0.848,"(202, 318, 89, 203)","[0.327, 0.3666, 0.2197, 0.1796]",True
ZJ019896,test_features/ZJ019896.jpg,S0100,0.555,"(227, 174, 109, 180)","[0.2656, 0.6194, 0.2937, 0.3249]",True
ZJ019897,test_features/ZJ019897.jpg,S0128,0.92,"(233, 4, 106, 54)","[0, 0.6361, 0.09687, 0.3166]",True
ZJ019898,test_features/ZJ019898.jpg,S0087,,,,False
ZJ019899,test_features/ZJ019899.jpg,S0118,0.018,"(4, 4, 335, 371)","[0, 0, 0.5921, 0.9527]",True
ZJ019900,test_features/ZJ019900.jpg,S0065,0.598,"(314, 449, 26, 109)","[0.6953, 0.8611, 0.1828, 0.09444]",True
ZJ019901,test_features/ZJ019901.jpg,S0128,0.871,"(235, 410, 100, 132)","[0.6343, 0.6416, 0.2187, 0.3]",True
ZJ019902,test_features/ZJ019902.jpg,S0086,0.00626,"(283, 458, 17, 85)","[0.7093, 0.8328, 0.1453, 0.07462]",True
ZJ019903,test_features/ZJ019903.jpg,S0040,0.951,"(89, 209, 264, 139)","[0.2135, 0.1574, 0.1531, 0.5037]",True
ZJ019904,test_features/ZJ019904.jpg,S0072,0.0134,"(447, 406, 73, 121)","[0.4187, 0.8203, 0.1343, 0.15]",True
ZJ019905,test_features/ZJ019905.jpg,S0162,0.77,"(437, 447, 83, 133)","[0.4614, 0.8018, 0.1468, 0.1685]",True
ZJ019906,test_features/ZJ019906.jpg,S0162,0.764,"(188, 902, 314, 54)","[0.9354, 0.3407, 0.06458, 0.5962]",True
ZJ019907,test_features/ZJ019907.jpg,S0064,0.135,"(407, 646, 113, 309)","[0.6687, 0.7462, 0.3302, 0.224]",True
ZJ019908,test_features/ZJ019908.jpg,S0033,0.447,"(143, 49, 59, 93)","[0.07031, 0.3861, 0.1578, 0.1861]",True
ZJ019909,test_features/ZJ019909.jpg,S0072,0.0746,"(323, 330, 61, 82)","[0.3395, 0.5907, 0.09375, 0.1277]",True
ZJ019910,test_features/ZJ019910.jpg,S0066,0.653,"(222, 485, 33, 28)","[0.7515, 0.6055, 0.05624, 0.1138]",True
ZJ019911,test_features/ZJ019911.jpg,S0052,0.808,"(5, 4, 514, 952)","[0, 0.001851, 1.0, 0.9666]",True
ZJ019912,test_features/ZJ019912.jpg,S0126,0.663,"(402, 425, 68, 188)","[0.4385, 0.737, 0.2041, 0.1407]",True
ZJ019913,test_features/ZJ019913.jpg,S0114,0.461,"(4, 4, 327, 482)","[0, 0, 0.7656, 1.0]",True
ZJ019914,test_features/ZJ019914.jpg,S0165,0.197,"(251, 490, 88, 127)","[0.7593, 0.6861, 0.2109, 0.2666]",True
ZJ019915,test_features/ZJ019915.jpg,S0011,,,,False
ZJ019916,test_features/ZJ019916.jpg,S0052,0.33,"(484, 169, 36, 243)","[0.1718, 0.8888, 0.2614, 0.08148]",True
ZJ019917,test_features/ZJ019917.jpg,S0165,0.337,"(129, 225, 78, 40)","[0.6138, 0.5208, 0.1333, 0.3583]",True
ZJ019918,test_features/ZJ019918.jpg,S0111,0.756,"(275, 172, 81, 286)","[0.2625, 0.7527, 0.4593, 0.2472]",True
ZJ019919,test_features/ZJ019919.jpg,S0116,0.397,"(261, 464, 63, 35)","[0.7187, 0.7138, 0.06718, 0.1972]",True
ZJ019920,test_features/ZJ019920.jpg,S0012,0.689,"(319, 488, 72, 57)","[0.5041, 0.5833, 0.0677, 0.1481]",True
ZJ019921,test_features/ZJ019921.jpg,S0199,0.00734,"(147, 140, 15, 38)","[0.3777, 0.5958, 0.1277, 0.09583]",True
ZJ019922,test_features/ZJ019922.jpg,S0041,0.915,"(42, 21, 283, 109)","[0.02656, 0.1055, 0.1828, 0.8083]",True
ZJ019923,test_features/ZJ019923.jpg,S0067,0.593,"(237, 290, 49, 124)","[0.4468, 0.6472, 0.2062, 0.1583]",True
ZJ019924,test_features/ZJ019924.jpg,S0072,0.448,"(386, 443, 73, 97)","[0.4572, 0.7074, 0.1093, 0.15]",True
ZJ019925,test_features/ZJ019925.jpg,S0066,0.867,"(173, 423, 181, 86)","[0.6546, 0.4694, 0.1468, 0.5249]",True
ZJ019926,test_features/ZJ019926.jpg,S0037,0.702,"(148, 155, 62, 40)","[0.2359, 0.3999, 0.075, 0.1944]",True
ZJ019927,test_features/ZJ019927.jpg,S0114,,,,False
ZJ019928,test_features/ZJ019928.jpg,S0128,0.924,"(239, 4, 100, 53)","[0, 0.6527, 0.09531, 0.3]",True
ZJ019929,test_features/ZJ019929.jpg,S0162,,,,False
