index,id,filepath,site,split,max_detection_conf,category,conf,bbox,bbox_true,bbox_transformed
12513,ZJ012510,train_features/ZJ012510.jpg,S0083,2.0,,,,,False,
12514,ZJ012511,train_features/ZJ012511.jpg,S0009,0.0,,,,,False,
12515,ZJ012512,train_features/ZJ012512.jpg,S0119,4.0,0.779,animal,0.779,"[0.6203, 0.8055, 0.08749, 0.1305]",True,"(294, 401, 39, 48)"
12516,ZJ012513,train_features/ZJ012513.jpg,S0027,3.0,0.699,animal,0.699,"[0.6687, 0.4388, 0.1453, 0.4861]",True,"(162, 432, 167, 85)"
12517,ZJ012514,train_features/ZJ012514.jpg,S0074,0.0,0.665,animal,0.665,"[0.7656, 0.8277, 0.1624, 0.1277]",True,"(302, 494, 38, 96)"
12518,ZJ012515,train_features/ZJ012515.jpg,S0123,0.0,0.904,animal,0.904,"[0.589, 0.7055, 0.1437, 0.1805]",True,"(258, 381, 57, 84)"
12519,ZJ012516,train_features/ZJ012516.jpg,S0054,2.0,0.635,animal,0.635,"[0, 0.6759, 0.2062, 0.2407]",True,"(369, 4, 122, 190)"
12520,ZJ012517,train_features/ZJ012517.jpg,S0022,0.0,0.172,animal,0.172,"[0.3875, 0.5277, 0.1312, 0.1861]",True,"(194, 252, 59, 76)"
12521,ZJ012518,train_features/ZJ012518.jpg,S0049,3.0,0.69,animal,0.69,"[0, 0.3805, 0.1156, 0.2805]",True,"(141, 4, 93, 66)"
12522,ZJ012519,train_features/ZJ012519.jpg,S0059,4.0,0.702,animal,0.702,"[0.8166, 0.3759, 0.101, 0.1074]",True,"(207, 788, 50, 89)"
12523,ZJ012520,train_features/ZJ012520.jpg,S0043,3.0,0.116,animal,0.116,"[0.3671, 0.5444, 0.08124, 0.08333]",True,"(200, 239, 22, 44)"
12524,ZJ012521,train_features/ZJ012521.jpg,S0036,0.0,,,,,False,
12525,ZJ012522,train_features/ZJ012522.jpg,S0008,4.0,0.567,animal,0.567,"[0, 0.6916, 0.2078, 0.2611]",True,"(253, 4, 86, 125)"
12526,ZJ012523,train_features/ZJ012523.jpg,S0096,3.0,0.819,animal,0.819,"[0.1515, 0.2194, 0.8484, 0.7777]",True,"(83, 101, 272, 535)"
12527,ZJ012524,train_features/ZJ012524.jpg,S0186,4.0,0.151,animal,0.151,"[0.04687, 0.5499, 0.2229, 0.1259]",True,"(301, 49, 60, 206)"
12528,ZJ012525,train_features/ZJ012525.jpg,S0070,1.0,0.618,animal,0.618,"[0.8885, 0.5166, 0.09791, 0.337]",True,"(283, 857, 174, 86)"
12529,ZJ012526,train_features/ZJ012526.jpg,S0014,4.0,0.846,animal,0.846,"[0.2999, 0.5416, 0.2249, 0.3027]",True,"(199, 196, 101, 136)"
12530,ZJ012527,train_features/ZJ012527.jpg,S0149,0.0,0.434,animal,0.434,"[0.7468, 0.3555, 0.05, 0.1555]",True,"(132, 482, 48, 24)"
12531,ZJ012528,train_features/ZJ012528.jpg,S0097,3.0,0.0202,animal,0.0202,"[0.3515, 0.5, 0.1562, 0.2166]",True,"(184, 229, 70, 92)"
12532,ZJ012529,train_features/ZJ012529.jpg,S0020,4.0,0.0481,animal,0.0481,"[0.2854, 0.4314, 0.1083, 0.2018]",True,"(237, 278, 101, 96)"
12533,ZJ012530,train_features/ZJ012530.jpg,S0005,4.0,0.926,animal,0.926,"[0, 0.2194, 0.5843, 0.7777]",True,"(83, 4, 272, 366)"
12534,ZJ012531,train_features/ZJ012531.jpg,S0059,4.0,0.905,animal,0.905,"[0.8, 0.7814, 0.1104, 0.187]",True,"(426, 772, 93, 98)"
12535,ZJ012532,train_features/ZJ012532.jpg,S0073,3.0,0.927,animal,0.927,"[0.3656, 0.5641, 0.4484, 0.4328]",True,"(193, 238, 137, 279)"
12536,ZJ012533,train_features/ZJ012533.jpg,S0070,1.0,0.449,animal,0.449,"[0.07812, 0.6462, 0.3114, 0.324]",True,"(353, 79, 167, 291)"
12537,ZJ012534,train_features/ZJ012534.jpg,S0043,3.0,0.761,animal,0.761,"[0.45, 0, 0.55, 1.0]",True,"(4, 292, 327, 344)"
12538,ZJ012535,train_features/ZJ012535.jpg,S0133,0.0,0.0136,animal,0.0136,"[0.4375, 0.5694, 0.08906, 0.1361]",True,"(209, 284, 41, 49)"
12539,ZJ012536,train_features/ZJ012536.jpg,S0060,2.0,0.676,animal,0.676,"[0.8895, 0.4481, 0.1104, 0.2648]",True,"(246, 858, 135, 98)"
12540,ZJ012537,train_features/ZJ012537.jpg,S0141,3.0,0.757,animal,0.757,"[0.4968, 0.6222, 0.1031, 0.3249]",True,"(228, 322, 109, 58)"
12541,ZJ012538,train_features/ZJ012538.jpg,S0130,4.0,0.00777,animal,0.00777,"[0.7781, 0.5194, 0.07968, 0.1361]",True,"(191, 502, 41, 43)"
12542,ZJ012539,train_features/ZJ012539.jpg,S0043,3.0,0.801,animal,0.801,"[0.225, 0.2472, 0.2984, 0.425]",True,"(93, 148, 145, 183)"
12543,ZJ012540,train_features/ZJ012540.jpg,S0043,3.0,0.0338,person,0.0338,"[0, 0.002777, 1.0, 0.9499]",True,"(5, 4, 334, 632)"
12544,ZJ012541,train_features/ZJ012541.jpg,S0105,3.0,0.233,animal,0.233,"[0.1972, 0, 0.8027, 1.0]",True,"(4, 75, 207, 281)"
12545,ZJ012542,train_features/ZJ012542.jpg,S0141,3.0,0.0514,animal,0.0514,"[0.007812, 0.5861, 0.1531, 0.1361]",True,"(215, 9, 41, 90)"
12546,ZJ012543,train_features/ZJ012543.jpg,S0141,3.0,0.744,animal,0.744,"[0.2249, 0.594, 0.05937, 0.2]",True,"(203, 148, 59, 30)"
12547,ZJ012544,train_features/ZJ012544.jpg,S0023,2.0,0.0101,animal,0.0101,"[0.9687, 0.01666, 0.03125, 0.2027]",True,"(10, 624, 65, 12)"
12548,ZJ012545,train_features/ZJ012545.jpg,S0074,0.0,0.668,animal,0.668,"[0, 0.4583, 0.4734, 0.5027]",True,"(169, 4, 173, 295)"
12549,ZJ012546,train_features/ZJ012546.jpg,S0170,1.0,0.818,animal,0.818,"[0, 0.3333, 1.0, 0.6625]",True,"(84, 4, 151, 352)"
12550,ZJ012547,train_features/ZJ012547.jpg,S0147,2.0,0.0051,vehicle,0.0051,"[0.8374, 0.6888, 0.1624, 0.2694]",True,"(252, 540, 89, 96)"
12551,ZJ012548,train_features/ZJ012548.jpg,S0029,4.0,0.0655,animal,0.0655,"[0.5927, 0.6796, 0.08124, 0.1111]",True,"(371, 573, 52, 70)"
12552,ZJ012549,train_features/ZJ012549.jpg,S0172,0.0,0.095,animal,0.095,"[0.08888, 0.3541, 0.1277, 0.09583]",True,"(89, 36, 15, 38)"
12553,ZJ012550,train_features/ZJ012550.jpg,S0185,0.0,0.111,animal,0.111,"[0, 0, 0.9984, 0.997]",True,"(4, 4, 326, 631)"
12554,ZJ012551,train_features/ZJ012551.jpg,S0002,4.0,0.693,animal,0.693,"[0.5609, 0, 0.439, 0.925]",True,"(4, 363, 325, 273)"
12555,ZJ012552,train_features/ZJ012552.jpg,S0089,3.0,,,,,False,
12556,ZJ012553,train_features/ZJ012553.jpg,S0008,4.0,0.919,animal,0.919,"[0, 0.6388, 0.2093, 0.3138]",True,"(234, 4, 105, 126)"
12557,ZJ012554,train_features/ZJ012554.jpg,S0101,1.0,0.343,animal,0.343,"[0.5171, 0.5638, 0.1781, 0.2166]",True,"(207, 335, 70, 106)"
12558,ZJ012555,train_features/ZJ012555.jpg,S0009,0.0,0.165,animal,0.165,"[0.725, 0.6861, 0.04687, 0.1277]",True,"(251, 468, 38, 22)"
12559,ZJ012556,train_features/ZJ012556.jpg,S0022,0.0,,,,,False,
12560,ZJ012557,train_features/ZJ012557.jpg,S0060,2.0,0.778,animal,0.778,"[0.6114, 0.6148, 0.04895, 0.2814]",True,"(336, 591, 144, 39)"
12561,ZJ012558,train_features/ZJ012558.jpg,S0110,4.0,0.811,animal,0.811,"[0.2031, 0.425, 0.25, 0.2972]",True,"(157, 134, 99, 152)"
12562,ZJ012559,train_features/ZJ012559.jpg,S0068,1.0,0.604,animal,0.604,"[0.5687, 0.6388, 0.06041, 0.1944]",True,"(349, 550, 97, 50)"
12563,ZJ012560,train_features/ZJ012560.jpg,S0180,4.0,0.0109,animal,0.0109,"[0.9277, 0.5333, 0.07222, 0.1875]",True,"(132, 338, 37, 18)"
12564,ZJ012561,train_features/ZJ012561.jpg,S0147,2.0,0.647,animal,0.647,"[0.2312, 0.4777, 0.1296, 0.4444]",True,"(176, 152, 152, 75)"
12565,ZJ012562,train_features/ZJ012562.jpg,S0003,2.0,0.552,animal,0.552,"[0.02968, 0.5416, 0.2031, 0.1916]",True,"(199, 23, 61, 122)"
12566,ZJ012563,train_features/ZJ012563.jpg,S0188,3.0,0.00753,animal,0.00753,"[0.5777, 0.4125, 0.1166, 0.15]",True,"(103, 212, 28, 34)"
12567,ZJ012564,train_features/ZJ012564.jpg,S0061,1.0,0.0575,animal,0.0575,"[0.227, 0.7203, 0.1156, 0.1092]",True,"(393, 222, 51, 103)"
12568,ZJ012565,train_features/ZJ012565.jpg,S0038,1.0,0.178,animal,0.178,"[0.8979, 0, 0.102, 0.998]",True,"(4, 866, 506, 90)"
12569,ZJ012566,train_features/ZJ012566.jpg,S0021,2.0,0.837,animal,0.837,"[0.5078, 0.3972, 0.1421, 0.1833]",True,"(147, 329, 58, 83)"
12570,ZJ012567,train_features/ZJ012567.jpg,S0059,4.0,0.286,animal,0.286,"[0.701, 0.5888, 0.07083, 0.09814]",True,"(322, 677, 45, 60)"
12571,ZJ012568,train_features/ZJ012568.jpg,S0130,4.0,,,,,False,
12572,ZJ012569,train_features/ZJ012569.jpg,S0122,0.0,0.397,animal,0.397,"[0, 0.5027, 0.125, 0.1555]",True,"(185, 4, 48, 72)"
12573,ZJ012570,train_features/ZJ012570.jpg,S0020,4.0,0.858,animal,0.858,"[0.7875, 0.7277, 0.2052, 0.1555]",True,"(397, 760, 76, 189)"
12574,ZJ012571,train_features/ZJ012571.jpg,S0060,2.0,0.591,animal,0.591,"[0.1447, 0.6185, 0.1114, 0.2814]",True,"(338, 143, 144, 99)"
12575,ZJ012572,train_features/ZJ012572.jpg,S0063,1.0,0.974,animal,0.974,"[0.102, 0.4296, 0.4291, 0.5388]",True,"(236, 102, 283, 404)"
12576,ZJ012573,train_features/ZJ012573.jpg,S0063,1.0,0.975,animal,0.975,"[0, 0.5518, 0.2947, 0.4185]",True,"(302, 4, 218, 275)"
12577,ZJ012574,train_features/ZJ012574.jpg,S0014,4.0,0.269,animal,0.269,"[0.4765, 0.7694, 0.1453, 0.1888]",True,"(281, 309, 60, 85)"
12578,ZJ012575,train_features/ZJ012575.jpg,S0120,2.0,0.0507,animal,0.0507,"[0.1531, 0.5277, 0.1812, 0.1814]",True,"(289, 151, 90, 166)"
12579,ZJ012576,train_features/ZJ012576.jpg,S0059,4.0,0.546,animal,0.546,"[0, 0.6259, 0.1812, 0.2166]",True,"(342, 4, 109, 166)"
12580,ZJ012577,train_features/ZJ012577.jpg,S0009,0.0,0.834,animal,0.834,"[0.8828, 0.7944, 0.1171, 0.1583]",True,"(290, 569, 49, 67)"
12581,ZJ012578,train_features/ZJ012578.jpg,S0004,2.0,0.268,animal,0.268,"[0.8609, 0.8138, 0.07343, 0.09444]",True,"(297, 555, 26, 39)"
12582,ZJ012579,train_features/ZJ012579.jpg,S0184,0.0,0.798,animal,0.798,"[0, 0.4277, 0.1041, 0.1629]",True,"(235, 4, 80, 92)"
12583,ZJ012580,train_features/ZJ012580.jpg,S0014,4.0,0.709,animal,0.709,"[0.2312, 0.4555, 0.1171, 0.3583]",True,"(168, 152, 121, 67)"
12584,ZJ012581,train_features/ZJ012581.jpg,S0008,4.0,0.673,animal,0.673,"[0, 0.6305, 0.2531, 0.3222]",True,"(231, 4, 108, 154)"
12585,ZJ012582,train_features/ZJ012582.jpg,S0021,2.0,0.52,animal,0.52,"[0.2921, 0.3944, 0.1234, 0.1222]",True,"(146, 191, 36, 71)"
12586,ZJ012583,train_features/ZJ012583.jpg,S0085,4.0,0.454,animal,0.454,"[0.4171, 0.4805, 0.1281, 0.2055]",True,"(177, 271, 66, 74)"
12587,ZJ012584,train_features/ZJ012584.jpg,S0036,0.0,,,,,False,
12588,ZJ012585,train_features/ZJ012585.jpg,S0059,4.0,0.836,animal,0.836,"[0.475, 0.7398, 0.5249, 0.2582]",True,"(385, 460, 125, 496)"
12589,ZJ012586,train_features/ZJ012586.jpg,S0059,4.0,0.891,animal,0.891,"[0.1041, 0.6796, 0.4031, 0.2888]",True,"(371, 104, 148, 379)"
12590,ZJ012587,train_features/ZJ012587.jpg,S0061,1.0,,,,,False,
12591,ZJ012588,train_features/ZJ012588.jpg,S0101,1.0,0.886,animal,0.886,"[0, 0.7694, 0.3968, 0.1833]",True,"(281, 4, 58, 246)"
12592,ZJ012589,train_features/ZJ012589.jpg,S0014,4.0,0.931,animal,0.931,"[0.5234, 0.4555, 0.2484, 0.3472]",True,"(168, 339, 117, 151)"
12593,ZJ012590,train_features/ZJ012590.jpg,S0014,4.0,0.915,animal,0.915,"[0.4015, 0.6972, 0.5984, 0.3]",True,"(255, 261, 100, 375)"
12594,ZJ012591,train_features/ZJ012591.jpg,S0101,1.0,0.253,animal,0.253,"[0.5265, 0.6388, 0.2781, 0.2249]",True,"(234, 341, 73, 170)"
12595,ZJ012592,train_features/ZJ012592.jpg,S0108,0.0,0.797,animal,0.797,"[0, 0.6916, 0.114, 0.1861]",True,"(253, 4, 59, 65)"
12596,ZJ012593,train_features/ZJ012593.jpg,S0023,2.0,0.0483,animal,0.0483,"[0.525, 0.194, 0.3296, 0.6805]",True,"(69, 340, 220, 203)"
12597,ZJ012594,train_features/ZJ012594.jpg,S0060,2.0,0.922,animal,0.922,"[0.02187, 0.7907, 0.6333, 0.1777]",True,"(431, 25, 88, 600)"
12598,ZJ012595,train_features/ZJ012595.jpg,S0063,1.0,0.0918,animal,0.0918,"[0.5322, 0.5018, 0.04791, 0.1055]",True,"(275, 515, 49, 38)"
12599,ZJ012596,train_features/ZJ012596.jpg,S0029,4.0,0.343,animal,0.343,"[0.6416, 0.7055, 0.07604, 0.07407]",True,"(385, 620, 32, 65)"
12600,ZJ012597,train_features/ZJ012597.jpg,S0059,4.0,0.5,animal,0.5,"[0, 0.6314, 0.1593, 0.2]",True,"(345, 4, 100, 145)"
12601,ZJ012598,train_features/ZJ012598.jpg,S0019,0.0,0.974,animal,0.974,"[0, 0.3388, 0.8229, 0.6314]",True,"(187, 4, 333, 782)"
12602,ZJ012599,train_features/ZJ012599.jpg,S0014,4.0,0.889,animal,0.889,"[0.2796, 0.4888, 0.2156, 0.3222]",True,"(180, 183, 108, 130)"
12603,ZJ012600,train_features/ZJ012600.jpg,S0188,3.0,0.495,animal,0.495,"[0.4972, 0.4749, 0.2888, 0.2791]",True,"(118, 183, 59, 96)"
12604,ZJ012601,train_features/ZJ012601.jpg,S0004,2.0,0.123,animal,0.123,"[0.7968, 0.125, 0.1, 0.06111]",True,"(49, 514, 14, 56)"
12605,ZJ012602,train_features/ZJ012602.jpg,S0074,0.0,0.0129,animal,0.0129,"[0.5406, 0.5666, 0.09687, 0.2861]",True,"(208, 350, 95, 54)"
12606,ZJ012603,train_features/ZJ012603.jpg,S0020,4.0,0.0778,animal,0.0778,"[0, 0.5296, 0.1437, 0.1777]",True,"(290, 4, 88, 130)"
12607,ZJ012604,train_features/ZJ012604.jpg,S0108,0.0,0.346,animal,0.346,"[0.09375, 0.6055, 0.05937, 0.1111]",True,"(222, 64, 32, 30)"
12608,ZJ012605,train_features/ZJ012605.jpg,S0131,0.0,0.885,animal,0.885,"[0.6703, 0.5472, 0.2656, 0.4055]",True,"(201, 433, 138, 162)"
12609,ZJ012606,train_features/ZJ012606.jpg,S0085,4.0,0.118,animal,0.118,"[0.2656, 0.4666, 0.1093, 0.1138]",True,"(172, 174, 33, 62)"
12610,ZJ012607,train_features/ZJ012607.jpg,S0062,2.0,0.642,animal,0.642,"[0.6562, 0.4481, 0.08541, 0.07222]",True,"(246, 634, 31, 74)"
12611,ZJ012608,train_features/ZJ012608.jpg,S0043,3.0,0.229,animal,0.229,"[0.5437, 0, 0.4562, 1.0]",True,"(4, 352, 327, 284)"
12612,ZJ012609,train_features/ZJ012609.jpg,S0023,2.0,0.413,animal,0.413,"[0.214, 0.6611, 0.1343, 0.1111]",True,"(242, 141, 32, 78)"
12613,ZJ012610,train_features/ZJ012610.jpg,S0074,0.0,0.247,animal,0.247,"[0.1874, 0.8027, 0.1343, 0.15]",True,"(293, 124, 46, 78)"
12614,ZJ012611,train_features/ZJ012611.jpg,S0120,2.0,0.226,animal,0.226,"[0.1531, 0.4574, 0.177, 0.2537]",True,"(251, 151, 129, 162)"
12615,ZJ012612,train_features/ZJ012612.jpg,S0008,4.0,0.15,animal,0.15,"[0.3953, 0.625, 0.1531, 0.2583]",True,"(229, 257, 85, 90)"
12616,ZJ012613,train_features/ZJ012613.jpg,S0014,4.0,0.915,animal,0.915,"[0.5218, 0.4555, 0.2484, 0.3583]",True,"(168, 338, 121, 151)"
12617,ZJ012614,train_features/ZJ012614.jpg,S0167,4.0,0.74,animal,0.74,"[0.7277, 0.3249, 0.07777, 0.1875]",True,"(82, 266, 37, 20)"
12618,ZJ012615,train_features/ZJ012615.jpg,S0175,4.0,0.0443,animal,0.0443,"[0.7861, 0.6999, 0.07222, 0.1875]",True,"(172, 287, 37, 18)"
12619,ZJ012616,train_features/ZJ012616.jpg,S0009,0.0,0.624,animal,0.624,"[0.5718, 0.5972, 0.1031, 0.1527]",True,"(219, 370, 47, 58)"
12620,ZJ012617,train_features/ZJ012617.jpg,S0077,1.0,0.00677,animal,0.00677,"[0.764, 0.1499, 0.1124, 0.3138]",True,"(58, 493, 105, 64)"
12621,ZJ012618,train_features/ZJ012618.jpg,S0125,2.0,0.96,animal,0.96,"[0, 0.337, 0.5739, 0.6314]",True,"(186, 4, 333, 543)"
12622,ZJ012619,train_features/ZJ012619.jpg,S0085,4.0,0.799,animal,0.799,"[0.4656, 0.5166, 0.1031, 0.1638]",True,"(190, 302, 51, 58)"
12623,ZJ012620,train_features/ZJ012620.jpg,S0009,0.0,0.0793,animal,0.0793,"[0.4468, 0.6666, 0.2734, 0.2861]",True,"(244, 290, 95, 167)"
12624,ZJ012621,train_features/ZJ012621.jpg,S0043,3.0,0.873,animal,0.873,"[0.2953, 0.2777, 0.1875, 0.675]",True,"(104, 193, 235, 112)"
12625,ZJ012622,train_features/ZJ012622.jpg,S0032,3.0,0.923,animal,0.923,"[0.6046, 0.5722, 0.09531, 0.2555]",True,"(210, 391, 84, 53)"
12626,ZJ012623,train_features/ZJ012623.jpg,S0060,2.0,0.911,animal,0.911,"[0, 0.7703, 0.2572, 0.2]",True,"(420, 4, 100, 239)"
12627,ZJ012624,train_features/ZJ012624.jpg,S0002,4.0,0.765,animal,0.765,"[0.02968, 0.7166, 0.1031, 0.2361]",True,"(262, 23, 77, 58)"
12628,ZJ012625,train_features/ZJ012625.jpg,S0085,4.0,0.974,animal,0.974,"[0, 0.2944, 0.6421, 0.6583]",True,"(110, 4, 229, 403)"
12629,ZJ012626,train_features/ZJ012626.jpg,S0097,3.0,0.753,animal,0.753,"[0.6453, 0.4694, 0.3171, 0.4805]",True,"(173, 417, 165, 195)"
12630,ZJ012627,train_features/ZJ012627.jpg,S0009,0.0,0.665,animal,0.665,"[0.675, 0.6555, 0.1171, 0.15]",True,"(240, 436, 46, 67)"
12631,ZJ012628,train_features/ZJ012628.jpg,S0020,4.0,0.703,animal,0.703,"[0.4791, 0.6148, 0.06875, 0.2222]",True,"(336, 464, 112, 58)"
12632,ZJ012629,train_features/ZJ012629.jpg,S0014,4.0,0.808,animal,0.808,"[0.864, 0.4499, 0.1359, 0.3194]",True,"(166, 557, 107, 79)"
12633,ZJ012630,train_features/ZJ012630.jpg,S0063,1.0,0.452,animal,0.452,"[0.9135, 0.5296, 0.08645, 0.1407]",True,"(290, 881, 68, 75)"
12634,ZJ012631,train_features/ZJ012631.jpg,S0049,3.0,0.0217,animal,0.0217,"[0.5078, 0.4999, 0.1015, 0.1305]",True,"(184, 329, 39, 57)"
12635,ZJ012632,train_features/ZJ012632.jpg,S0184,0.0,0.17,animal,0.17,"[0.8062, 0.5888, 0.1218, 0.1333]",True,"(322, 778, 64, 109)"
12636,ZJ012633,train_features/ZJ012633.jpg,S0009,0.0,0.847,animal,0.847,"[0.5984, 0.4985, 0.4015, 0.5014]",True,"(171, 387, 160, 249)"
12637,ZJ012634,train_features/ZJ012634.jpg,S0085,4.0,0.142,animal,0.142,"[0.04531, 0.4138, 0.1078, 0.15]",True,"(153, 33, 46, 61)"
12638,ZJ012635,train_features/ZJ012635.jpg,S0008,4.0,0.678,animal,0.678,"[0, 0.6305, 0.2093, 0.3222]",True,"(231, 4, 108, 126)"
12639,ZJ012636,train_features/ZJ012636.jpg,S0101,1.0,,,,,False,
12640,ZJ012637,train_features/ZJ012637.jpg,S0060,2.0,0.881,animal,0.881,"[0.1364, 0.637, 0.4656, 0.2777]",True,"(348, 135, 142, 439)"
12641,ZJ012638,train_features/ZJ012638.jpg,S0121,4.0,0.522,animal,0.522,"[0.3656, 0.6972, 0.2656, 0.2444]",True,"(255, 238, 80, 162)"
12642,ZJ012639,train_features/ZJ012639.jpg,S0059,4.0,0.78,animal,0.78,"[0.5614, 0.5166, 0.3572, 0.2574]",True,"(283, 543, 131, 335)"
12643,ZJ012640,train_features/ZJ012640.jpg,S0170,1.0,0.639,animal,0.639,"[0.3999, 0.5583, 0.2888, 0.2916]",True,"(138, 148, 62, 96)"
12644,ZJ012641,train_features/ZJ012641.jpg,S0062,2.0,0.723,animal,0.723,"[0.2937, 0.587, 0.1343, 0.1111]",True,"(321, 286, 52, 121)"
12645,ZJ012642,train_features/ZJ012642.jpg,S0060,2.0,0.103,animal,0.103,"[0.1947, 0.4444, 0.08229, 0.1037]",True,"(244, 191, 48, 71)"
12646,ZJ012643,train_features/ZJ012643.jpg,S0141,3.0,0.846,animal,0.846,"[0.5515, 0.8555, 0.09062, 0.1]",True,"(312, 357, 28, 50)"
12647,ZJ012644,train_features/ZJ012644.jpg,S0197,4.0,0.136,animal,0.136,"[0.5343, 0.6388, 0.1375, 0.3138]",True,"(234, 346, 105, 80)"
12648,ZJ012645,train_features/ZJ012645.jpg,S0018,3.0,0.641,animal,0.641,"[0.6499, 0.6685, 0.1302, 0.1388]",True,"(365, 628, 67, 117)"
12649,ZJ012646,train_features/ZJ012646.jpg,S0069,3.0,,,,,False,
12650,ZJ012647,train_features/ZJ012647.jpg,S0159,2.0,0.0342,animal,0.0342,"[0.6874, 0.5249, 0.15, 0.125]",True,"(67, 114, 7, 16)"
12651,ZJ012648,train_features/ZJ012648.jpg,S0179,4.0,0.597,person,0.597,"[0, 0.5083, 0.05555, 0.4875]",True,"(126, 4, 109, 12)"
12652,ZJ012649,train_features/ZJ012649.jpg,S0063,1.0,,,,,False,
12653,ZJ012650,train_features/ZJ012650.jpg,S0008,4.0,0.573,animal,0.573,"[0.1703, 0.008333, 0.1765, 0.3777]",True,"(7, 113, 128, 105)"
12654,ZJ012651,train_features/ZJ012651.jpg,S0184,0.0,0.143,animal,0.143,"[0.6458, 0.9111, 0.101, 0.05925]",True,"(496, 624, 24, 89)"
12655,ZJ012652,train_features/ZJ012652.jpg,S0056,2.0,0.0699,vehicle,0.0699,"[0.6124, 0.8749, 0.08124, 0.05833]",True,"(109, 102, -1, 5)"
12656,ZJ012653,train_features/ZJ012653.jpg,S0061,1.0,0.417,animal,0.417,"[0.002083, 0.8796, 0.1958, 0.09074]",True,"(479, 6, 41, 180)"
12657,ZJ012654,train_features/ZJ012654.jpg,S0008,4.0,0.427,animal,0.427,"[0.05312, 0.7055, 0.1546, 0.25]",True,"(258, 38, 82, 91)"
12658,ZJ012655,train_features/ZJ012655.jpg,S0038,1.0,0.0782,animal,0.0782,"[0.8875, 0.003883, 0.1124, 0.9961]",True,"(6, 856, 505, 100)"
12659,ZJ012656,train_features/ZJ012656.jpg,S0101,1.0,0.671,animal,0.671,"[0.07968, 0.5194, 0.1265, 0.1583]",True,"(191, 55, 49, 73)"
12660,ZJ012657,train_features/ZJ012657.jpg,S0047,2.0,0.622,animal,0.622,"[0.9187, 0.6305, 0.04062, 0.1527]",True,"(231, 592, 47, 18)"
12661,ZJ012658,train_features/ZJ012658.jpg,S0008,4.0,0.0654,animal,0.0654,"[0, 0.6499, 0.2125, 0.3027]",True,"(238, 4, 101, 128)"
12662,ZJ012659,train_features/ZJ012659.jpg,S0043,3.0,0.823,animal,0.823,"[0.7906, 0, 0.2093, 1.0]",True,"(4, 510, 327, 126)"
12663,ZJ012660,train_features/ZJ012660.jpg,S0150,3.0,0.735,animal,0.735,"[0.7124, 0.4888, 0.2874, 0.2916]",True,"(180, 460, 97, 176)"
12664,ZJ012661,train_features/ZJ012661.jpg,S0141,3.0,0.006,animal,0.006,"[0, 0.8138, 0.1593, 0.1388]",True,"(297, 4, 42, 94)"
12665,ZJ012662,train_features/ZJ012662.jpg,S0074,0.0,0.579,animal,0.579,"[0.5921, 0.6222, 0.09531, 0.3305]",True,"(228, 383, 111, 53)"
12666,ZJ012663,train_features/ZJ012663.jpg,S0005,4.0,0.612,animal,0.612,"[0.4265, 0.4972, 0.4406, 0.2527]",True,"(183, 277, 83, 274)"
12667,ZJ012664,train_features/ZJ012664.jpg,S0174,1.0,0.0483,animal,0.0483,"[0, 0.4888, 0.1421, 0.4111]",True,"(180, 4, 140, 83)"
12668,ZJ012665,train_features/ZJ012665.jpg,S0036,0.0,0.197,animal,0.197,"[0.7828, 0.7722, 0.1203, 0.08888]",True,"(282, 505, 24, 69)"
12669,ZJ012666,train_features/ZJ012666.jpg,S0023,2.0,0.0168,vehicle,0.0168,"[0, 0.8179, 0.06093, 0.182]",True,"(278, 4, 53, 31)"
12670,ZJ012667,train_features/ZJ012667.jpg,S0063,1.0,0.982,animal,0.982,"[0.5697, 0.3407, 0.4302, 0.6277]",True,"(188, 551, 331, 405)"
12671,ZJ012668,train_features/ZJ012668.jpg,S0186,4.0,0.889,animal,0.889,"[0.1333, 0.587, 0.2895, 0.2]",True,"(321, 132, 100, 270)"
12672,ZJ012669,train_features/ZJ012669.jpg,S0009,0.0,0.0352,animal,0.0352,"[0.575, 0.2166, 0.425, 0.6694]",True,"(82, 372, 233, 264)"
12673,ZJ012670,train_features/ZJ012670.jpg,S0141,3.0,0.791,animal,0.791,"[0.2859, 0.6447, 0.09687, 0.191]",True,"(220, 187, 56, 54)"
12674,ZJ012671,train_features/ZJ012671.jpg,S0022,0.0,0.00591,animal,0.00591,"[0, 0.6527, 0.04843, 0.1666]",True,"(239, 4, 52, 23)"
12675,ZJ012672,train_features/ZJ012672.jpg,S0073,3.0,0.935,animal,0.935,"[0.5109, 0.5722, 0.2281, 0.4222]",True,"(210, 331, 144, 138)"
12676,ZJ012673,train_features/ZJ012673.jpg,S0004,2.0,0.522,animal,0.522,"[0.8609, 0.8166, 0.075, 0.09166]",True,"(298, 555, 25, 40)"
12677,ZJ012674,train_features/ZJ012674.jpg,S0073,3.0,0.531,animal,0.531,"[0.2078, 0.5472, 0.1, 0.1638]",True,"(201, 137, 51, 56)"
12678,ZJ012675,train_features/ZJ012675.jpg,S0019,0.0,0.842,animal,0.842,"[0.101, 0.7481, 0.6395, 0.2222]",True,"(408, 101, 112, 606)"
12679,ZJ012676,train_features/ZJ012676.jpg,S0134,1.0,0.79,animal,0.79,"[0.3802, 0.6203, 0.2531, 0.2537]",True,"(339, 369, 129, 235)"
12680,ZJ012677,train_features/ZJ012677.jpg,S0043,3.0,,,,,False,
