id,filepath,site,split,conf,bbox,bbox_normalized,bbox_true,bbox_im_size_224
ZJ014248,train_features/ZJ014248.jpg,S0010,2.0,0.0531,"(329, 476, 10, 75)","[0.7374, 0.9027, 0.1296, 0.05]",True,"(206, 169, 3, 21)"
ZJ014249,train_features/ZJ014249.jpg,S0053,3.0,0.856,"(235, 598, 82, 90)","[0.6187, 0.4277, 0.102, 0.1666]",True,"(100, 143, 29, 15)"
ZJ014250,train_features/ZJ014250.jpg,S0063,1.0,0.856,"(260, 203, 119, 233)","[0.2072, 0.474, 0.251, 0.2351]",True,"(110, 50, 45, 48)"
ZJ014251,train_features/ZJ014251.jpg,S0030,1.0,0.868,"(275, 444, 244, 512)","[0.4583, 0.5018, 0.5416, 0.4666]",True,"(116, 107, 97, 113)"
ZJ014252,train_features/ZJ014252.jpg,S0038,1.0,0.0247,"(191, 782, 327, 174)","[0.8104, 0.3462, 0.1895, 0.6203]",True,"(82, 186, 131, 34)"
ZJ014253,train_features/ZJ014253.jpg,S0139,4.0,0.017,"(368, 4, 151, 69)","[0, 0.674, 0.0802, 0.2944]",True,"(155, 4, 58, 10)"
ZJ014254,train_features/ZJ014254.jpg,S0101,1.0,0.919,"(194, 293, 144, 175)","[0.4515, 0.5277, 0.2859, 0.4222]",True,"(122, 105, 87, 56)"
ZJ014255,train_features/ZJ014255.jpg,S0130,4.0,0.207,"(173, 158, 158, 110)","[0.2406, 0.5044, 0.1843, 0.4955]",True,"(117, 58, 103, 33)"
ZJ014256,train_features/ZJ014256.jpg,S0053,3.0,0.353,"(377, 4, 65, 117)","[0, 0.6907, 0.1302, 0.1351]",True,"(159, 4, 22, 21)"
ZJ014257,train_features/ZJ014257.jpg,S0043,3.0,0.0177,"(194, 429, 23, 73)","[0.664, 0.5671, 0.1265, 0.09253]",True,"(131, 153, 13, 20)"
ZJ014258,train_features/ZJ014258.jpg,S0061,1.0,0.0324,"(474, 9, 45, 178)","[0.005208, 0.8703, 0.1937, 0.09814]",True,"(199, 5, 14, 35)"
ZJ014259,train_features/ZJ014259.jpg,S0088,1.0,0.946,"(141, 306, 109, 109)","[0.4718, 0.3805, 0.1828, 0.3249]",True,"(89, 110, 65, 33)"
ZJ014260,train_features/ZJ014260.jpg,S0023,2.0,0.0225,"(247, 434, 49, 39)","[0.6718, 0.7253, 0.07343, 0.1701]",True,"(166, 154, 30, 8)"
ZJ014261,train_features/ZJ014261.jpg,S0063,1.0,0.911,"(324, 359, 128, 203)","[0.3697, 0.5925, 0.2197, 0.2518]",True,"(137, 87, 48, 41)"
ZJ014262,train_features/ZJ014262.jpg,S0021,2.0,0.786,"(188, 561, 159, 75)","[0.8703, 0.5111, 0.1296, 0.4638]",True,"(118, 199, 96, 21)"
ZJ014263,train_features/ZJ014263.jpg,S0031,2.0,0.893,"(186, 197, 108, 102)","[0.3015, 0.5055, 0.1718, 0.3222]",True,"(117, 72, 64, 30)"
ZJ014264,train_features/ZJ014264.jpg,S0038,1.0,0.36,"(4, 211, 513, 650)","[0.2156, 0, 0.6854, 0.9648]",True,"(4, 52, 208, 146)"
ZJ014265,train_features/ZJ014265.jpg,S0060,2.0,0.938,"(369, 4, 129, 304)","[0, 0.6759, 0.3249, 0.2537]",True,"(155, 4, 49, 65)"
ZJ014266,train_features/ZJ014266.jpg,S0062,2.0,0.951,"(255, 578, 73, 107)","[0.5979, 0.4648, 0.1197, 0.15]",True,"(108, 138, 26, 19)"
ZJ014267,train_features/ZJ014267.jpg,S0014,4.0,0.834,"(190, 454, 97, 147)","[0.7031, 0.5166, 0.2421, 0.2916]",True,"(120, 161, 57, 46)"
ZJ014268,train_features/ZJ014268.jpg,S0185,0.0,0.771,"(32, 4, 323, 632)","[0, 0.07777, 1.0, 0.9194]",True,"(21, 4, 198, 216)"
ZJ014269,train_features/ZJ014269.jpg,S0136,0.0,0.539,"(323, 231, 16, 21)","[0.3546, 0.8861, 0.04531, 0.06666]",True,"(202, 83, 7, 2)"
ZJ014270,train_features/ZJ014270.jpg,S0022,0.0,0.0465,"(108, 417, 67, 94)","[0.6453, 0.2888, 0.1593, 0.2083]",True,"(69, 149, 39, 28)"
ZJ014271,train_features/ZJ014271.jpg,S0009,0.0,0.852,"(171, 496, 168, 140)","[0.7687, 0.4638, 0.2312, 0.4888]",True,"(108, 176, 101, 44)"
ZJ014272,train_features/ZJ014272.jpg,S0059,4.0,0.914,"(341, 363, 119, 523)","[0.3739, 0.624, 0.5531, 0.2351]",True,"(144, 88, 45, 116)"
ZJ014273,train_features/ZJ014273.jpg,S0022,0.0,0.162,"(239, 4, 117, 144)","[0, 0.6527, 0.2374, 0.3472]",True,"(150, 4, 70, 45)"
ZJ014274,train_features/ZJ014274.jpg,S0123,0.0,0.0123,"(287, 497, 52, 63)","[0.7703, 0.7861, 0.1109, 0.1666]",True,"(180, 177, 29, 17)"
ZJ014275,train_features/ZJ014275.jpg,S0035,3.0,0.81,"(195, 4, 160, 97)","[0, 0.5305, 0.164, 0.4666]",True,"(123, 4, 97, 29)"
ZJ014276,train_features/ZJ014276.jpg,S0074,0.0,0.951,"(211, 483, 128, 153)","[0.7484, 0.575, 0.2515, 0.3777]",True,"(133, 172, 77, 48)"
ZJ014277,train_features/ZJ014277.jpg,S0021,2.0,0.58,"(152, 205, 44, 62)","[0.314, 0.4111, 0.1093, 0.1444]",True,"(96, 74, 24, 16)"
ZJ014278,train_features/ZJ014278.jpg,S0008,4.0,0.734,"(257, 4, 83, 125)","[0, 0.7027, 0.2078, 0.2527]",True,"(161, 4, 49, 39)"
ZJ014279,train_features/ZJ014279.jpg,S0038,1.0,0.931,"(5, 4, 514, 782)","[0, 0.001851, 0.8229, 0.9666]",True,"(4, 4, 209, 176)"
ZJ014280,train_features/ZJ014280.jpg,S0188,3.0,0.0156,"(251, 735, 34, 51)","[0.7614, 0.4796, 0.06145, 0.08155]",True,"(111, 175, 10, 6)"
ZJ014281,train_features/ZJ014281.jpg,S0047,2.0,,,,False,
ZJ014282,train_features/ZJ014282.jpg,S0056,2.0,0.326,"(79, 120, 13, 14)","[0.7249, 0.6249, 0.1375, 0.1749]",True,"(144, 166, 31, 23)"
ZJ014283,train_features/ZJ014283.jpg,S0198,2.0,0.175,"(121, 163, 29, 11)","[0.4416, 0.4875, 0.05277, 0.1541]",True,"(113, 103, 27, 4)"
ZJ014284,train_features/ZJ014284.jpg,S0053,3.0,0.601,"(243, 545, 52, 21)","[0.5635, 0.4425, 0.0302, 0.1111]",True,"(103, 130, 17, -1)"
ZJ014285,train_features/ZJ014285.jpg,S0030,1.0,,,,False,
ZJ014286,train_features/ZJ014286.jpg,S0094,3.0,0.0455,"(4, 4, 515, 951)","[0, 0, 0.9989, 0.9685]",True,"(4, 4, 209, 216)"
ZJ014287,train_features/ZJ014287.jpg,S0062,2.0,0.288,"(275, 324, 32, 25)","[0.3333, 0.5018, 0.03437, 0.07407]",True,"(116, 79, 9, 0)"
ZJ014288,train_features/ZJ014288.jpg,S0120,2.0,0.509,"(221, 179, 58, 36)","[0.1822, 0.4018, 0.04583, 0.1222]",True,"(94, 45, 19, 2)"
ZJ014289,train_features/ZJ014289.jpg,S0060,2.0,0.863,"(290, 696, 79, 247)","[0.7208, 0.5296, 0.2656, 0.1611]",True,"(123, 165, 28, 51)"
ZJ014290,train_features/ZJ014290.jpg,S0170,1.0,0.157,"(144, 15, 48, 68)","[0.03055, 0.5833, 0.2111, 0.2333]",True,"(135, 11, 44, 39)"
ZJ014291,train_features/ZJ014291.jpg,S0120,2.0,0.899,"(4, 131, 249, 290)","[0.1322, 0, 0.3104, 0.4759]",True,"(4, 34, 99, 62)"
ZJ014292,train_features/ZJ014292.jpg,S0059,4.0,0.825,"(164, 430, 326, 522)","[0.4437, 0.2962, 0.552, 0.6185]",True,"(70, 103, 131, 116)"
ZJ014293,train_features/ZJ014293.jpg,S0169,3.0,0.0465,"(71, 107, 112, 128)","[0.2861, 0.2791, 0.3777, 0.5]",True,"(67, 68, 104, 77)"
ZJ014294,train_features/ZJ014294.jpg,S0063,1.0,,,,False,
ZJ014295,train_features/ZJ014295.jpg,S0083,2.0,0.883,"(367, 531, 95, 129)","[0.5489, 0.6722, 0.1427, 0.1907]",True,"(155, 127, 35, 24)"
ZJ014296,train_features/ZJ014296.jpg,S0049,3.0,0.947,"(178, 7, 142, 220)","[0.004687, 0.4833, 0.3562, 0.4166]",True,"(112, 5, 85, 72)"
ZJ014297,train_features/ZJ014297.jpg,S0063,1.0,0.97,"(388, 644, 131, 207)","[0.6666, 0.7111, 0.2239, 0.2574]",True,"(163, 153, 50, 42)"
ZJ014298,train_features/ZJ014298.jpg,S0022,0.0,0.37,"(241, 4, 115, 144)","[0, 0.6583, 0.2374, 0.3416]",True,"(151, 4, 69, 45)"
ZJ014299,train_features/ZJ014299.jpg,S0020,4.0,,,,False,
ZJ014300,train_features/ZJ014300.jpg,S0141,3.0,0.0144,"(176, 223, 43, 74)","[0.3421, 0.4777, 0.1281, 0.1416]",True,"(111, 81, 24, 21)"
ZJ014301,train_features/ZJ014301.jpg,S0161,2.0,0.632,"(170, 518, 69, 50)","[0.8031, 0.4611, 0.09062, 0.2138]",True,"(107, 184, 40, 12)"
ZJ014302,train_features/ZJ014302.jpg,S0084,0.0,0.972,"(70, 4, 449, 687)","[0, 0.1222, 0.7239, 0.8462]",True,"(31, 4, 182, 154)"
ZJ014303,train_features/ZJ014303.jpg,S0031,2.0,0.0389,"(50, 4, 305, 52)","[0, 0.1277, 0.09375, 0.8694]",True,"(33, 4, 187, 13)"
ZJ014304,train_features/ZJ014304.jpg,S0120,2.0,0.159,"(291, 4, 80, 55)","[0, 0.5314, 0.06562, 0.1629]",True,"(123, 4, 28, 7)"
ZJ014305,train_features/ZJ014305.jpg,S0008,4.0,0.861,"(168, 4, 171, 632)","[0, 0.4555, 1.0, 0.4972]",True,"(106, 4, 103, 216)"
ZJ014306,train_features/ZJ014306.jpg,S0056,2.0,0.0512,"(76, 123, 2, 8)","[0.7437, 0.5999, 0.1, 0.08333]",True,"(138, 171, 11, 14)"
ZJ014307,train_features/ZJ014307.jpg,S0120,2.0,0.217,"(314, 514, 90, 293)","[0.5312, 0.574, 0.3135, 0.1814]",True,"(133, 123, 33, 62)"
ZJ014308,train_features/ZJ014308.jpg,S0134,1.0,0.65,"(416, 65, 72, 64)","[0.06354, 0.7629, 0.075, 0.1481]",True,"(175, 18, 25, 9)"
ZJ014309,train_features/ZJ014309.jpg,S0183,0.0,0.0187,"(130, 243, 55, 28)","[0.6638, 0.525, 0.1, 0.2624]",True,"(122, 153, 51, 14)"
ZJ014310,train_features/ZJ014310.jpg,S0036,0.0,0.923,"(180, 62, 102, 213)","[0.09062, 0.4888, 0.3453, 0.3055]",True,"(113, 24, 60, 69)"
ZJ014311,train_features/ZJ014311.jpg,S0036,0.0,0.961,"(62, 4, 277, 632)","[0, 0.1611, 1.0, 0.7916]",True,"(40, 4, 169, 216)"
ZJ014312,train_features/ZJ014312.jpg,S0022,0.0,0.356,"(208, 339, 55, 92)","[0.5234, 0.5666, 0.1562, 0.1749]",True,"(131, 121, 31, 27)"
ZJ014313,train_features/ZJ014313.jpg,S0120,2.0,0.51,"(367, 412, 152, 228)","[0.4249, 0.6722, 0.2458, 0.2962]",True,"(155, 99, 58, 47)"
ZJ014314,train_features/ZJ014314.jpg,S0137,2.0,0.881,"(204, 385, 93, 251)","[0.5953, 0.5555, 0.4046, 0.2805]",True,"(128, 137, 55, 83)"
ZJ014315,train_features/ZJ014315.jpg,S0024,2.0,0.0786,"(130, 501, 66, 32)","[0.7765, 0.3499, 0.0625, 0.2055]",True,"(82, 178, 38, 6)"
ZJ014316,train_features/ZJ014316.jpg,S0134,1.0,0.746,"(320, 509, 99, 228)","[0.526, 0.5851, 0.2458, 0.1981]",True,"(135, 122, 36, 47)"
ZJ014317,train_features/ZJ014317.jpg,S0023,2.0,0.012,"(327, 547, 4, 33)","[0.8484, 0.9641, 0.06406, 0.03582]",True,"(220, 194, 0, 6)"
ZJ014318,train_features/ZJ014318.jpg,S0008,4.0,0.594,"(241, 4, 98, 128)","[0, 0.6583, 0.2125, 0.2944]",True,"(151, 4, 58, 40)"
ZJ014319,train_features/ZJ014319.jpg,S0184,0.0,0.0243,"(503, 387, 16, 79)","[0.3989, 0.924, 0.09062, 0.04444]",True,"(211, 93, 2, 12)"
ZJ014320,train_features/ZJ014320.jpg,S0013,3.0,0.813,"(182, 324, 174, 310)","[0.5, 0.4944, 0.4968, 0.5055]",True,"(115, 116, 105, 103)"
ZJ014321,train_features/ZJ014321.jpg,S0027,3.0,0.168,"(4, 4, 326, 137)","[0, 0, 0.2265, 0.997]",True,"(4, 4, 215, 43)"
ZJ014322,train_features/ZJ014322.jpg,S0069,3.0,,,,False,
ZJ014323,train_features/ZJ014323.jpg,S0029,4.0,0.432,"(381, 482, 46, 62)","[0.4979, 0.6981, 0.07291, 0.1]",True,"(160, 116, 14, 8)"
ZJ014324,train_features/ZJ014324.jpg,S0060,2.0,0.874,"(346, 170, 105, 147)","[0.1729, 0.6333, 0.1614, 0.2092]",True,"(146, 43, 39, 28)"
ZJ014325,train_features/ZJ014325.jpg,S0068,1.0,,,,False,
ZJ014326,train_features/ZJ014326.jpg,S0071,1.0,0.661,"(378, 490, 124, 73)","[0.5062, 0.6925, 0.08437, 0.2444]",True,"(159, 117, 47, 11)"
ZJ014327,train_features/ZJ014327.jpg,S0095,2.0,0.243,"(373, 419, 147, 290)","[0.4322, 0.6833, 0.3104, 0.287]",True,"(157, 101, 56, 62)"
ZJ014328,train_features/ZJ014328.jpg,S0001,0.0,0.863,"(306, 326, 34, 88)","[0.5031, 0.8388, 0.15, 0.1166]",True,"(192, 117, 18, 26)"
ZJ014329,train_features/ZJ014329.jpg,S0060,2.0,0.818,"(327, 4, 85, 179)","[0, 0.5981, 0.1947, 0.1722]",True,"(138, 4, 31, 36)"
ZJ014330,train_features/ZJ014330.jpg,S0043,3.0,0.308,"(194, 194, 31, 21)","[0.2968, 0.5277, 0.04531, 0.1083]",True,"(122, 70, 16, 2)"
ZJ014331,train_features/ZJ014331.jpg,S0077,1.0,0.722,"(188, 274, 79, 93)","[0.4218, 0.5111, 0.1578, 0.2416]",True,"(118, 98, 46, 27)"
ZJ014332,train_features/ZJ014332.jpg,S0134,1.0,0.912,"(363, 4, 157, 154)","[0, 0.6648, 0.1687, 0.3055]",True,"(153, 4, 60, 30)"
ZJ014333,train_features/ZJ014333.jpg,S0060,2.0,0.874,"(353, 292, 137, 411)","[0.3, 0.6462, 0.4364, 0.2685]",True,"(149, 71, 52, 90)"
ZJ014334,train_features/ZJ014334.jpg,S0014,4.0,0.0994,"(212, 371, 70, 133)","[0.5734, 0.5777, 0.2203, 0.2166]",True,"(133, 132, 41, 41)"
ZJ014335,train_features/ZJ014335.jpg,S0059,4.0,0.444,"(475, 697, 44, 121)","[0.7218, 0.8722, 0.1343, 0.09629]",True,"(199, 166, 14, 22)"
ZJ014336,train_features/ZJ014336.jpg,S0060,2.0,0.751,"(307, 377, 87, 99)","[0.3885, 0.5611, 0.1114, 0.1759]",True,"(130, 91, 31, 17)"
ZJ014337,train_features/ZJ014337.jpg,S0175,4.0,0.0234,"(113, 150, 4, 14)","[0.4055, 0.4541, 0.06111, 0.05]",True,"(106, 95, 3, 6)"
ZJ014338,train_features/ZJ014338.jpg,S0008,4.0,0.628,"(231, 4, 105, 128)","[0, 0.6305, 0.2125, 0.3138]",True,"(145, 4, 62, 40)"
ZJ014339,train_features/ZJ014339.jpg,S0060,2.0,0.399,"(329, 4, 155, 252)","[0, 0.6018, 0.2708, 0.3018]",True,"(139, 4, 60, 53)"
ZJ014340,train_features/ZJ014340.jpg,S0074,0.0,0.798,"(235, 377, 104, 84)","[0.5828, 0.6416, 0.1437, 0.3111]",True,"(148, 135, 62, 24)"
ZJ014341,train_features/ZJ014341.jpg,S0060,2.0,0.333,"(396, 4, 124, 315)","[0, 0.7259, 0.3364, 0.2444]",True,"(167, 4, 47, 67)"
ZJ014342,train_features/ZJ014342.jpg,S0175,4.0,0.072,"(196, 153, 29, 75)","[0.2328, 0.5731, 0.1296, 0.1104]",True,"(132, 56, 17, 21)"
ZJ014343,train_features/ZJ014343.jpg,S0051,4.0,0.904,"(413, 688, 63, 141)","[0.7124, 0.7574, 0.1552, 0.1314]",True,"(174, 164, 21, 27)"
ZJ014344,train_features/ZJ014344.jpg,S0081,1.0,0.93,"(413, 191, 106, 405)","[0.1947, 0.7574, 0.4302, 0.2111]",True,"(174, 48, 39, 88)"
ZJ014345,train_features/ZJ014345.jpg,S0060,2.0,,,,False,
ZJ014346,train_features/ZJ014346.jpg,S0038,1.0,0.159,"(477, 192, 45, 604)","[0.1958, 0.8759, 0.6374, 0.09814]",True,"(200, 48, 14, 135)"
ZJ014347,train_features/ZJ014347.jpg,S0101,1.0,0.295,"(270, 7, 66, 140)","[0.004687, 0.7388, 0.2312, 0.2055]",True,"(169, 5, 38, 44)"
ZJ014348,train_features/ZJ014348.jpg,S0059,4.0,0.866,"(325, 721, 91, 54)","[0.7468, 0.6233, 0.06458, 0.1922]",True,"(144, 171, 35, 6)"
ZJ014349,train_features/ZJ014349.jpg,S0009,0.0,0.374,"(206, 459, 114, 35)","[0.7109, 0.5611, 0.06718, 0.3388]",True,"(130, 163, 68, 7)"
ZJ014350,train_features/ZJ014350.jpg,S0188,3.0,0.0163,"(116, 261, 40, 20)","[0.7138, 0.4666, 0.07777, 0.2]",True,"(109, 164, 37, 9)"
ZJ014351,train_features/ZJ014351.jpg,S0043,3.0,0.0362,"(156, 180, 39, 65)","[0.2749, 0.4537, 0.114, 0.1402]",True,"(106, 66, 23, 18)"
ZJ014352,train_features/ZJ014352.jpg,S0018,3.0,0.908,"(478, 365, 42, 174)","[0.376, 0.8777, 0.1895, 0.09259]",True,"(201, 88, 13, 34)"
ZJ014353,train_features/ZJ014353.jpg,S0060,2.0,0.623,"(337, 219, 105, 81)","[0.2239, 0.6166, 0.0927, 0.2092]",True,"(142, 54, 39, 13)"
ZJ014354,train_features/ZJ014354.jpg,S0071,1.0,0.936,"(330, 177, 144, 356)","[0.1802, 0.6037, 0.3791, 0.2814]",True,"(139, 44, 55, 77)"
ZJ014355,train_features/ZJ014355.jpg,S0009,0.0,0.812,"(167, 379, 45, 81)","[0.5859, 0.4527, 0.139, 0.1472]",True,"(105, 135, 25, 23)"
ZJ014356,train_features/ZJ014356.jpg,S0060,2.0,0.877,"(304, 819, 215, 137)","[0.8489, 0.5555, 0.151, 0.4129]",True,"(128, 194, 84, 26)"
ZJ014357,train_features/ZJ014357.jpg,S0070,1.0,0.425,"(307, 203, 110, 44)","[0.2072, 0.5611, 0.05416, 0.2185]",True,"(130, 50, 41, 4)"
ZJ014358,train_features/ZJ014358.jpg,S0059,4.0,0.855,"(330, 222, 127, 197)","[0.227, 0.6037, 0.2135, 0.25]",True,"(139, 55, 48, 40)"
ZJ014359,train_features/ZJ014359.jpg,S0024,2.0,0.0128,"(4, 4, 327, 632)","[0, 0, 1.0, 1.0]",True,"(4, 4, 216, 216)"
ZJ014360,train_features/ZJ014360.jpg,S0193,0.0,0.087,"(140, 34, 34, 12)","[0.08333, 0.5666, 0.05555, 0.1749]",True,"(131, 23, 31, 4)"
ZJ014361,train_features/ZJ014361.jpg,S0120,2.0,0.604,"(210, 220, 42, 58)","[0.225, 0.3814, 0.06875, 0.09259]",True,"(89, 54, 13, 7)"
ZJ014362,train_features/ZJ014362.jpg,S0073,3.0,0.729,"(243, 316, 108, 133)","[0.4874, 0.6638, 0.2203, 0.3222]",True,"(153, 113, 64, 41)"
ZJ014363,train_features/ZJ014363.jpg,S0059,4.0,0.842,"(385, 708, 68, 121)","[0.7333, 0.7055, 0.1343, 0.1407]",True,"(162, 168, 24, 22)"
ZJ014364,train_features/ZJ014364.jpg,S0038,1.0,0.809,"(380, 729, 140, 227)","[0.7552, 0.6962, 0.2447, 0.274]",True,"(160, 173, 53, 47)"
ZJ014365,train_features/ZJ014365.jpg,S0049,3.0,0.779,"(142, 397, 64, 86)","[0.614, 0.3833, 0.1468, 0.2]",True,"(90, 142, 37, 25)"
ZJ014366,train_features/ZJ014366.jpg,S0009,0.0,0.892,"(133, 112, 206, 228)","[0.1687, 0.3583, 0.3687, 0.5944]",True,"(84, 42, 125, 75)"
ZJ014367,train_features/ZJ014367.jpg,S0060,2.0,0.874,"(258, 72, 101, 331)","[0.07083, 0.4703, 0.3531, 0.2018]",True,"(109, 20, 37, 71)"
ZJ014368,train_features/ZJ014368.jpg,S0026,0.0,0.152,"(245, 62, 111, 235)","[0.09062, 0.6694, 0.3796, 0.3305]",True,"(154, 24, 66, 77)"
ZJ014369,train_features/ZJ014369.jpg,S0009,0.0,0.0714,"(204, 247, 44, 57)","[0.3796, 0.5555, 0.1015, 0.1444]",True,"(128, 89, 24, 15)"
ZJ014370,train_features/ZJ014370.jpg,S0005,4.0,0.642,"(169, 405, 79, 128)","[0.6265, 0.4583, 0.2125, 0.2416]",True,"(107, 144, 46, 40)"
ZJ014371,train_features/ZJ014371.jpg,S0038,1.0,0.653,"(339, 308, 180, 291)","[0.3166, 0.6203, 0.3114, 0.3481]",True,"(143, 75, 70, 62)"
ZJ014372,train_features/ZJ014372.jpg,S0074,0.0,,,,False,
ZJ014373,train_features/ZJ014373.jpg,S0022,0.0,0.506,"(243, 4, 113, 144)","[0, 0.6638, 0.2374, 0.3361]",True,"(153, 4, 67, 45)"
ZJ014374,train_features/ZJ014374.jpg,S0059,4.0,0.96,"(379, 452, 141, 504)","[0.4666, 0.6944, 0.5333, 0.2759]",True,"(160, 109, 54, 111)"
ZJ014375,train_features/ZJ014375.jpg,S0088,1.0,0.75,"(165, 109, 40, 80)","[0.164, 0.4472, 0.1375, 0.1333]",True,"(104, 41, 22, 23)"
ZJ014376,train_features/ZJ014376.jpg,S0147,2.0,0.901,"(232, 362, 49, 70)","[0.5593, 0.6333, 0.1218, 0.1583]",True,"(146, 129, 27, 19)"
ZJ014377,train_features/ZJ014377.jpg,S0071,1.0,0.868,"(237, 627, 82, 127)","[0.6489, 0.4314, 0.1406, 0.1666]",True,"(101, 149, 29, 23)"
ZJ014378,train_features/ZJ014378.jpg,S0049,3.0,0.941,"(131, 281, 208, 355)","[0.4328, 0.3527, 0.5671, 0.6]",True,"(83, 101, 126, 119)"
ZJ014379,train_features/ZJ014379.jpg,S0185,0.0,0.0138,"(36, 118, 76, 48)","[0.3166, 0.1333, 0.1555, 0.3499]",True,"(34, 75, 70, 27)"
ZJ014380,train_features/ZJ014380.jpg,S0024,2.0,0.0729,"(153, 353, 62, 26)","[0.5453, 0.4447, 0.05312, 0.2089]",True,"(104, 126, 39, 4)"
ZJ014381,train_features/ZJ014381.jpg,S0085,4.0,0.889,"(189, 417, 75, 151)","[0.6453, 0.5138, 0.2484, 0.2305]",True,"(119, 149, 44, 48)"
ZJ014382,train_features/ZJ014382.jpg,S0120,2.0,0.883,"(190, 342, 165, 143)","[0.352, 0.3444, 0.1572, 0.3203]",True,"(81, 83, 64, 27)"
ZJ014383,train_features/ZJ014383.jpg,S0059,4.0,0.0253,"(179, 110, 26, 19)","[0.1104, 0.3398, 0.02812, 0.06601]",True,"(80, 29, 7, -2)"
ZJ014384,train_features/ZJ014384.jpg,S0130,4.0,0.00542,"(178, 4, 161, 208)","[0, 0.4833, 0.3375, 0.4694]",True,"(112, 4, 97, 68)"
ZJ014385,train_features/ZJ014385.jpg,S0063,1.0,0.624,"(438, 280, 52, 109)","[0.2874, 0.8037, 0.1218, 0.1111]",True,"(184, 68, 17, 19)"
ZJ014386,train_features/ZJ014386.jpg,S0060,2.0,0.874,"(443, 352, 77, 272)","[0.3624, 0.8129, 0.2916, 0.1574]",True,"(186, 85, 27, 57)"
ZJ014387,train_features/ZJ014387.jpg,S0184,0.0,0.9,"(356, 248, 106, 95)","[0.2541, 0.6518, 0.1072, 0.2111]",True,"(150, 61, 39, 16)"
ZJ014388,train_features/ZJ014388.jpg,S0184,0.0,0.674,"(455, 378, 65, 81)","[0.3895, 0.8351, 0.0927, 0.1351]",True,"(191, 91, 22, 13)"
ZJ014389,train_features/ZJ014389.jpg,S0141,3.0,0.193,"(197, 152, 63, 25)","[0.2312, 0.5761, 0.05156, 0.2119]",True,"(133, 56, 39, 4)"
ZJ014390,train_features/ZJ014390.jpg,S0157,0.0,0.0175,"(255, 75, 84, 105)","[0.1109, 0.6972, 0.1765, 0.2555]",True,"(160, 29, 49, 32)"
ZJ014391,train_features/ZJ014391.jpg,S0149,0.0,0.103,"(30, 4, 301, 87)","[0, 0.07761, 0.1484, 0.9223]",True,"(21, 4, 199, 25)"
ZJ014392,train_features/ZJ014392.jpg,S0060,2.0,0.335,"(296, 659, 55, 117)","[0.6822, 0.5407, 0.1302, 0.1166]",True,"(125, 157, 18, 21)"
ZJ014393,train_features/ZJ014393.jpg,S0167,4.0,0.895,"(144, 206, 79, 130)","[0.5611, 0.5833, 0.3833, 0.3625]",True,"(135, 130, 73, 78)"
ZJ014394,train_features/ZJ014394.jpg,S0175,4.0,0.884,"(184, 6, 156, 254)","[0.003124, 0.5, 0.4093, 0.4555]",True,"(116, 5, 94, 84)"
ZJ014395,train_features/ZJ014395.jpg,S0063,1.0,0.877,"(455, 400, 65, 83)","[0.4124, 0.8351, 0.09479, 0.1351]",True,"(191, 96, 22, 13)"
ZJ014396,train_features/ZJ014396.jpg,S0101,1.0,0.915,"(123, 195, 162, 170)","[0.2984, 0.3305, 0.2781, 0.4722]",True,"(78, 71, 98, 54)"
ZJ014397,train_features/ZJ014397.jpg,S0001,0.0,0.573,"(4, 79, 335, 556)","[0.1171, 0, 0.8812, 0.9527]",True,"(4, 30, 205, 189)"
ZJ014398,train_features/ZJ014398.jpg,S0043,3.0,0.891,"(178, 339, 153, 246)","[0.5234, 0.4833, 0.3968, 0.4472]",True,"(112, 121, 92, 81)"
ZJ014399,train_features/ZJ014399.jpg,S0029,4.0,,,,False,
ZJ014400,train_features/ZJ014400.jpg,S0071,1.0,0.44,"(147, 227, 37, 75)","[0.2322, 0.2648, 0.08645, 0.08333]",True,"(63, 56, 11, 11)"
ZJ014401,train_features/ZJ014401.jpg,S0059,4.0,0.132,"(371, 4, 104, 25)","[0, 0.6796, 0.03437, 0.2074]",True,"(156, 4, 38, 0)"
ZJ014402,train_features/ZJ014402.jpg,S0077,1.0,0.0211,"(8, 101, 56, 130)","[0.1515, 0.01111, 0.2156, 0.1777]",True,"(6, 38, 32, 40)"
ZJ014403,train_features/ZJ014403.jpg,S0184,0.0,0.899,"(343, 244, 118, 100)","[0.25, 0.6277, 0.1124, 0.2333]",True,"(145, 60, 44, 17)"
ZJ014404,train_features/ZJ014404.jpg,S0069,3.0,0.63,"(322, 214, 132, 79)","[0.2187, 0.5888, 0.09062, 0.2592]",True,"(136, 53, 50, 12)"
ZJ014405,train_features/ZJ014405.jpg,S0061,1.0,,,,False,
ZJ014406,train_features/ZJ014406.jpg,S0038,1.0,0.0182,"(235, 136, 284, 544)","[0.1375, 0.4277, 0.5749, 0.5407]",True,"(100, 35, 113, 121)"
ZJ014407,train_features/ZJ014407.jpg,S0167,4.0,0.461,"(110, 219, 12, 34)","[0.5972, 0.4416, 0.1166, 0.08333]",True,"(103, 138, 11, 18)"
ZJ014408,train_features/ZJ014408.jpg,S0095,2.0,0.655,"(267, 33, 188, 121)","[0.0302, 0.487, 0.1343, 0.3629]",True,"(113, 11, 73, 22)"
ZJ014409,train_features/ZJ014409.jpg,S0014,4.0,0.871,"(170, 556, 102, 80)","[0.8624, 0.4611, 0.1375, 0.3055]",True,"(107, 197, 60, 23)"
