image_name,file,max_detection_conf,category,conf,bbox,bbox_normalized,bbox_true,bbox_im_size_224
ZJ015227,ZJ015227.jpg,0.894,animal,0.894,"(229, 4, 109, 128)","[0, 0.625, 0.2125, 0.3249]",True,"(144, 4, 65, 40)"
ZJ015228,ZJ015228.jpg,0.777,animal,0.777,"(238, 206, 86, 81)","[0.2104, 0.4333, 0.0927, 0.174]",True,"(101, 51, 31, 13)"
ZJ015229,ZJ015229.jpg,0.944,animal,0.944,"(368, 709, 151, 247)","[0.7343, 0.674, 0.2656, 0.2944]",True,"(155, 168, 58, 51)"
ZJ015230,ZJ015230.jpg,0.55,person,0.55,"(128, 4, 227, 136)","[0, 0.3444, 0.2249, 0.6527]",True,"(81, 4, 138, 42)"
ZJ015231,ZJ015231.jpg,,,,,,False,
ZJ015232,ZJ015232.jpg,0.844,animal,0.844,"(193, 407, 146, 79)","[0.6296, 0.5249, 0.1359, 0.4277]",True,"(122, 145, 88, 22)"
ZJ015233,ZJ015233.jpg,0.722,animal,0.722,"(4, 5, 327, 630)","[0.001562, 0, 0.9968, 1.0]",True,"(4, 4, 216, 215)"
ZJ015234,ZJ015234.jpg,0.814,animal,0.814,"(215, 468, 122, 272)","[0.4833, 0.3907, 0.2916, 0.2407]",True,"(92, 112, 46, 57)"
ZJ015235,ZJ015235.jpg,0.00653,animal,0.00653,"(371, 4, 74, 93)","[0, 0.6796, 0.1052, 0.1518]",True,"(156, 4, 26, 16)"
ZJ015236,ZJ015236.jpg,0.776,animal,0.776,"(315, 145, 25, 80)","[0.2203, 0.8638, 0.1375, 0.09166]",True,"(197, 53, 13, 23)"
ZJ015237,ZJ015237.jpg,0.627,animal,0.627,"(226, 576, 128, 60)","[0.8937, 0.6166, 0.1062, 0.3777]",True,"(142, 204, 77, 16)"
ZJ015238,ZJ015238.jpg,0.932,animal,0.932,"(169, 577, 186, 59)","[0.8953, 0.4583, 0.1046, 0.5388]",True,"(107, 205, 113, 15)"
ZJ015239,ZJ015239.jpg,0.429,animal,0.429,"(235, 16, 104, 117)","[0.01874, 0.6416, 0.1953, 0.3111]",True,"(148, 8, 62, 36)"
ZJ015240,ZJ015240.jpg,0.207,animal,0.207,"(299, 674, 66, 120)","[0.6979, 0.5462, 0.1333, 0.137]",True,"(126, 160, 23, 22)"
ZJ015241,ZJ015241.jpg,0.825,animal,0.825,"(353, 580, 55, 46)","[0.6, 0.6462, 0.05624, 0.1166]",True,"(149, 138, 18, 5)"
ZJ015242,ZJ015242.jpg,0.643,animal,0.643,"(285, 682, 59, 157)","[0.7062, 0.5203, 0.1718, 0.124]",True,"(121, 162, 20, 30)"
ZJ015243,ZJ015243.jpg,0.293,animal,0.293,"(368, 228, 58, 137)","[0.2333, 0.674, 0.151, 0.1222]",True,"(155, 56, 19, 26)"
ZJ015244,ZJ015244.jpg,0.545,animal,0.545,"(235, 137, 26, 39)","[0.2078, 0.6416, 0.07343, 0.09444]",True,"(148, 51, 13, 8)"
ZJ015245,ZJ015245.jpg,0.889,animal,0.889,"(281, 595, 69, 46)","[0.6156, 0.5129, 0.05624, 0.1425]",True,"(119, 142, 24, 5)"
ZJ015246,ZJ015246.jpg,0.628,animal,0.628,"(231, 53, 79, 199)","[0.07656, 0.6305, 0.3234, 0.2416]",True,"(145, 21, 46, 64)"
ZJ015247,ZJ015247.jpg,0.00845,animal,0.00845,"(5, 4, 326, 632)","[0, 0.002985, 1.0, 0.997]",True,"(5, 4, 215, 216)"
ZJ015248,ZJ015248.jpg,0.085,animal,0.085,"(89, 35, 17, 39)","[0.08611, 0.3541, 0.1305, 0.1041]",True,"(83, 23, 15, 21)"
ZJ015249,ZJ015249.jpg,0.0754,person,0.0754,"(4, 4, 350, 98)","[0, 0, 0.1656, 0.9944]",True,"(4, 4, 215, 29)"
ZJ015250,ZJ015250.jpg,0.0835,animal,0.0835,"(4, 441, 335, 195)","[0.6828, 0, 0.3171, 0.9527]",True,"(4, 157, 205, 63)"
ZJ015251,ZJ015251.jpg,0.0118,animal,0.0118,"(114, 149, 3, 19)","[0.4027, 0.4583, 0.075, 0.04583]",True,"(107, 94, 2, 9)"
ZJ015252,ZJ015252.jpg,0.0633,vehicle,0.0633,"(137, 356, 92, 280)","[0.5499, 0.3694, 0.4499, 0.2777]",True,"(87, 127, 54, 93)"
ZJ015253,ZJ015253.jpg,0.924,animal,0.924,"(276, 398, 83, 231)","[0.4104, 0.5037, 0.2489, 0.1685]",True,"(117, 96, 30, 48)"
ZJ015254,ZJ015254.jpg,0.836,animal,0.836,"(178, 208, 46, 104)","[0.3187, 0.4833, 0.1749, 0.15]",True,"(112, 75, 26, 31)"
ZJ015255,ZJ015255.jpg,0.0443,animal,0.0443,"(224, 162, 26, 36)","[0.2468, 0.6111, 0.06875, 0.09444]",True,"(141, 59, 13, 7)"
ZJ015256,ZJ015256.jpg,0.029,animal,0.029,"(384, 4, 111, 95)","[0, 0.7037, 0.1072, 0.2203]",True,"(162, 4, 41, 16)"
ZJ015257,ZJ015257.jpg,0.91,animal,0.91,"(292, 384, 47, 205)","[0.5937, 0.8, 0.3328, 0.1527]",True,"(183, 137, 26, 67)"
ZJ015258,ZJ015258.jpg,0.982,animal,0.982,"(254, 4, 265, 402)","[0, 0.4629, 0.427, 0.5055]",True,"(108, 4, 105, 88)"
ZJ015259,ZJ015259.jpg,0.971,animal,0.971,"(208, 462, 315, 355)","[0.477, 0.3777, 0.3781, 0.5981]",True,"(89, 111, 126, 77)"
ZJ015260,ZJ015260.jpg,,,,,,False,
ZJ015261,ZJ015261.jpg,0.814,animal,0.814,"(381, 4, 131, 313)","[0, 0.6981, 0.3343, 0.2574]",True,"(160, 4, 50, 67)"
ZJ015262,ZJ015262.jpg,0.594,animal,0.594,"(172, 345, 39, 56)","[0.5328, 0.4666, 0.1, 0.1305]",True,"(109, 123, 21, 14)"
ZJ015263,ZJ015263.jpg,0.547,animal,0.547,"(7, 181, 323, 455)","[0.2765, 0.008955, 0.7234, 0.988]",True,"(6, 66, 213, 154)"
ZJ015264,ZJ015264.jpg,0.958,animal,0.958,"(43, 709, 468, 247)","[0.7343, 0.07572, 0.2656, 0.9242]",True,"(21, 168, 199, 51)"
ZJ015265,ZJ015265.jpg,0.00857,animal,0.00857,"(138, 254, 30, 32)","[0.3906, 0.3722, 0.0625, 0.1055]",True,"(87, 91, 16, 6)"
ZJ015266,ZJ015266.jpg,0.0256,animal,0.0256,"(54, 114, 1, -3)","[0.6875, 0.4166, 0.03125, 0.075]",True,"(97, 158, 9, -1)"
ZJ015267,ZJ015267.jpg,0.677,animal,0.677,"(278, 376, 47, 71)","[0.5812, 0.7611, 0.1234, 0.1527]",True,"(174, 134, 26, 20)"
ZJ015268,ZJ015268.jpg,0.624,animal,0.624,"(154, 427, 139, 154)","[0.6609, 0.4166, 0.2531, 0.4083]",True,"(97, 152, 83, 49)"
ZJ015269,ZJ015269.jpg,0.698,animal,0.698,"(301, 566, 38, 70)","[0.8781, 0.825, 0.1218, 0.1277]",True,"(189, 201, 21, 19)"
ZJ015270,ZJ015270.jpg,0.79,animal,0.79,"(320, 565, 51, 42)","[0.5843, 0.5851, 0.05208, 0.1092]",True,"(135, 135, 16, 4)"
ZJ015271,ZJ015271.jpg,0.947,animal,0.947,"(355, 4, 164, 210)","[0, 0.6499, 0.227, 0.3185]",True,"(150, 4, 63, 43)"
ZJ015272,ZJ015272.jpg,0.857,animal,0.857,"(440, 95, 79, 148)","[0.09479, 0.8074, 0.1624, 0.1611]",True,"(185, 25, 28, 28)"
ZJ015273,ZJ015273.jpg,0.757,animal,0.757,"(158, 306, 63, 28)","[0.8388, 0.6416, 0.1, 0.2958]",True,"(148, 192, 58, 14)"
ZJ015274,ZJ015274.jpg,0.934,animal,0.934,"(427, 564, 93, 358)","[0.5833, 0.7833, 0.3812, 0.187]",True,"(179, 135, 34, 77)"
ZJ015275,ZJ015275.jpg,0.931,animal,0.931,"(273, 558, 100, 130)","[0.577, 0.4981, 0.1437, 0.2]",True,"(116, 133, 37, 24)"
ZJ015276,ZJ015276.jpg,0.832,animal,0.832,"(344, 588, 138, 44)","[0.6083, 0.6296, 0.05416, 0.2703]",True,"(145, 140, 53, 4)"
ZJ015277,ZJ015277.jpg,0.661,animal,0.661,"(178, 128, 47, 96)","[0.1937, 0.4833, 0.1624, 0.1527]",True,"(112, 47, 26, 28)"
ZJ015278,ZJ015278.jpg,,,,,,False,
ZJ015279,ZJ015279.jpg,0.0285,animal,0.0285,"(130, 272, 27, 14)","[0.7444, 0.5249, 0.06111, 0.1458]",True,"(122, 171, 25, 6)"
ZJ015280,ZJ015280.jpg,0.938,animal,0.938,"(119, 482, 392, 474)","[0.4979, 0.2233, 0.502, 0.7766]",True,"(54, 116, 166, 104)"
ZJ015281,ZJ015281.jpg,0.1,animal,0.1,"(50, 119, 300, 511)","[0.1796, 0.1277, 0.8109, 0.8555]",True,"(33, 44, 184, 174)"
ZJ015282,ZJ015282.jpg,0.676,animal,0.676,"(307, 192, 147, 157)","[0.1958, 0.5611, 0.1718, 0.287]",True,"(130, 48, 56, 30)"
ZJ015283,ZJ015283.jpg,0.798,animal,0.798,"(231, 4, 107, 126)","[0, 0.6305, 0.2093, 0.3194]",True,"(145, 4, 64, 39)"
ZJ015284,ZJ015284.jpg,0.595,animal,0.595,"(220, 577, 119, 59)","[0.8953, 0.5999, 0.1046, 0.3527]",True,"(138, 205, 71, 15)"
ZJ015285,ZJ015285.jpg,0.0266,animal,0.0266,"(198, 87, 82, 74)","[0.1296, 0.5388, 0.1281, 0.25]",True,"(125, 33, 48, 21)"
ZJ015286,ZJ015286.jpg,0.732,animal,0.732,"(406, 83, 113, 95)","[0.08229, 0.7444, 0.1072, 0.224]",True,"(171, 22, 42, 16)"
ZJ015287,ZJ015287.jpg,0.164,animal,0.164,"(130, 378, 53, 30)","[0.5843, 0.3499, 0.05937, 0.1694]",True,"(82, 135, 30, 5)"
ZJ015288,ZJ015288.jpg,0.635,person,0.635,"(250, 396, 226, 125)","[0.4083, 0.4555, 0.1385, 0.4333]",True,"(106, 95, 89, 23)"
ZJ015289,ZJ015289.jpg,0.476,animal,0.476,"(161, 130, 87, 95)","[0.1968, 0.4361, 0.1609, 0.2638]",True,"(102, 48, 51, 28)"
ZJ015290,ZJ015290.jpg,0.68,animal,0.68,"(222, 135, 71, 39)","[0.2046, 0.6055, 0.07343, 0.2194]",True,"(140, 50, 41, 8)"
ZJ015291,ZJ015291.jpg,0.585,animal,0.585,"(145, 194, 60, 104)","[0.2968, 0.3916, 0.1749, 0.1888]",True,"(92, 70, 34, 31)"
ZJ015292,ZJ015292.jpg,0.452,animal,0.452,"(260, 4, 80, 124)","[0, 0.7111, 0.2062, 0.2444]",True,"(163, 4, 47, 38)"
ZJ015293,ZJ015293.jpg,0.75,animal,0.75,"(429, 788, 90, 84)","[0.8166, 0.787, 0.09583, 0.1814]",True,"(180, 187, 33, 13)"
ZJ015294,ZJ015294.jpg,0.79,animal,0.79,"(472, 705, 47, 87)","[0.7302, 0.8666, 0.09895, 0.1018]",True,"(198, 168, 15, 14)"
ZJ015295,ZJ015295.jpg,0.623,animal,0.623,"(354, 8, 162, 417)","[0.004166, 0.6481, 0.4427, 0.3148]",True,"(149, 5, 63, 91)"
ZJ015296,ZJ015296.jpg,0.883,animal,0.883,"(274, 595, 89, 41)","[0.6156, 0.5, 0.05104, 0.1796]",True,"(116, 142, 32, 3)"
ZJ015297,ZJ015297.jpg,0.869,animal,0.869,"(158, 4, 198, 232)","[0, 0.4277, 0.375, 0.5722]",True,"(100, 4, 120, 76)"
ZJ015298,ZJ015298.jpg,0.238,animal,0.238,"(204, 4, 307, 951)","[0, 0.3883, 0.9989, 0.6116]",True,"(91, 4, 129, 216)"
ZJ015299,ZJ015299.jpg,0.148,animal,0.148,"(4, 4, 231, 351)","[0, 0, 0.9972, 0.9958]",True,"(4, 4, 215, 215)"
ZJ015300,ZJ015300.jpg,0.823,animal,0.823,"(163, 398, 326, 555)","[0.4104, 0.2944, 0.5864, 0.6185]",True,"(70, 96, 131, 123)"
ZJ015301,ZJ015301.jpg,0.686,animal,0.686,"(245, 4, 68, 169)","[0, 0.7194, 0.2765, 0.2268]",True,"(165, 4, 43, 54)"
ZJ015302,ZJ015302.jpg,0.0158,animal,0.0158,"(316, 178, 195, 778)","[0.1812, 0.6058, 0.8187, 0.3941]",True,"(140, 45, 80, 175)"
ZJ015303,ZJ015303.jpg,0.973,animal,0.973,"(98, 272, 241, 364)","[0.4187, 0.2611, 0.5812, 0.6916]",True,"(62, 98, 147, 122)"
ZJ015304,ZJ015304.jpg,0.597,animal,0.597,"(346, 446, 128, 78)","[0.4604, 0.6333, 0.08958, 0.2518]",True,"(146, 107, 48, 12)"
ZJ015305,ZJ015305.jpg,0.73,animal,0.73,"(259, 747, 153, 151)","[0.7739, 0.4722, 0.1656, 0.2981]",True,"(110, 177, 59, 29)"
ZJ015306,ZJ015306.jpg,0.0192,animal,0.0192,"(289, 761, 4, 7)","[0.7885, 0.5277, 0.01562, 0.02222]",True,"(122, 181, -3, -5)"
ZJ015307,ZJ015307.jpg,0.744,animal,0.744,"(322, 601, 70, 305)","[0.6218, 0.5888, 0.326, 0.1444]",True,"(136, 143, 24, 65)"
ZJ015308,ZJ015308.jpg,0.05,animal,0.05,"(249, 216, 42, 37)","[0.3312, 0.6805, 0.07031, 0.1388]",True,"(156, 78, 23, 8)"
ZJ015309,ZJ015309.jpg,0.725,animal,0.725,"(273, 375, 67, 45)","[0.5796, 0.7472, 0.08281, 0.2083]",True,"(171, 134, 39, 11)"
ZJ015310,ZJ015310.jpg,,,,,,False,
ZJ015311,ZJ015311.jpg,0.192,animal,0.192,"(202, 383, 63, 34)","[0.5921, 0.55, 0.06562, 0.1972]",True,"(127, 137, 36, 7)"
ZJ015312,ZJ015312.jpg,0.692,animal,0.692,"(115, 606, 365, 241)","[0.627, 0.2055, 0.2593, 0.6907]",True,"(50, 144, 147, 50)"
ZJ015313,ZJ015313.jpg,0.677,animal,0.677,"(255, 5, 84, 123)","[0.001562, 0.6972, 0.2046, 0.2555]",True,"(160, 4, 49, 38)"
ZJ015314,ZJ015314.jpg,0.297,animal,0.297,"(90, 4, 421, 952)","[0, 0.1669, 1.0, 0.833]",True,"(41, 4, 179, 216)"
ZJ015315,ZJ015315.jpg,0.771,animal,0.771,"(262, 74, 67, 195)","[0.1093, 0.7166, 0.3171, 0.2083]",True,"(165, 28, 39, 63)"
ZJ015316,ZJ015316.jpg,0.637,animal,0.637,"(196, 179, 328, 639)","[0.1822, 0.3555, 0.6739, 0.6222]",True,"(84, 45, 131, 143)"
ZJ015317,ZJ015317.jpg,0.809,animal,0.809,"(170, 275, 143, 109)","[0.4234, 0.4611, 0.1828, 0.4194]",True,"(107, 99, 86, 33)"
ZJ015318,ZJ015318.jpg,0.0379,animal,0.0379,"(413, 226, 35, 87)","[0.2312, 0.7574, 0.09895, 0.07962]",True,"(174, 56, 10, 14)"
ZJ015319,ZJ015319.jpg,0.324,animal,0.324,"(292, 495, 57, 76)","[0.5114, 0.5333, 0.08749, 0.1203]",True,"(123, 119, 19, 12)"
ZJ015320,ZJ015320.jpg,0.886,animal,0.886,"(179, 506, 55, 177)","[0.5229, 0.324, 0.1927, 0.1166]",True,"(77, 121, 18, 35)"
ZJ015321,ZJ015321.jpg,0.804,animal,0.804,"(242, 155, 105, 187)","[0.1572, 0.4407, 0.2031, 0.2092]",True,"(103, 39, 39, 37)"
ZJ015322,ZJ015322.jpg,0.727,animal,0.727,"(255, 4, 84, 126)","[0, 0.6972, 0.2093, 0.2555]",True,"(160, 4, 49, 39)"
ZJ015323,ZJ015323.jpg,0.00844,animal,0.00844,"(232, 776, 277, 180)","[0.8041, 0.4427, 0.1958, 0.5533]",True,"(103, 184, 116, 36)"
ZJ015324,ZJ015324.jpg,0.338,animal,0.338,"(332, 4, 185, 247)","[0, 0.6074, 0.2656, 0.3574]",True,"(140, 4, 72, 51)"
ZJ015325,ZJ015325.jpg,0.923,animal,0.923,"(126, 4, 93, 95)","[0, 0.3388, 0.1609, 0.2805]",True,"(80, 4, 55, 28)"
ZJ015326,ZJ015326.jpg,0.838,animal,0.838,"(220, 158, 81, 125)","[0.2406, 0.6, 0.2078, 0.2472]",True,"(138, 58, 47, 39)"
ZJ015327,ZJ015327.jpg,0.00539,person,0.00539,"(200, 619, 138, 17)","[0.9609, 0.5444, 0.03906, 0.4055]",True,"(126, 219, 83, 1)"
ZJ015328,ZJ015328.jpg,0.94,animal,0.94,"(353, 358, 166, 343)","[0.3687, 0.6462, 0.3656, 0.3222]",True,"(149, 87, 64, 74)"
ZJ015329,ZJ015329.jpg,0.262,animal,0.262,"(270, 252, 24, 60)","[0.3875, 0.7388, 0.1062, 0.08888]",True,"(169, 91, 12, 16)"
ZJ015330,ZJ015330.jpg,0.638,animal,0.638,"(294, 520, 72, 35)","[0.5374, 0.537, 0.04479, 0.1481]",True,"(124, 124, 25, 2)"
ZJ015331,ZJ015331.jpg,0.942,animal,0.942,"(427, 492, 92, 373)","[0.5083, 0.7833, 0.3968, 0.1851]",True,"(179, 118, 33, 81)"
ZJ015332,ZJ015332.jpg,0.0892,animal,0.0892,"(315, 9, 75, 92)","[0.005208, 0.5759, 0.1041, 0.1537]",True,"(133, 5, 26, 15)"
ZJ015333,ZJ015333.jpg,0.0072,animal,0.0072,"(123, 629, 41, 7)","[0.9765, 0.3305, 0.02343, 0.1361]",True,"(78, 223, 22, -3)"
ZJ015334,ZJ015334.jpg,,,,,,False,
ZJ015335,ZJ015335.jpg,0.339,animal,0.339,"(34, 154, 84, 59)","[0.2343, 0.08333, 0.1046, 0.2555]",True,"(23, 56, 49, 15)"
ZJ015336,ZJ015336.jpg,0.795,animal,0.795,"(5, 4, 513, 952)","[0, 0.001851, 1.0, 0.9648]",True,"(4, 4, 208, 216)"
ZJ015337,ZJ015337.jpg,0.888,animal,0.888,"(234, 4, 105, 126)","[0, 0.6388, 0.2093, 0.3138]",True,"(147, 4, 62, 39)"
ZJ015338,ZJ015338.jpg,0.678,animal,0.678,"(406, 25, 114, 256)","[0.02187, 0.7444, 0.275, 0.2259]",True,"(171, 9, 43, 54)"
ZJ015339,ZJ015339.jpg,0.567,animal,0.567,"(281, 179, 59, 329)","[0.2734, 0.7694, 0.5265, 0.1861]",True,"(176, 65, 34, 110)"
ZJ015340,ZJ015340.jpg,0.801,animal,0.801,"(202, 250, 36, 59)","[0.3843, 0.5499, 0.1046, 0.1222]",True,"(127, 90, 19, 15)"
ZJ015341,ZJ015341.jpg,0.0515,animal,0.0515,"(4, 4, 112, 152)","[0, 0, 1.0, 1.0]",True,"(4, 4, 216, 216)"
ZJ015342,ZJ015342.jpg,0.776,animal,0.776,"(303, 303, 93, 302)","[0.3114, 0.5537, 0.3229, 0.187]",True,"(128, 74, 34, 64)"
ZJ015343,ZJ015343.jpg,0.952,animal,0.952,"(177, 571, 178, 65)","[0.8859, 0.4805, 0.114, 0.5166]",True,"(112, 202, 108, 18)"
ZJ015344,ZJ015344.jpg,0.539,animal,0.539,"(405, 157, 64, 120)","[0.1593, 0.7425, 0.1333, 0.1333]",True,"(170, 40, 22, 22)"
ZJ015345,ZJ015345.jpg,0.0276,animal,0.0276,"(467, 4, 52, 112)","[0, 0.8574, 0.125, 0.1111]",True,"(196, 4, 17, 20)"
ZJ015346,ZJ015346.jpg,0.813,animal,0.813,"(252, 4, 87, 135)","[0, 0.6888, 0.2234, 0.2638]",True,"(158, 4, 51, 42)"
ZJ015347,ZJ015347.jpg,0.69,animal,0.69,"(313, 210, 26, 80)","[0.3218, 0.8583, 0.1375, 0.09444]",True,"(196, 76, 13, 23)"
ZJ015348,ZJ015348.jpg,0.78,animal,0.78,"(331, 368, 92, 101)","[0.3791, 0.6055, 0.1135, 0.1851]",True,"(140, 89, 33, 17)"
ZJ015349,ZJ015349.jpg,0.576,animal,0.576,"(318, 115, 146, 489)","[0.1156, 0.5814, 0.5177, 0.2851]",True,"(134, 30, 56, 108)"
ZJ015350,ZJ015350.jpg,0.586,animal,0.586,"(310, 188, 21, 67)","[0.2874, 0.9134, 0.1171, 0.08656]",True,"(209, 68, 11, 18)"
ZJ015351,ZJ015351.jpg,0.0677,animal,0.0677,"(263, 4, 32, 62)","[0, 0.7194, 0.1093, 0.1111]",True,"(165, 4, 17, 16)"
ZJ015352,ZJ015352.jpg,0.0169,animal,0.0169,"(71, 350, 216, 190)","[0.5406, 0.1999, 0.3093, 0.6686]",True,"(49, 125, 142, 61)"
ZJ015353,ZJ015353.jpg,0.529,animal,0.529,"(313, 63, 154, 352)","[0.06145, 0.5722, 0.375, 0.3]",True,"(132, 18, 59, 76)"
ZJ015354,ZJ015354.jpg,0.963,animal,0.963,"(376, 430, 144, 338)","[0.4437, 0.6888, 0.3604, 0.2814]",True,"(158, 103, 55, 73)"
ZJ015355,ZJ015355.jpg,0.157,animal,0.157,"(304, 103, 165, 151)","[0.1031, 0.5555, 0.1656, 0.3203]",True,"(128, 27, 64, 29)"
ZJ015356,ZJ015356.jpg,0.969,animal,0.969,"(272, 101, 67, 290)","[0.1515, 0.7444, 0.4656, 0.2083]",True,"(171, 38, 39, 96)"
ZJ015357,ZJ015357.jpg,0.96,animal,0.96,"(261, 179, 79, 220)","[0.2734, 0.7138, 0.3562, 0.2416]",True,"(164, 65, 46, 72)"
ZJ015358,ZJ015358.jpg,0.0707,animal,0.0707,"(128, 118, 227, 517)","[0.1781, 0.3444, 0.8203, 0.6527]",True,"(81, 44, 138, 176)"
ZJ015359,ZJ015359.jpg,0.82,animal,0.82,"(118, 491, 144, 341)","[0.5072, 0.2111, 0.3635, 0.2814]",True,"(51, 118, 55, 73)"
ZJ015360,ZJ015360.jpg,0.848,animal,0.848,"(115, 515, 159, 121)","[0.7984, 0.3083, 0.2015, 0.4638]",True,"(73, 183, 96, 37)"
ZJ015361,ZJ015361.jpg,0.643,animal,0.643,"(229, 524, 110, 112)","[0.8125, 0.6249, 0.1875, 0.3277]",True,"(144, 186, 65, 34)"
ZJ015362,ZJ015362.jpg,0.529,animal,0.529,"(194, 135, 145, 143)","[0.2046, 0.5277, 0.2359, 0.425]",True,"(122, 50, 87, 45)"
ZJ015363,ZJ015363.jpg,0.0519,animal,0.0519,"(4, 4, 232, 352)","[0, 0, 1.0, 1.0]",True,"(4, 4, 216, 216)"
ZJ015364,ZJ015364.jpg,0.29,animal,0.29,"(256, 280, 26, 25)","[0.4312, 0.7, 0.05156, 0.09444]",True,"(161, 101, 13, 4)"
ZJ015365,ZJ015365.jpg,0.862,animal,0.862,"(159, 4, 156, 193)","[0, 0.4305, 0.314, 0.4555]",True,"(100, 4, 94, 62)"
ZJ015366,ZJ015366.jpg,0.892,animal,0.892,"(443, 785, 76, 83)","[0.8135, 0.8129, 0.09479, 0.1555]",True,"(186, 186, 27, 13)"
ZJ015367,ZJ015367.jpg,0.881,animal,0.881,"(226, 83, 113, 236)","[0.1234, 0.6166, 0.3812, 0.3361]",True,"(142, 32, 67, 77)"
ZJ015368,ZJ015368.jpg,0.648,animal,0.648,"(193, 309, 83, 165)","[0.4765, 0.5249, 0.2703, 0.2527]",True,"(122, 111, 49, 53)"
ZJ015369,ZJ015369.jpg,0.91,animal,0.91,"(112, 226, 210, 125)","[0.3468, 0.3, 0.2078, 0.6055]",True,"(71, 82, 128, 39)"
ZJ015370,ZJ015370.jpg,0.792,animal,0.792,"(230, 4, 126, 96)","[0, 0.6277, 0.1624, 0.3722]",True,"(145, 4, 75, 28)"
ZJ015371,ZJ015371.jpg,0.741,animal,0.741,"(278, 119, 121, 84)","[0.1197, 0.5074, 0.09583, 0.2388]",True,"(118, 31, 45, 13)"
ZJ015372,ZJ015372.jpg,0.454,animal,0.454,"(137, 121, 84, 46)","[0.1828, 0.3694, 0.08437, 0.2555]",True,"(87, 45, 49, 11)"
ZJ015373,ZJ015373.jpg,0.0545,animal,0.0545,"(181, 291, 53, 55)","[0.4484, 0.4916, 0.09843, 0.1694]",True,"(114, 104, 30, 14)"
ZJ015374,ZJ015374.jpg,0.3,animal,0.3,"(4, 4, 326, 552)","[0, 0, 0.875, 0.997]",True,"(4, 4, 215, 188)"
ZJ015375,ZJ015375.jpg,0.79,animal,0.79,"(214, 392, 69, 142)","[0.6062, 0.5833, 0.2343, 0.2138]",True,"(135, 140, 40, 44)"
ZJ015376,ZJ015376.jpg,0.91,animal,0.91,"(193, 522, 131, 164)","[0.5395, 0.35, 0.1791, 0.2574]",True,"(82, 125, 50, 32)"
ZJ015377,ZJ015377.jpg,0.588,animal,0.588,"(306, 4, 89, 89)","[0, 0.5592, 0.101, 0.1796]",True,"(129, 4, 32, 15)"
ZJ015378,ZJ015378.jpg,,,,,,False,
ZJ015379,ZJ015379.jpg,0.709,animal,0.709,"(298, 581, 92, 80)","[0.601, 0.5444, 0.09166, 0.1851]",True,"(126, 139, 33, 13)"
ZJ015380,ZJ015380.jpg,0.835,animal,0.835,"(404, 777, 102, 51)","[0.8052, 0.7407, 0.06145, 0.2037]",True,"(170, 184, 38, 6)"
ZJ015381,ZJ015381.jpg,0.0607,animal,0.0607,"(274, 107, 45, 31)","[0.1072, 0.5242, 0.04062, 0.1029]",True,"(121, 28, 15, 1)"
ZJ015382,ZJ015382.jpg,0.00872,animal,0.00872,"(122, 181, 22, 40)","[0.4916, 0.4916, 0.1333, 0.125]",True,"(114, 114, 20, 22)"
ZJ015383,ZJ015383.jpg,0.863,animal,0.863,"(225, 132, 86, 47)","[0.2, 0.6138, 0.08593, 0.2611]",True,"(141, 49, 50, 11)"
ZJ015384,ZJ015384.jpg,0.523,animal,0.523,"(155, 164, 26, 28)","[0.4444, 0.6291, 0.1, 0.1416]",True,"(145, 104, 24, 14)"
ZJ015385,ZJ015385.jpg,,,,,,False,
ZJ015386,ZJ015386.jpg,0.93,animal,0.93,"(263, 188, 77, 96)","[0.2875, 0.7194, 0.1624, 0.2361]",True,"(165, 68, 45, 28)"
ZJ015387,ZJ015387.jpg,0.0109,animal,0.0109,"(475, 16, 44, 172)","[0.0125, 0.8722, 0.1875, 0.09629]",True,"(199, 7, 14, 34)"
ZJ015388,ZJ015388.jpg,0.325,animal,0.325,"(326, 579, 104, 180)","[0.5989, 0.5962, 0.1958, 0.2074]",True,"(138, 138, 38, 36)"
ZJ015389,ZJ015389.jpg,0.968,animal,0.968,"(58, 351, 282, 272)","[0.5421, 0.1499, 0.4375, 0.8055]",True,"(38, 125, 172, 90)"
ZJ015390,ZJ015390.jpg,0.407,animal,0.407,"(196, 538, 59, 55)","[0.5562, 0.3555, 0.06562, 0.124]",True,"(84, 129, 20, 7)"
ZJ015391,ZJ015391.jpg,0.852,animal,0.852,"(237, 628, 81, 124)","[0.6499, 0.4314, 0.1375, 0.1648]",True,"(101, 150, 29, 23)"
ZJ015392,ZJ015392.jpg,0.235,animal,0.235,"(231, 322, 108, 105)","[0.4968, 0.6305, 0.1765, 0.3222]",True,"(145, 115, 64, 32)"
ZJ015393,ZJ015393.jpg,0.0399,animal,0.0399,"(242, 4, 53, 21)","[0, 0.6611, 0.04531, 0.1694]",True,"(152, 4, 30, 2)"
ZJ015394,ZJ015394.jpg,0.752,animal,0.752,"(356, 530, 123, 327)","[0.5479, 0.6518, 0.3489, 0.2425]",True,"(150, 127, 46, 70)"
ZJ015395,ZJ015395.jpg,0.68,animal,0.68,"(4, 494, 327, 142)","[0.7656, 0, 0.2343, 1.0]",True,"(4, 175, 216, 44)"
ZJ015396,ZJ015396.jpg,0.86,animal,0.86,"(194, 328, 84, 85)","[0.5062, 0.5671, 0.1453, 0.2746]",True,"(131, 117, 54, 25)"
