image_name,file,max_detection_conf,category,conf,bbox,conf_th
ZJ012633,ZJ012633.jpg,0.847,animal,0.847,"[0.5984, 0.4985, 0.4015, 0.5014]",True
ZJ012634,ZJ012634.jpg,0.142,animal,0.142,"[0.04531, 0.4138, 0.1078, 0.15]",False
ZJ012635,ZJ012635.jpg,0.678,animal,0.678,"[0, 0.6305, 0.2093, 0.3222]",True
ZJ012636,ZJ012636.jpg,,,,,False
ZJ012637,ZJ012637.jpg,0.881,animal,0.881,"[0.1364, 0.637, 0.4656, 0.2777]",True
ZJ012638,ZJ012638.jpg,0.522,animal,0.522,"[0.3656, 0.6972, 0.2656, 0.2444]",False
ZJ012639,ZJ012639.jpg,0.78,animal,0.78,"[0.5614, 0.5166, 0.3572, 0.2574]",True
ZJ012640,ZJ012640.jpg,0.639,animal,0.639,"[0.3999, 0.5583, 0.2888, 0.2916]",True
ZJ012641,ZJ012641.jpg,0.723,animal,0.723,"[0.2937, 0.587, 0.1343, 0.1111]",True
ZJ012642,ZJ012642.jpg,0.103,animal,0.103,"[0.1947, 0.4444, 0.08229, 0.1037]",False
ZJ012643,ZJ012643.jpg,0.846,animal,0.846,"[0.5515, 0.8555, 0.09062, 0.1]",True
ZJ012644,ZJ012644.jpg,0.136,animal,0.136,"[0.5343, 0.6388, 0.1375, 0.3138]",False
ZJ012645,ZJ012645.jpg,0.641,animal,0.641,"[0.6499, 0.6685, 0.1302, 0.1388]",True
ZJ012646,ZJ012646.jpg,,,,,False
ZJ012647,ZJ012647.jpg,0.0342,animal,0.0342,"[0.6874, 0.5249, 0.15, 0.125]",False
ZJ012648,ZJ012648.jpg,0.597,person,0.597,"[0, 0.5083, 0.05555, 0.4875]",False
ZJ012649,ZJ012649.jpg,,,,,False
ZJ012650,ZJ012650.jpg,0.573,animal,0.573,"[0.1703, 0.008333, 0.1765, 0.3777]",False
ZJ012651,ZJ012651.jpg,0.143,animal,0.143,"[0.6458, 0.9111, 0.101, 0.05925]",False
ZJ012652,ZJ012652.jpg,0.0699,vehicle,0.0699,"[0.6124, 0.8749, 0.08124, 0.05833]",False
ZJ012653,ZJ012653.jpg,0.417,animal,0.417,"[0.002083, 0.8796, 0.1958, 0.09074]",False
ZJ012654,ZJ012654.jpg,0.427,animal,0.427,"[0.05312, 0.7055, 0.1546, 0.25]",False
ZJ012655,ZJ012655.jpg,0.0782,animal,0.0782,"[0.8875, 0.003883, 0.1124, 0.9961]",False
ZJ012656,ZJ012656.jpg,0.671,animal,0.671,"[0.07968, 0.5194, 0.1265, 0.1583]",True
ZJ012657,ZJ012657.jpg,0.622,animal,0.622,"[0.9187, 0.6305, 0.04062, 0.1527]",True
ZJ012658,ZJ012658.jpg,0.0654,animal,0.0654,"[0, 0.6499, 0.2125, 0.3027]",False
ZJ012659,ZJ012659.jpg,0.823,animal,0.823,"[0.7906, 0, 0.2093, 1.0]",True
ZJ012660,ZJ012660.jpg,0.735,animal,0.735,"[0.7124, 0.4888, 0.2874, 0.2916]",True
ZJ012661,ZJ012661.jpg,0.006,animal,0.006,"[0, 0.8138, 0.1593, 0.1388]",False
ZJ012662,ZJ012662.jpg,0.579,animal,0.579,"[0.5921, 0.6222, 0.09531, 0.3305]",False
ZJ012663,ZJ012663.jpg,0.612,animal,0.612,"[0.4265, 0.4972, 0.4406, 0.2527]",True
ZJ012664,ZJ012664.jpg,0.0483,animal,0.0483,"[0, 0.4888, 0.1421, 0.4111]",False
ZJ012665,ZJ012665.jpg,0.197,animal,0.197,"[0.7828, 0.7722, 0.1203, 0.08888]",False
ZJ012666,ZJ012666.jpg,0.0168,vehicle,0.0168,"[0, 0.8179, 0.06093, 0.182]",False
ZJ012667,ZJ012667.jpg,0.982,animal,0.982,"[0.5697, 0.3407, 0.4302, 0.6277]",True
ZJ012668,ZJ012668.jpg,0.889,animal,0.889,"[0.1333, 0.587, 0.2895, 0.2]",True
ZJ012669,ZJ012669.jpg,0.0352,animal,0.0352,"[0.575, 0.2166, 0.425, 0.6694]",False
ZJ012670,ZJ012670.jpg,0.791,animal,0.791,"[0.2859, 0.6447, 0.09687, 0.191]",True
ZJ012671,ZJ012671.jpg,0.00591,animal,0.00591,"[0, 0.6527, 0.04843, 0.1666]",False
ZJ012672,ZJ012672.jpg,0.935,animal,0.935,"[0.5109, 0.5722, 0.2281, 0.4222]",True
ZJ012673,ZJ012673.jpg,0.522,animal,0.522,"[0.8609, 0.8166, 0.075, 0.09166]",False
ZJ012674,ZJ012674.jpg,0.531,animal,0.531,"[0.2078, 0.5472, 0.1, 0.1638]",False
ZJ012675,ZJ012675.jpg,0.842,animal,0.842,"[0.101, 0.7481, 0.6395, 0.2222]",True
ZJ012676,ZJ012676.jpg,0.79,animal,0.79,"[0.3802, 0.6203, 0.2531, 0.2537]",True
ZJ012677,ZJ012677.jpg,,,,,False
ZJ012678,ZJ012678.jpg,0.295,animal,0.295,"[0.3864, 0.1425, 0.1666, 0.5055]",False
ZJ012679,ZJ012679.jpg,0.717,animal,0.717,"[0.8406, 0.4759, 0.1458, 0.1555]",True
ZJ012680,ZJ012680.jpg,0.0173,animal,0.0173,"[0.3375, 0.9055, 0.05781, 0.05]",False
ZJ012681,ZJ012681.jpg,0.12,animal,0.12,"[0.4104, 0.2485, 0.5895, 0.7514]",False
ZJ012682,ZJ012682.jpg,0.0845,person,0.0845,"[0.1, 0.9083, 0.1, 0.09166]",False
ZJ012683,ZJ012683.jpg,0.043,animal,0.043,"[0.6937, 0.5166, 0.1062, 0.2249]",False
ZJ012684,ZJ012684.jpg,0.373,animal,0.373,"[0.1031, 0.9313, 0.1265, 0.06865]",False
ZJ012685,ZJ012685.jpg,,,,,False
ZJ012686,ZJ012686.jpg,0.282,animal,0.282,"[0.3722, 0.6291, 0.2138, 0.1708]",False
ZJ012687,ZJ012687.jpg,0.97,animal,0.97,"[0.8218, 0.4962, 0.1781, 0.4722]",True
ZJ012688,ZJ012688.jpg,0.836,animal,0.836,"[0.2552, 0.637, 0.2739, 0.3333]",True
ZJ012689,ZJ012689.jpg,0.828,animal,0.828,"[0.5578, 0.7305, 0.2609, 0.2249]",True
ZJ012690,ZJ012690.jpg,0.942,animal,0.942,"[0.09687, 0.5092, 0.3885, 0.4592]",True
ZJ012691,ZJ012691.jpg,0.562,animal,0.562,"[0, 0.6148, 0.09687, 0.1277]",False
ZJ012692,ZJ012692.jpg,0.88,animal,0.88,"[0.1864, 0.6555, 0.4447, 0.25]",True
ZJ012693,ZJ012693.jpg,0.926,animal,0.926,"[0.7468, 0.4722, 0.2531, 0.5277]",True
ZJ012694,ZJ012694.jpg,0.0316,animal,0.0316,"[0.07968, 0.7694, 0.2249, 0.1833]",False
ZJ012695,ZJ012695.jpg,0.0535,person,0.0535,"[0.3437, 0.9166, 0.05624, 0.08333]",False
ZJ012696,ZJ012696.jpg,0.449,animal,0.449,"[0.8671, 0.002777, 0.1328, 0.9499]",False
ZJ012697,ZJ012697.jpg,0.818,animal,0.818,"[0.1296, 0.5014, 0.8406, 0.4985]",True
ZJ012698,ZJ012698.jpg,0.758,animal,0.758,"[0.4093, 0.6166, 0.2739, 0.3148]",True
ZJ012699,ZJ012699.jpg,0.0956,animal,0.0956,"[0.2249, 0, 0.7718, 0.8861]",False
ZJ012700,ZJ012700.jpg,0.603,person,0.603,"[0, 0.4138, 0.1234, 0.3222]",True
ZJ012701,ZJ012701.jpg,0.952,animal,0.952,"[0, 0.3027, 0.4859, 0.6916]",True
ZJ012702,ZJ012702.jpg,0.72,animal,0.72,"[0.6437, 0.7944, 0.05833, 0.174]",True
ZJ012703,ZJ012703.jpg,0.841,animal,0.841,"[0.1145, 0.7462, 0.625, 0.224]",True
ZJ012704,ZJ012704.jpg,0.242,person,0.242,"[0.2156, 0, 0.5187, 0.9527]",False
ZJ012705,ZJ012705.jpg,,,,,False
ZJ012706,ZJ012706.jpg,,,,,False
ZJ012707,ZJ012707.jpg,0.0329,animal,0.0329,"[0, 0, 1.0, 0.9527]",False
ZJ012708,ZJ012708.jpg,0.822,animal,0.822,"[0.5937, 0.7611, 0.1156, 0.1555]",True
ZJ012709,ZJ012709.jpg,0.854,animal,0.854,"[0.8734, 0.4388, 0.1124, 0.1833]",True
ZJ012710,ZJ012710.jpg,0.724,animal,0.724,"[0.1453, 0.6749, 0.1187, 0.15]",True
ZJ012711,ZJ012711.jpg,0.723,animal,0.723,"[0.1874, 0.4805, 0.2046, 0.3222]",True
ZJ012712,ZJ012712.jpg,,,,,False
ZJ012713,ZJ012713.jpg,0.0154,animal,0.0154,"[0.8375, 0.8972, 0.09687, 0.05833]",False
ZJ012714,ZJ012714.jpg,0.886,animal,0.886,"[0.08333, 0.2925, 0.1645, 0.6222]",True
ZJ012715,ZJ012715.jpg,0.0533,animal,0.0533,"[0.9427, 0.3844, 0.05729, 0.565]",False
ZJ012716,ZJ012716.jpg,0.439,animal,0.439,"[0.5078, 0.5972, 0.1406, 0.1083]",False
ZJ012717,ZJ012717.jpg,0.842,animal,0.842,"[0.526, 0.4722, 0.4739, 0.4962]",True
ZJ012718,ZJ012718.jpg,0.487,animal,0.487,"[0, 0, 1.0, 0.9499]",False
ZJ012719,ZJ012719.jpg,0.6,person,0.6,"[0.1999, 0.6249, 0.1437, 0.3722]",False
ZJ012720,ZJ012720.jpg,0.607,animal,0.607,"[0.4052, 0, 0.09166, 0.9703]",True
ZJ012721,ZJ012721.jpg,0.874,animal,0.874,"[0.5947, 0.4555, 0.1604, 0.2537]",True
ZJ012722,ZJ012722.jpg,0.778,animal,0.778,"[0.07395, 0.7407, 0.1187, 0.2277]",True
ZJ012723,ZJ012723.jpg,0.732,animal,0.732,"[0.4854, 0.7111, 0.2, 0.1833]",True
ZJ012724,ZJ012724.jpg,0.911,animal,0.911,"[0.6656, 0.4999, 0.3343, 0.4444]",True
ZJ012725,ZJ012725.jpg,0.52,animal,0.52,"[0.1885, 0.7518, 0.1447, 0.1814]",False
ZJ012726,ZJ012726.jpg,0.377,animal,0.377,"[0.3359, 0.7333, 0.1453, 0.2277]",False
ZJ012727,ZJ012727.jpg,0.0708,animal,0.0708,"[0.3953, 0.4999, 0.06093, 0.08888]",False
ZJ012728,ZJ012728.jpg,0.869,animal,0.869,"[0, 0.6166, 0.1385, 0.287]",True
ZJ012729,ZJ012729.jpg,0.738,animal,0.738,"[0.7234, 0.7522, 0.2265, 0.1791]",True
ZJ012730,ZJ012730.jpg,0.667,animal,0.667,"[0.7552, 0.7351, 0.1208, 0.1444]",True
ZJ012731,ZJ012731.jpg,0.558,animal,0.558,"[0, 0.6092, 0.2624, 0.3518]",False
ZJ012732,ZJ012732.jpg,0.00812,animal,0.00812,"[0.8437, 0.7083, 0.1562, 0.2805]",False
ZJ012733,ZJ012733.jpg,0.0483,animal,0.0483,"[0.8203, 0.6083, 0.05, 0.07222]",False
ZJ012734,ZJ012734.jpg,0.369,animal,0.369,"[0.7687, 0, 0.2312, 0.9666]",False
ZJ012735,ZJ012735.jpg,0.839,animal,0.839,"[0.2515, 0.45, 0.1968, 0.5472]",True
ZJ012736,ZJ012736.jpg,0.849,animal,0.849,"[0.5208, 0.3833, 0.1531, 0.3222]",True
ZJ012737,ZJ012737.jpg,0.739,animal,0.739,"[0.3166, 0.6375, 0.2833, 0.2916]",True
ZJ012738,ZJ012738.jpg,0.0163,animal,0.0163,"[0.8484, 0.9641, 0.06562, 0.03582]",False
ZJ012739,ZJ012739.jpg,0.891,animal,0.891,"[0.5734, 0.6805, 0.1765, 0.2722]",True
ZJ012740,ZJ012740.jpg,,,,,False
ZJ012741,ZJ012741.jpg,0.24,animal,0.24,"[0, 0.7296, 0.08541, 0.2407]",False
ZJ012742,ZJ012742.jpg,0.684,animal,0.684,"[0, 0.6916, 0.2109, 0.2611]",True
ZJ012743,ZJ012743.jpg,0.141,animal,0.141,"[0.6093, 0.8666, 0.1906, 0.08888]",False
ZJ012744,ZJ012744.jpg,0.259,animal,0.259,"[0.6395, 0.7777, 0.08749, 0.08148]",False
ZJ012745,ZJ012745.jpg,0.0076,vehicle,0.0076,"[0, 0.8179, 0.06093, 0.182]",False
ZJ012746,ZJ012746.jpg,0.958,animal,0.958,"[0, 0.1388, 1.0, 0.8138]",True
ZJ012747,ZJ012747.jpg,0.41,animal,0.41,"[0.7989, 0.3481, 0.1989, 0.5351]",False
ZJ012748,ZJ012748.jpg,0.0773,animal,0.0773,"[0.1843, 0.1694, 0.8015, 0.7527]",False
ZJ012749,ZJ012749.jpg,0.329,animal,0.329,"[0.8593, 0.8555, 0.06718, 0.09722]",False
ZJ012750,ZJ012750.jpg,0.69,animal,0.69,"[0.09218, 0.7888, 0.3359, 0.1638]",True
ZJ012751,ZJ012751.jpg,0.506,animal,0.506,"[0.577, 0.5499, 0.07708, 0.1185]",False
ZJ012752,ZJ012752.jpg,0.319,animal,0.319,"[0.2031, 0.4611, 0.1427, 0.1222]",False
ZJ012753,ZJ012753.jpg,,,,,False
ZJ012754,ZJ012754.jpg,0.134,animal,0.134,"[0.6124, 0.6037, 0.1458, 0.1962]",False
ZJ012755,ZJ012755.jpg,0.064,animal,0.064,"[0.1796, 0.3416, 0.8062, 0.6]",False
ZJ012756,ZJ012756.jpg,0.883,animal,0.883,"[0.3765, 0.7722, 0.2, 0.1805]",True
ZJ012757,ZJ012757.jpg,,,,,False
ZJ012758,ZJ012758.jpg,0.188,person,0.188,"[0.2083, 0.475, 0.1972, 0.4166]",False
ZJ012759,ZJ012759.jpg,0.0642,animal,0.0642,"[0.1062, 0.002777, 0.8937, 0.9166]",False
ZJ012760,ZJ012760.jpg,0.0316,vehicle,0.0316,"[0, 0.8119, 0.0625, 0.188]",False
ZJ012761,ZJ012761.jpg,0.0545,animal,0.0545,"[0.7395, 0.5425, 0.201, 0.1259]",False
ZJ012762,ZJ012762.jpg,0.957,animal,0.957,"[0.7489, 0.04814, 0.251, 0.9222]",True
ZJ012763,ZJ012763.jpg,0.905,animal,0.905,"[0.3999, 0.5166, 0.4218, 0.2527]",True
ZJ012764,ZJ012764.jpg,0.606,animal,0.606,"[0.8177, 0.5944, 0.1166, 0.1129]",True
ZJ012765,ZJ012765.jpg,0.852,animal,0.852,"[0, 0.4555, 0.314, 0.4027]",True
ZJ012766,ZJ012766.jpg,0.732,animal,0.732,"[0.1156, 0.4888, 0.04687, 0.1444]",True
ZJ012767,ZJ012767.jpg,0.966,animal,0.966,"[0.6, 0.5259, 0.4, 0.4425]",True
ZJ012768,ZJ012768.jpg,0.933,animal,0.933,"[0.7437, 0.4694, 0.2562, 0.4833]",True
ZJ012769,ZJ012769.jpg,0.192,animal,0.192,"[0.3861, 0.35, 0.05, 0.08749]",False
ZJ012770,ZJ012770.jpg,0.706,animal,0.706,"[0.1416, 0.5092, 0.1791, 0.1537]",True
ZJ012771,ZJ012771.jpg,0.797,animal,0.797,"[0.2583, 0.3499, 0.1593, 0.09259]",True
ZJ012772,ZJ012772.jpg,0.665,animal,0.665,"[0.4328, 0.7138, 0.1984, 0.2388]",True
ZJ012773,ZJ012773.jpg,0.858,animal,0.858,"[0.5583, 0, 0.1343, 0.9666]",True
ZJ012774,ZJ012774.jpg,0.0575,animal,0.0575,"[0.7453, 0.7972, 0.2546, 0.1555]",False
ZJ012775,ZJ012775.jpg,0.152,animal,0.152,"[0, 0.7111, 0.09375, 0.1138]",False
ZJ012776,ZJ012776.jpg,0.625,animal,0.625,"[0.3906, 0.5, 0.2234, 0.2333]",True
ZJ012777,ZJ012777.jpg,0.964,animal,0.964,"[0, 0, 0.3239, 0.9555]",True
ZJ012778,ZJ012778.jpg,0.289,animal,0.289,"[0, 0.7027, 0.1562, 0.2472]",False
ZJ012779,ZJ012779.jpg,0.872,animal,0.872,"[0.5156, 0.5981, 0.2197, 0.1851]",True
ZJ012780,ZJ012780.jpg,0.288,animal,0.288,"[0.5984, 0.6166, 0.1046, 0.1749]",False
ZJ012781,ZJ012781.jpg,0.6,animal,0.6,"[0.3078, 0.5083, 0.2062, 0.2555]",False
ZJ012782,ZJ012782.jpg,0.623,animal,0.623,"[0.6093, 0.4916, 0.1046, 0.2361]",True
ZJ012783,ZJ012783.jpg,0.0295,animal,0.0295,"[0.3406, 0.6694, 0.06406, 0.15]",False
ZJ012784,ZJ012784.jpg,0.889,animal,0.889,"[0.5312, 0.2111, 0.3937, 0.6222]",True
ZJ012785,ZJ012785.jpg,0.295,animal,0.295,"[0.3171, 0.582, 0.6828, 0.4179]",False
ZJ012786,ZJ012786.jpg,0.26,animal,0.26,"[0.4734, 0.8888, 0.07031, 0.06666]",False
ZJ012787,ZJ012787.jpg,0.644,animal,0.644,"[0.5, 0.7, 0.1453, 0.1555]",True
ZJ012788,ZJ012788.jpg,0.0562,animal,0.0562,"[0.9427, 0.4116, 0.05729, 0.198]",False
ZJ012789,ZJ012789.jpg,0.875,animal,0.875,"[0.5385, 0.5259, 0.3583, 0.3592]",True
ZJ012790,ZJ012790.jpg,0.0361,animal,0.0361,"[0.4027, 0.4583, 0.06666, 0.05833]",False
ZJ012791,ZJ012791.jpg,0.809,animal,0.809,"[0.01406, 0.6861, 0.09218, 0.1861]",True
ZJ012792,ZJ012792.jpg,0.682,animal,0.682,"[0.5552, 0.6277, 0.09166, 0.2722]",True
ZJ012793,ZJ012793.jpg,0.876,animal,0.876,"[0, 0.6833, 0.2078, 0.2694]",True
ZJ012794,ZJ012794.jpg,0.0207,animal,0.0207,"[0, 0, 1.0, 1.0]",False
ZJ012795,ZJ012795.jpg,0.834,animal,0.834,"[0.003125, 0.7055, 0.2062, 0.25]",True
ZJ012796,ZJ012796.jpg,0.877,animal,0.877,"[0.2291, 0.4037, 0.2822, 0.3481]",True
ZJ012797,ZJ012797.jpg,0.93,animal,0.93,"[0.2343, 0.7583, 0.3874, 0.1972]",True
ZJ012798,ZJ012798.jpg,0.953,animal,0.953,"[0.627, 0.4685, 0.2708, 0.3259]",True
ZJ012799,ZJ012799.jpg,0.893,animal,0.893,"[0.8718, 0.5111, 0.1281, 0.2777]",True
ZJ012800,ZJ012800.jpg,0.0132,vehicle,0.0132,"[0.6479, 0.737, 0.352, 0.2333]",False
ZJ012801,ZJ012801.jpg,0.486,animal,0.486,"[0.4593, 0.7259, 0.06458, 0.1074]",False
ZJ012802,ZJ012802.jpg,0.0137,animal,0.0137,"[0.401, 0.8185, 0.0677, 0.1074]",False
ZJ012803,ZJ012803.jpg,0.609,animal,0.609,"[0, 0.8865, 0.2031, 0.1134]",True
ZJ012804,ZJ012804.jpg,0.974,animal,0.974,"[0.2729, 0.5074, 0.5958, 0.4611]",True
ZJ012805,ZJ012805.jpg,,,,,False
ZJ012806,ZJ012806.jpg,0.404,animal,0.404,"[0.6055, 0.3624, 0.1055, 0.1541]",False
ZJ012807,ZJ012807.jpg,0.175,animal,0.175,"[0.6999, 0.6444, 0.05624, 0.125]",False
ZJ012808,ZJ012808.jpg,0.39,animal,0.39,"[0.1972, 0.1666, 0.1916, 0.375]",False
ZJ012809,ZJ012809.jpg,0.51,animal,0.51,"[0.08749, 0.5749, 0.2296, 0.1694]",False
ZJ012810,ZJ012810.jpg,0.577,animal,0.577,"[0, 0.4958, 0.3166, 0.3791]",False
ZJ012811,ZJ012811.jpg,0.712,animal,0.712,"[0.7687, 0.4722, 0.04218, 0.1416]",True
ZJ012812,ZJ012812.jpg,0.734,animal,0.734,"[0.2999, 0.6074, 0.101, 0.124]",True
ZJ012813,ZJ012813.jpg,0.415,animal,0.415,"[0.1364, 0.6796, 0.1281, 0.2907]",False
ZJ012814,ZJ012814.jpg,,,,,False
ZJ012815,ZJ012815.jpg,0.871,animal,0.871,"[0.3343, 0.287, 0.176, 0.4703]",True
ZJ012816,ZJ012816.jpg,0.0323,vehicle,0.0323,"[0, 0.9492, 0.05937, 0.05074]",False
ZJ012817,ZJ012817.jpg,0.963,animal,0.963,"[0.7671, 0, 0.2328, 0.9527]",True
ZJ012818,ZJ012818.jpg,0.949,animal,0.949,"[0, 0, 0.4593, 0.997]",True
ZJ012819,ZJ012819.jpg,,,,,False
ZJ012820,ZJ012820.jpg,0.737,animal,0.737,"[0.4421, 0.9027, 0.2062, 0.05277]",True
ZJ012821,ZJ012821.jpg,0.848,animal,0.848,"[0.06718, 0.5555, 0.1906, 0.2888]",True
ZJ012822,ZJ012822.jpg,0.0733,animal,0.0733,"[0.7208, 0.5398, 0.2791, 0.4601]",False
ZJ012823,ZJ012823.jpg,0.687,animal,0.687,"[0, 0.7277, 0.2572, 0.2407]",True
ZJ012824,ZJ012824.jpg,0.953,animal,0.953,"[0.05625, 0.7416, 0.5484, 0.2138]",True
ZJ012825,ZJ012825.jpg,0.791,animal,0.791,"[0.3802, 0.5962, 0.2114, 0.1944]",True
ZJ012826,ZJ012826.jpg,0.0159,animal,0.0159,"[0.2078, 0.5138, 0.2328, 0.1138]",False
ZJ012827,ZJ012827.jpg,0.912,animal,0.912,"[0.1916, 0.2574, 0.1635, 0.6425]",True
ZJ012828,ZJ012828.jpg,0.127,animal,0.127,"[0.226, 0.5648, 0.1718, 0.1944]",False
ZJ012829,ZJ012829.jpg,0.432,animal,0.432,"[0.1031, 0.8166, 0.1124, 0.08148]",False
ZJ012830,ZJ012830.jpg,0.249,animal,0.249,"[0, 0.7, 0.2062, 0.2527]",False
ZJ012831,ZJ012831.jpg,0.865,animal,0.865,"[0.01666, 0, 0.9718, 0.998]",True
ZJ012832,ZJ012832.jpg,0.959,animal,0.959,"[0.3208, 0.2425, 0.6791, 0.7277]",True
ZJ012833,ZJ012833.jpg,0.805,animal,0.805,"[0.7296, 0.6166, 0.2703, 0.3388]",True
ZJ012834,ZJ012834.jpg,,,,,False
ZJ012835,ZJ012835.jpg,,,,,False
ZJ012836,ZJ012836.jpg,0.0532,animal,0.0532,"[0.5328, 0.7888, 0.08124, 0.1194]",False
ZJ012837,ZJ012837.jpg,0.728,animal,0.728,"[0.1562, 0.4638, 0.1281, 0.125]",True
ZJ012838,ZJ012838.jpg,0.802,animal,0.802,"[0.525, 0.6083, 0.2984, 0.1527]",True
ZJ012839,ZJ012839.jpg,0.909,animal,0.909,"[0, 0, 0.3093, 0.9685]",True
ZJ012840,ZJ012840.jpg,0.886,animal,0.886,"[0.864, 0.5416, 0.1359, 0.4583]",True
ZJ012841,ZJ012841.jpg,0.79,animal,0.79,"[0.4234, 0.3388, 0.5765, 0.4722]",True
ZJ012842,ZJ012842.jpg,0.6,animal,0.6,"[0.02031, 0.3416, 0.1234, 0.4111]",False
ZJ012843,ZJ012843.jpg,0.033,animal,0.033,"[0.3953, 0.6277, 0.1484, 0.2027]",False
ZJ012844,ZJ012844.jpg,0.782,animal,0.782,"[0.6656, 0.3944, 0.1093, 0.2111]",True
ZJ012845,ZJ012845.jpg,0.937,animal,0.937,"[0.825, 0.4925, 0.1749, 0.4759]",True
ZJ012846,ZJ012846.jpg,0.214,animal,0.214,"[0.1203, 0, 0.8796, 0.9194]",False
ZJ012847,ZJ012847.jpg,0.444,animal,0.444,"[0.5145, 0.6135, 0.0625, 0.08932]",False
ZJ012848,ZJ012848.jpg,0.28,animal,0.28,"[0, 0, 0.2708, 0.8555]",False
ZJ012849,ZJ012849.jpg,0.811,animal,0.811,"[0, 0.4656, 1.0, 0.5313]",True
ZJ012850,ZJ012850.jpg,0.0585,animal,0.0585,"[0.6937, 0.7833, 0.3062, 0.15]",False
ZJ012851,ZJ012851.jpg,0.408,animal,0.408,"[0, 0.8111, 0.3671, 0.1416]",False
ZJ012852,ZJ012852.jpg,0.112,animal,0.112,"[0.4364, 0.8037, 0.302, 0.1666]",False
ZJ012853,ZJ012853.jpg,0.973,animal,0.973,"[0.07291, 0.587, 0.5197, 0.3833]",True
ZJ012854,ZJ012854.jpg,0.0181,person,0.0181,"[0, 0, 1.0, 0.9703]",False
ZJ012855,ZJ012855.jpg,,,,,False
ZJ012856,ZJ012856.jpg,,,,,False
ZJ012857,ZJ012857.jpg,0.465,animal,0.465,"[0.3968, 0.5055, 0.09687, 0.09166]",False
ZJ012858,ZJ012858.jpg,0.808,animal,0.808,"[0.2305, 0.7958, 0.2805, 0.2041]",True
ZJ012859,ZJ012859.jpg,,,,,False
ZJ012860,ZJ012860.jpg,0.86,animal,0.86,"[0.2328, 0.05555, 0.1937, 0.5638]",True
ZJ012861,ZJ012861.jpg,0.461,animal,0.461,"[0, 0.7027, 0.1187, 0.1222]",False
ZJ012862,ZJ012862.jpg,0.895,animal,0.895,"[0.6177, 0.5, 0.04791, 0.1851]",True
ZJ012863,ZJ012863.jpg,0.696,animal,0.696,"[0.6124, 0, 0.3874, 1.0]",True
ZJ012864,ZJ012864.jpg,0.148,animal,0.148,"[0.5861, 0.6208, 0.075, 0.1]",False
ZJ012865,ZJ012865.jpg,0.828,animal,0.828,"[0.4984, 0.5361, 0.2296, 0.2388]",True
ZJ012866,ZJ012866.jpg,0.952,animal,0.952,"[0.2624, 0.6416, 0.3437, 0.3583]",True
ZJ012867,ZJ012867.jpg,0.917,animal,0.917,"[0.514, 0.4249, 0.1718, 0.2666]",True
ZJ012868,ZJ012868.jpg,0.907,animal,0.907,"[0.7312, 0.737, 0.15, 0.1592]",True
ZJ012869,ZJ012869.jpg,0.916,animal,0.916,"[0.3895, 0.6055, 0.2104, 0.2277]",True
ZJ012870,ZJ012870.jpg,0.0668,animal,0.0668,"[0.7234, 0.6029, 0.08124, 0.2537]",False
ZJ012871,ZJ012871.jpg,0.832,animal,0.832,"[0.3015, 0.7, 0.1453, 0.1916]",True
ZJ012872,ZJ012872.jpg,0.896,animal,0.896,"[0.1177, 0.3944, 0.1739, 0.2592]",True
ZJ012873,ZJ012873.jpg,0.659,animal,0.659,"[0, 0.6592, 0.1864, 0.25]",True
ZJ012874,ZJ012874.jpg,0.924,animal,0.924,"[0, 0.3731, 1.0, 0.6238]",True
ZJ012875,ZJ012875.jpg,0.766,animal,0.766,"[0.6552, 0.2833, 0.1354, 0.1462]",True
ZJ012876,ZJ012876.jpg,0.715,animal,0.715,"[0.3395, 0.5444, 0.2781, 0.3296]",True
ZJ012877,ZJ012877.jpg,0.359,animal,0.359,"[0.3546, 0.9166, 0.2093, 0.03888]",False
ZJ012878,ZJ012878.jpg,0.182,animal,0.182,"[0.2953, 0.6985, 0.08593, 0.1253]",False
ZJ012879,ZJ012879.jpg,0.779,animal,0.779,"[0.6109, 0.7916, 0.189, 0.1611]",True
ZJ012880,ZJ012880.jpg,0.0148,animal,0.0148,"[0.4562, 0.4472, 0.06718, 0.1666]",False
ZJ012881,ZJ012881.jpg,0.0591,animal,0.0591,"[0.1531, 0.002777, 0.214, 0.1861]",False
ZJ012882,ZJ012882.jpg,0.964,animal,0.964,"[0, 0.2574, 1.0, 0.7092]",True
ZJ012883,ZJ012883.jpg,0.955,animal,0.955,"[0, 0.3472, 1.0, 0.6055]",True
ZJ012884,ZJ012884.jpg,0.584,animal,0.584,"[0.214, 0.6029, 0.1171, 0.185]",False
ZJ012885,ZJ012885.jpg,,,,,False
ZJ012886,ZJ012886.jpg,,,,,False
ZJ012887,ZJ012887.jpg,0.878,animal,0.878,"[0, 0.09722, 1.0, 0.8999]",True
ZJ012888,ZJ012888.jpg,0.944,animal,0.944,"[0.5072, 0.3944, 0.2343, 0.374]",True
ZJ012889,ZJ012889.jpg,,,,,False
ZJ012890,ZJ012890.jpg,0.512,animal,0.512,"[0, 0.7044, 0.07656, 0.2059]",False
ZJ012891,ZJ012891.jpg,0.0103,animal,0.0103,"[0.864, 0.7055, 0.1359, 0.1833]",False
ZJ012892,ZJ012892.jpg,0.927,animal,0.927,"[0, 0.5083, 0.2859, 0.3083]",True
ZJ012893,ZJ012893.jpg,0.918,animal,0.918,"[0.5635, 0.4185, 0.06145, 0.2407]",True
